"stockcode","tradingdate","openprice","closeprice","highestprice","lowestprice","totalvol"
"BID","2018-08-24","17780.13014781031300000000000","18216.45236002651700000000000","18298.26277481705525000000000","17780.13014781031300000000000","2775350"
"BID","2018-08-27","18380.07318960759350000000000","18543.69401918867000000000000","18598.23429571569550000000000","18243.72249829002975000000000","2541980"
"BID","2018-08-28","18707.31484876974650000000000","18380.07318960759350000000000","18707.31484876974650000000000","18161.91208349949150000000000","2582530"
"BID","2018-08-29","18380.07318960759350000000000","18352.80305134408075000000000","18598.23429571569550000000000","18298.26277481705525000000000","2319810"
"BID","2018-08-30","18325.53291308056800000000000","19034.55650793189950000000000","19034.55650793189950000000000","18270.99263655354250000000000","3286300"
"BID","2018-08-31","18980.01623140487400000000000","18761.85512529677200000000000","19089.09678445892500000000000","18707.31484876974650000000000","2336200"
"BID","2018-09-04","18543.69401918867000000000000","17725.58987128328750000000000","18543.69401918867000000000000","17561.96904170221100000000000","4088990"
"BID","2018-09-05","17561.96904170221100000000000","18052.83153044544050000000000","18189.18222176300425000000000","17534.69890343869825000000000","3283340"
"BID","2018-09-06","18052.83153044544050000000000","17861.94056260085125000000000","18107.37180697246600000000000","17671.04959475626200000000000","1923190"
"BID","2018-09-07","17725.58987128328750000000000","18489.15374266164450000000000","18625.50443397920825000000000","17725.58987128328750000000000","3171020"
"BID","2018-09-10","18434.61346613461900000000000","18543.69401918867000000000000","18816.39540182379750000000000","18270.99263655354250000000000","3078830"
"BID","2018-09-11","18543.69401918867000000000000","19252.71761404000150000000000","19307.25789056702700000000000","18489.15374266164450000000000","4371130"
"BID","2018-09-12","19361.79816709405250000000000","18952.74609314136125000000000","19416.33844362107800000000000","18952.74609314136125000000000","2528070"
"BID","2018-09-13","19198.17733751297600000000000","19089.09678445892500000000000","19361.79816709405250000000000","18816.39540182379750000000000","2984670"
"BID","2018-09-14","19252.71761404000150000000000","19007.28636966838675000000000","19361.79816709405250000000000","18925.47595487784850000000000","1656240"
"BID","2018-09-17","18925.47595487784850000000000","18652.77457224272100000000000","19143.63706098595050000000000","18652.77457224272100000000000","2164200"
"BID","2018-09-18","18434.61346613461900000000000","19225.44747577648875000000000","19252.71761404000150000000000","18270.99263655354250000000000","4127500"
"BID","2018-09-19","19361.79816709405250000000000","19252.71761404000150000000000","19607.22941146566725000000000","19198.17733751297600000000000","2943070"
"BID","2018-09-20","19252.71761404000150000000000","19361.79816709405250000000000","19498.14885841161625000000000","19007.28636966838675000000000","2304800"
"BID","2018-09-21","19470.87872014810350000000000","19252.71761404000150000000000","19498.14885841161625000000000","18898.20581661433575000000000","4631020"
"BID","2018-09-24","19252.71761404000150000000000","19034.55650793189950000000000","19416.33844362107800000000000","19007.28636966838675000000000","2423940"
"BID","2018-09-25","18952.74609314136125000000000","19089.09678445892500000000000","19416.33844362107800000000000","18870.93567835082300000000000","1820120"
"BID","2018-09-26","19061.82664619541225000000000","19034.55650793189950000000000","19334.52802883053975000000000","19034.55650793189950000000000","1956500"
"BID","2018-09-27","19089.09678445892500000000000","18898.20581661433575000000000","19116.36692272243775000000000","18898.20581661433575000000000","2074090"
"BID","2018-09-28","19034.55650793189950000000000","19198.17733751297600000000000","19443.60858188459075000000000","18925.47595487784850000000000","2822910"
"BID","2018-10-01","19198.17733751297600000000000","18952.74609314136125000000000","19361.79816709405250000000000","18870.93567835082300000000000","1733190"
"BID","2018-10-02","18980.01623140487400000000000","19743.58010278323100000000000","19852.66065583728200000000000","18816.39540182379750000000000","5199330"
"BID","2018-10-03","19798.12037931025650000000000","19989.01134715484575000000000","20043.55162368187125000000000","19743.58010278323100000000000","2361360"
"BID","2018-10-04","20016.28148541835850000000000","20043.55162368187125000000000","20070.82176194538400000000000","19798.12037931025650000000000","1879790"
"BID","2018-10-05","19852.66065583728200000000000","19361.79816709405250000000000","19961.74120889133300000000000","19361.79816709405250000000000","2834960"
"BID","2018-10-08","19198.17733751297600000000000","19634.49954972918000000000000","19743.58010278323100000000000","19034.55650793189950000000000","3268360"
"BID","2018-10-09","19689.03982625620550000000000","19689.03982625620550000000000","19907.20093236430750000000000","19525.41899667512900000000000","1270140"
"BID","2018-10-10","19743.58010278323100000000000","19279.98775230351425000000000","19743.58010278323100000000000","19198.17733751297600000000000","2080020"
"BID","2018-10-11","18052.83153044544050000000000","17943.75097739138950000000000","18707.31484876974650000000000","17943.75097739138950000000000","6573500"
"BID","2018-10-12","17998.29125391841500000000000","18434.61346613461900000000000","18625.50443397920825000000000","17452.88848864816000000000000","2660970"
"BID","2018-10-15","18543.69401918867000000000000","17780.13014781031300000000000","18543.69401918867000000000000","17780.13014781031300000000000","1199560"
"BID","2018-10-16","17780.13014781031300000000000","18270.99263655354250000000000","18270.99263655354250000000000","17780.13014781031300000000000","1574440"
"BID","2018-10-17","18543.69401918867000000000000","18870.93567835082300000000000","18980.01623140487400000000000","18516.42388092515725000000000","2870340"
"BID","2018-10-18","18761.85512529677200000000000","18870.93567835082300000000000","19170.90719924946325000000000","18434.61346613461900000000000","3352560"
"BID","2018-10-19","18543.69401918867000000000000","18870.93567835082300000000000","18952.74609314136125000000000","18434.61346613461900000000000","2010830"
"BID","2018-10-22","19089.09678445892500000000000","19089.09678445892500000000000","19334.52802883053975000000000","18925.47595487784850000000000","3643590"
"BID","2018-10-23","18980.01623140487400000000000","19034.55650793189950000000000","19198.17733751297600000000000","18270.99263655354250000000000","3648830"
"BID","2018-10-24","19034.55650793189950000000000","17780.13014781031300000000000","19089.09678445892500000000000","17780.13014781031300000000000","2230710"
"BID","2018-10-25","16552.97392595223925000000000","17016.56627643195600000000000","17452.88848864816000000000000","16552.97392595223925000000000","4592300"
"BID","2018-10-26","17452.88848864816000000000000","16689.32461726980300000000000","17616.50931822923650000000000","16689.32461726980300000000000","1877950"
"BID","2018-10-29","16634.78434074277750000000000","15762.13991631036950000000000","16798.40517032385400000000000","15707.59963978334400000000000","2482950"
"BID","2018-10-30","15543.97881020226750000000000","15053.11632145903800000000000","16198.46212852657350000000000","15053.11632145903800000000000","3140410"
"BID","2018-10-31","15543.97881020226750000000000","16089.38157547252250000000000","16089.38157547252250000000000","15380.35798062119100000000000","1670350"
"BID","2018-11-01","17152.91696774951975000000000","16552.97392595223925000000000","17180.18710601303250000000000","16525.70378768872650000000000","2974110"
"BID","2018-11-02","16907.48572337790500000000000","17698.31973301977475000000000","17698.31973301977475000000000","16798.40517032385400000000000","3469490"
"BID","2018-11-05","17452.88848864816000000000000","17889.21070086436400000000000","17889.21070086436400000000000","17234.72738254005800000000000","1732340"
"BID","2018-11-06","17998.29125391841500000000000","17452.88848864816000000000000","18080.10166870895325000000000","17371.07807385762175000000000","1834970"
"BID","2018-11-07","17452.88848864816000000000000","17698.31973301977475000000000","17916.48083912787675000000000","17398.34821212113450000000000","2117240"
"BID","2018-11-08","18270.99263655354250000000000","17698.31973301977475000000000","18270.99263655354250000000000","17671.04959475626200000000000","1728670"
"BID","2018-11-09","17561.96904170221100000000000","17289.26765906708350000000000","17725.58987128328750000000000","17261.99752080357075000000000","1790150"
"BID","2018-11-12","16962.02599990493050000000000","17561.96904170221100000000000","17698.31973301977475000000000","16962.02599990493050000000000","1332890"
"BID","2018-11-13","17071.10655295898150000000000","16907.48572337790500000000000","17316.53779733059625000000000","16907.48572337790500000000000","2054350"
"BID","2018-11-14","16907.48572337790500000000000","16362.08295810765000000000000","17180.18710601303250000000000","16362.08295810765000000000000","1511410"
"BID","2018-11-15","16362.08295810765000000000000","16907.48572337790500000000000","17343.80793559410900000000000","16307.54268158062450000000000","1574190"
"BID","2018-11-16","17180.18710601303250000000000","17561.96904170221100000000000","17698.31973301977475000000000","17180.18710601303250000000000","2339880"
"BID","2018-11-19","17561.96904170221100000000000","17561.96904170221100000000000","17752.86000954680025000000000","17452.88848864816000000000000","1520580"
"BID","2018-11-20","17152.91696774951975000000000","17289.26765906708350000000000","17452.88848864816000000000000","17152.91696774951975000000000","1301980"
"BID","2018-11-21","17016.56627643195600000000000","17452.88848864816000000000000","17561.96904170221100000000000","16989.29613816844325000000000","1747970"
"BID","2018-11-22","17561.96904170221100000000000","17371.07807385762175000000000","17698.31973301977475000000000","17343.80793559410900000000000","1866110"
"BID","2018-11-23","17343.80793559410900000000000","17289.26765906708350000000000","17507.42876517518550000000000","17234.72738254005800000000000","1340870"
"BID","2018-11-26","17125.64682948600700000000000","17261.99752080357075000000000","17425.61835038464725000000000","17125.64682948600700000000000","790910"
"BID","2018-11-27","17398.34821212113450000000000","17152.91696774951975000000000","17452.88848864816000000000000","16907.48572337790500000000000","1382030"
"BID","2018-11-28","17152.91696774951975000000000","17207.45724427654525000000000","17261.99752080357075000000000","17071.10655295898150000000000","764130"
"BID","2018-11-29","17207.45724427654525000000000","17043.83641469546875000000000","17452.88848864816000000000000","17043.83641469546875000000000","2480990"
"BID","2018-11-30","16689.32461726980300000000000","17125.64682948600700000000000","17343.80793559410900000000000","16689.32461726980300000000000","2611400"
"BID","2018-12-03","17452.88848864816000000000000","18298.26277481705525000000000","18298.26277481705525000000000","17343.80793559410900000000000","3464870"
"BID","2018-12-04","18298.26277481705525000000000","18216.45236002651700000000000","18598.23429571569550000000000","18107.37180697246600000000000","2374250"
"BID","2018-12-05","17998.29125391841500000000000","18461.88360439813175000000000","18570.96415745218275000000000","17889.21070086436400000000000","2574670"
"BID","2018-12-06","18380.07318960759350000000000","18380.07318960759350000000000","18461.88360439813175000000000","18107.37180697246600000000000","1984110"
"BID","2018-12-07","18434.61346613461900000000000","18380.07318960759350000000000","18761.85512529677200000000000","18352.80305134408075000000000","1220210"
"BID","2018-12-10","18380.07318960759350000000000","18380.07318960759350000000000","18598.23429571569550000000000","18134.64194523597875000000000","1556580"
"BID","2018-12-11","18380.07318960759350000000000","18298.26277481705525000000000","18461.88360439813175000000000","18216.45236002651700000000000","1148790"
"BID","2018-12-12","18380.07318960759350000000000","18898.20581661433575000000000","18898.20581661433575000000000","18216.45236002651700000000000","2225990"
"BID","2018-12-13","19061.82664619541225000000000","18707.31484876974650000000000","19061.82664619541225000000000","18707.31484876974650000000000","1610470"
"BID","2018-12-14","18652.77457224272100000000000","18489.15374266164450000000000","18980.01623140487400000000000","18434.61346613461900000000000","1214630"
"BID","2018-12-17","18243.72249829002975000000000","18107.37180697246600000000000","18570.96415745218275000000000","18107.37180697246600000000000","2272850"
"BID","2018-12-18","17834.67042433733850000000000","18352.80305134408075000000000","18352.80305134408075000000000","17725.58987128328750000000000","2348370"
"BID","2018-12-19","18352.80305134408075000000000","18161.91208349949150000000000","18516.42388092515725000000000","18161.91208349949150000000000","1314340"
"BID","2018-12-20","18270.99263655354250000000000","18516.42388092515725000000000","18680.04471050623375000000000","18216.45236002651700000000000","1635620"
"BID","2018-12-21","18434.61346613461900000000000","18543.69401918867000000000000","18570.96415745218275000000000","18216.45236002651700000000000","706310"
"BID","2018-12-24","18543.69401918867000000000000","18543.69401918867000000000000","18952.74609314136125000000000","18434.61346613461900000000000","1857900"
"BID","2018-12-25","18107.37180697246600000000000","17861.94056260085125000000000","18407.34332787110625000000000","17289.26765906708350000000000","1827680"
"BID","2018-12-26","17861.94056260085125000000000","17780.13014781031300000000000","18243.72249829002975000000000","17752.86000954680025000000000","1036860"
"BID","2018-12-27","18434.61346613461900000000000","18543.69401918867000000000000","18789.12526356028475000000000","18298.26277481705525000000000","1643520"
"BID","2018-12-28","18434.61346613461900000000000","18761.85512529677200000000000","18761.85512529677200000000000","18352.80305134408075000000000","2131820"
"BID","2019-01-02","18761.85512529677200000000000","18270.99263655354250000000000","18761.85512529677200000000000","18243.72249829002975000000000","805700"
"BID","2019-01-03","18270.99263655354250000000000","17452.88848864816000000000000","18434.61346613461900000000000","17452.88848864816000000000000","1107500"
"BID","2019-01-04","17180.18710601303250000000000","17207.45724427654525000000000","17425.61835038464725000000000","16798.40517032385400000000000","1457300"
"BID","2019-01-07","17452.88848864816000000000000","17616.50931822923650000000000","17998.29125391841500000000000","17452.88848864816000000000000","806060"
"BID","2019-01-08","17780.13014781031300000000000","17452.88848864816000000000000","17780.13014781031300000000000","17398.34821212113450000000000","558540"
"BID","2019-01-09","17616.50931822923650000000000","17998.29125391841500000000000","18025.56139218192775000000000","17507.42876517518550000000000","1075730"
"BID","2019-01-10","17998.29125391841500000000000","17725.58987128328750000000000","18052.83153044544050000000000","17725.58987128328750000000000","410690"
"BID","2019-01-11","17725.58987128328750000000000","17398.34821212113450000000000","17889.21070086436400000000000","17371.07807385762175000000000","941940"
"BID","2019-01-14","17398.34821212113450000000000","17398.34821212113450000000000","17643.77945649274925000000000","17152.91696774951975000000000","755920"
"BID","2019-01-15","17316.53779733059625000000000","17725.58987128328750000000000","17889.21070086436400000000000","17316.53779733059625000000000","580710"
"BID","2019-01-16","17834.67042433733850000000000","17561.96904170221100000000000","17861.94056260085125000000000","17561.96904170221100000000000","363680"
"BID","2019-01-17","17561.96904170221100000000000","17425.61835038464725000000000","17671.04959475626200000000000","17398.34821212113450000000000","297560"
"BID","2019-01-18","17425.61835038464725000000000","17289.26765906708350000000000","17616.50931822923650000000000","17261.99752080357075000000000","509140"
"BID","2019-01-21","17452.88848864816000000000000","17916.48083912787675000000000","18189.18222176300425000000000","17289.26765906708350000000000","1207560"
"BID","2019-01-22","17943.75097739138950000000000","17861.94056260085125000000000","18052.83153044544050000000000","17834.67042433733850000000000","563940"
"BID","2019-01-23","17671.04959475626200000000000","17834.67042433733850000000000","17916.48083912787675000000000","17507.42876517518550000000000","457760"
"BID","2019-01-24","17752.86000954680025000000000","17725.58987128328750000000000","17916.48083912787675000000000","17725.58987128328750000000000","579540"
"BID","2019-01-25","17834.67042433733850000000000","17480.15862691167275000000000","17834.67042433733850000000000","17452.88848864816000000000000","570980"
"BID","2019-01-28","17480.15862691167275000000000","17398.34821212113450000000000","17643.77945649274925000000000","17343.80793559410900000000000","545190"
"BID","2019-01-29","17398.34821212113450000000000","17289.26765906708350000000000","17398.34821212113450000000000","17207.45724427654525000000000","635890"
"BID","2019-01-30","17398.34821212113450000000000","17289.26765906708350000000000","17589.23917996572375000000000","17234.72738254005800000000000","429410"
"BID","2019-01-31","17561.96904170221100000000000","17180.18710601303250000000000","17561.96904170221100000000000","17180.18710601303250000000000","678130"
"BID","2019-02-01","17152.91696774951975000000000","17234.72738254005800000000000","17371.07807385762175000000000","17125.64682948600700000000000","537050"
"BID","2019-02-11","17371.07807385762175000000000","17425.61835038464725000000000","17589.23917996572375000000000","17343.80793559410900000000000","631710"
"BID","2019-02-12","17480.15862691167275000000000","17698.31973301977475000000000","17834.67042433733850000000000","17480.15862691167275000000000","1395780"
"BID","2019-02-13","17752.86000954680025000000000","17725.58987128328750000000000","17780.13014781031300000000000","17589.23917996572375000000000","1557810"
"BID","2019-02-14","17725.58987128328750000000000","17671.04959475626200000000000","17752.86000954680025000000000","17643.77945649274925000000000","1018550"
"BID","2019-02-15","17643.77945649274925000000000","18080.10166870895325000000000","18434.61346613461900000000000","17507.42876517518550000000000","1622530"
"BID","2019-02-18","18270.99263655354250000000000","18270.99263655354250000000000","18380.07318960759350000000000","18107.37180697246600000000000","955540"
"BID","2019-02-19","18270.99263655354250000000000","17943.75097739138950000000000","18407.34332787110625000000000","17943.75097739138950000000000","1143130"
"BID","2019-02-20","17889.21070086436400000000000","18543.69401918867000000000000","19034.55650793189950000000000","17807.40028607382575000000000","2361110"
"BID","2019-02-21","18680.04471050623375000000000","18680.04471050623375000000000","18898.20581661433575000000000","18543.69401918867000000000000","2157870"
"BID","2019-02-22","18652.77457224272100000000000","18543.69401918867000000000000","18925.47595487784850000000000","18543.69401918867000000000000","1459730"
"BID","2019-02-25","18816.39540182379750000000000","18543.69401918867000000000000","18816.39540182379750000000000","18380.07318960759350000000000","1687500"
"BID","2019-02-26","18380.07318960759350000000000","18325.53291308056800000000000","18543.69401918867000000000000","18270.99263655354250000000000","1409740"
"BID","2019-02-27","18325.53291308056800000000000","18325.53291308056800000000000","18516.42388092515725000000000","18270.99263655354250000000000","749060"
"BID","2019-02-28","18325.53291308056800000000000","17725.58987128328750000000000","18407.34332787110625000000000","17725.58987128328750000000000","1793480"
"BID","2019-03-01","17780.13014781031300000000000","17916.48083912787675000000000","18052.83153044544050000000000","17780.13014781031300000000000","1153130"
"BID","2019-03-04","18052.83153044544050000000000","18325.53291308056800000000000","18407.34332787110625000000000","17998.29125391841500000000000","918340"
"BID","2019-03-05","18107.37180697246600000000000","18870.93567835082300000000000","19252.71761404000150000000000","18107.37180697246600000000000","4215640"
"BID","2019-03-06","18870.93567835082300000000000","18952.74609314136125000000000","19034.55650793189950000000000","18761.85512529677200000000000","1601660"
"BID","2019-03-07","19089.09678445892500000000000","19034.55650793189950000000000","19225.44747577648875000000000","18925.47595487784850000000000","1702650"
"BID","2019-03-08","18789.12526356028475000000000","18543.69401918867000000000000","18925.47595487784850000000000","18489.15374266164450000000000","1808960"
"BID","2019-03-11","18598.23429571569550000000000","18352.80305134408075000000000","18598.23429571569550000000000","18243.72249829002975000000000","1137250"
"BID","2019-03-12","18598.23429571569550000000000","19361.79816709405250000000000","19361.79816709405250000000000","18434.61346613461900000000000","1690500"
"BID","2019-03-13","19252.71761404000150000000000","19416.33844362107800000000000","19607.22941146566725000000000","19198.17733751297600000000000","2860920"
"BID","2019-03-14","19416.33844362107800000000000","19743.58010278323100000000000","20016.28148541835850000000000","19198.17733751297600000000000","2651040"
"BID","2019-03-15","19743.58010278323100000000000","20288.98286805348600000000000","20452.60369763456250000000000","19579.95927320215450000000000","3180240"
"BID","2019-03-18","20288.98286805348600000000000","20343.52314458051150000000000","20507.14397416158800000000000","20125.36203847240950000000000","2925810"
"BID","2019-03-19","20261.71272978997325000000000","19961.74120889133300000000000","20343.52314458051150000000000","19907.20093236430750000000000","2819110"
"BID","2019-03-20","19716.30996451971825000000000","19689.03982625620550000000000","19907.20093236430750000000000","19361.79816709405250000000000","2700620"
"BID","2019-03-21","19770.85024104674375000000000","18980.01623140487400000000000","19989.01134715484575000000000","18980.01623140487400000000000","2239650"
"BID","2019-03-22","19307.25789056702700000000000","19143.63706098595050000000000","19470.87872014810350000000000","18980.01623140487400000000000","1877120"
"BID","2019-03-25","18598.23429571569550000000000","18816.39540182379750000000000","19089.09678445892500000000000","18270.99263655354250000000000","2092900"
"BID","2019-03-26","19034.55650793189950000000000","18707.31484876974650000000000","19143.63706098595050000000000","18652.77457224272100000000000","1042090"
"BID","2019-03-27","19007.28636966838675000000000","19034.55650793189950000000000","19143.63706098595050000000000","18707.31484876974650000000000","1236550"
"BID","2019-03-28","18789.12526356028475000000000","19416.33844362107800000000000","19552.68913493864175000000000","18789.12526356028475000000000","2196570"
"BID","2019-03-29","19416.33844362107800000000000","19525.41899667512900000000000","19634.49954972918000000000000","19416.33844362107800000000000","1654790"
"BID","2019-04-01","19525.41899667512900000000000","19361.79816709405250000000000","19798.12037931025650000000000","19252.71761404000150000000000","909820"
"BID","2019-04-02","19634.49954972918000000000000","18980.01623140487400000000000","19634.49954972918000000000000","18980.01623140487400000000000","1453530"
"BID","2019-04-03","18980.01623140487400000000000","19470.87872014810350000000000","19689.03982625620550000000000","18789.12526356028475000000000","1895710"
"BID","2019-04-04","19634.49954972918000000000000","19252.71761404000150000000000","19634.49954972918000000000000","19170.90719924946325000000000","1058540"
"BID","2019-04-05","19252.71761404000150000000000","19116.36692272243775000000000","19470.87872014810350000000000","18980.01623140487400000000000","737650"
"BID","2019-04-08","18980.01623140487400000000000","19361.79816709405250000000000","19389.06830535756525000000000","18980.01623140487400000000000","1042660"
"BID","2019-04-09","19361.79816709405250000000000","19498.14885841161625000000000","19743.58010278323100000000000","19361.79816709405250000000000","2081540"
"BID","2019-04-10","19498.14885841161625000000000","19198.17733751297600000000000","19525.41899667512900000000000","19198.17733751297600000000000","522520"
"BID","2019-04-11","19252.71761404000150000000000","19170.90719924946325000000000","19361.79816709405250000000000","19061.82664619541225000000000","643960"
"BID","2019-04-12","19143.63706098595050000000000","18952.74609314136125000000000","19198.17733751297600000000000","18925.47595487784850000000000","894410"
"BID","2019-04-16","18870.93567835082300000000000","19361.79816709405250000000000","19416.33844362107800000000000","18652.77457224272100000000000","1404520"
"BID","2019-04-17","19361.79816709405250000000000","18980.01623140487400000000000","19361.79816709405250000000000","18980.01623140487400000000000","852450"
"BID","2019-04-18","18980.01623140487400000000000","18980.01623140487400000000000","19307.25789056702700000000000","18898.20581661433575000000000","1016060"
"BID","2019-04-19","18980.01623140487400000000000","19007.28636966838675000000000","19198.17733751297600000000000","18925.47595487784850000000000","293870"
"BID","2019-04-22","19007.28636966838675000000000","18652.77457224272100000000000","19007.28636966838675000000000","18516.42388092515725000000000","687460"
"BID","2019-04-23","18870.93567835082300000000000","18652.77457224272100000000000","18870.93567835082300000000000","18516.42388092515725000000000","1005740"
"BID","2019-04-24","18816.39540182379750000000000","18870.93567835082300000000000","18980.01623140487400000000000","18707.31484876974650000000000","538100"
"BID","2019-04-25","18870.93567835082300000000000","18816.39540182379750000000000","19089.09678445892500000000000","18816.39540182379750000000000","464620"
"BID","2019-04-26","18816.39540182379750000000000","18980.01623140487400000000000","19034.55650793189950000000000","18816.39540182379750000000000","484200"
"BID","2019-05-02","19089.09678445892500000000000","18816.39540182379750000000000","19089.09678445892500000000000","18816.39540182379750000000000","483460"
"BID","2019-05-03","18816.39540182379750000000000","18652.77457224272100000000000","18980.01623140487400000000000","18652.77457224272100000000000","555330"
"BID","2019-05-06","18352.80305134408075000000000","18052.83153044544050000000000","18489.15374266164450000000000","17998.29125391841500000000000","1220260"
"BID","2019-05-07","18161.91208349949150000000000","18052.83153044544050000000000","18489.15374266164450000000000","17943.75097739138950000000000","949150"
"BID","2019-05-08","17834.67042433733850000000000","17643.77945649274925000000000","17998.29125391841500000000000","17643.77945649274925000000000","1127910"
"BID","2019-05-09","17807.40028607382575000000000","16962.02599990493050000000000","17889.21070086436400000000000","16907.48572337790500000000000","1937960"
"BID","2019-05-10","17180.18710601303250000000000","17452.88848864816000000000000","17561.96904170221100000000000","17125.64682948600700000000000","1098030"
"BID","2019-05-13","17452.88848864816000000000000","17834.67042433733850000000000","17889.21070086436400000000000","17452.88848864816000000000000","778440"
"BID","2019-05-14","17698.31973301977475000000000","17671.04959475626200000000000","17780.13014781031300000000000","17452.88848864816000000000000","1091640"
"BID","2019-05-15","17780.13014781031300000000000","17943.75097739138950000000000","18052.83153044544050000000000","17616.50931822923650000000000","1460060"
"BID","2019-05-16","17971.02111565490225000000000","17780.13014781031300000000000","17998.29125391841500000000000","17698.31973301977475000000000","776200"
"BID","2019-05-17","17834.67042433733850000000000","17534.69890343869825000000000","17834.67042433733850000000000","17452.88848864816000000000000","938600"
"BID","2019-05-20","17507.42876517518550000000000","17834.67042433733850000000000","17943.75097739138950000000000","17507.42876517518550000000000","960860"
"BID","2019-05-21","17834.67042433733850000000000","18025.56139218192775000000000","18134.64194523597875000000000","17780.13014781031300000000000","1716340"
"BID","2019-05-22","18107.37180697246600000000000","18107.37180697246600000000000","18325.53291308056800000000000","18025.56139218192775000000000","1262730"
"BID","2019-05-23","17998.29125391841500000000000","18216.45236002651700000000000","18216.45236002651700000000000","17780.13014781031300000000000","795270"
"BID","2019-05-24","18052.83153044544050000000000","17725.58987128328750000000000","18134.64194523597875000000000","17725.58987128328750000000000","1510920"
"BID","2019-05-27","17725.58987128328750000000000","17780.13014781031300000000000","17834.67042433733850000000000","17671.04959475626200000000000","526030"
"BID","2019-05-28","17725.58987128328750000000000","17616.50931822923650000000000","17889.21070086436400000000000","17534.69890343869825000000000","881610"
"BID","2019-05-29","17616.50931822923650000000000","17452.88848864816000000000000","17698.31973301977475000000000","17425.61835038464725000000000","896960"
"BID","2019-05-30","17561.96904170221100000000000","17343.80793559410900000000000","17616.50931822923650000000000","17343.80793559410900000000000","671830"
"BID","2019-05-31","17261.99752080357075000000000","17180.18710601303250000000000","17398.34821212113450000000000","17152.91696774951975000000000","914150"
"BID","2019-06-03","17125.64682948600700000000000","16689.32461726980300000000000","17180.18710601303250000000000","16689.32461726980300000000000","1299050"
"BID","2019-06-04","16689.32461726980300000000000","17452.88848864816000000000000","17452.88848864816000000000000","16662.05447900629025000000000","867040"
"BID","2019-06-05","17452.88848864816000000000000","17125.64682948600700000000000","17561.96904170221100000000000","17125.64682948600700000000000","482730"
"BID","2019-06-06","17125.64682948600700000000000","17071.10655295898150000000000","17289.26765906708350000000000","16852.94544685087950000000000","329600"
"BID","2019-06-07","17071.10655295898150000000000","17289.26765906708350000000000","17289.26765906708350000000000","17071.10655295898150000000000","459310"
"BID","2019-06-10","17343.80793559410900000000000","17289.26765906708350000000000","17507.42876517518550000000000","17289.26765906708350000000000","471530"
"BID","2019-06-11","17343.80793559410900000000000","17398.34821212113450000000000","17452.88848864816000000000000","17234.72738254005800000000000","584390"
"BID","2019-06-12","17289.26765906708350000000000","17180.18710601303250000000000","17398.34821212113450000000000","17152.91696774951975000000000","351310"
"BID","2019-06-13","17125.64682948600700000000000","17180.18710601303250000000000","17316.53779733059625000000000","17125.64682948600700000000000","289140"
"BID","2019-06-14","17289.26765906708350000000000","17534.69890343869825000000000","17589.23917996572375000000000","17180.18710601303250000000000","1589620"
"BID","2019-06-17","17561.96904170221100000000000","17507.42876517518550000000000","17752.86000954680025000000000","17425.61835038464725000000000","693710"
"BID","2019-06-18","17398.34821212113450000000000","17452.88848864816000000000000","17507.42876517518550000000000","17289.26765906708350000000000","273680"
"BID","2019-06-19","17452.88848864816000000000000","17452.88848864816000000000000","17671.04959475626200000000000","17425.61835038464725000000000","461820"
"BID","2019-06-20","17452.88848864816000000000000","17807.40028607382575000000000","17834.67042433733850000000000","17398.34821212113450000000000","1142380"
"BID","2019-06-21","17834.67042433733850000000000","17725.58987128328750000000000","17971.02111565490225000000000","17698.31973301977475000000000","501660"
"BID","2019-06-24","17807.40028607382575000000000","17780.13014781031300000000000","17998.29125391841500000000000","17671.04959475626200000000000","750120"
"BID","2019-06-25","17780.13014781031300000000000","17507.42876517518550000000000","17834.67042433733850000000000","17507.42876517518550000000000","734450"
"BID","2019-06-26","17452.88848864816000000000000","17725.58987128328750000000000","17752.86000954680025000000000","17398.34821212113450000000000","1052510"
"BID","2019-06-27","17698.31973301977475000000000","17452.88848864816000000000000","17698.31973301977475000000000","17452.88848864816000000000000","664820"
"BID","2019-06-28","17452.88848864816000000000000","17289.26765906708350000000000","17561.96904170221100000000000","17125.64682948600700000000000","653190"
"BID","2019-07-01","17561.96904170221100000000000","17643.77945649274925000000000","17725.58987128328750000000000","17507.42876517518550000000000","550440"
"BID","2019-07-02","17507.42876517518550000000000","17480.15862691167275000000000","17671.04959475626200000000000","17480.15862691167275000000000","454740"
"BID","2019-07-03","17452.88848864816000000000000","17507.42876517518550000000000","17671.04959475626200000000000","17452.88848864816000000000000","409880"
"BID","2019-07-04","17671.04959475626200000000000","17889.21070086436400000000000","17916.48083912787675000000000","17561.96904170221100000000000","1147150"
"BID","2019-07-05","17807.40028607382575000000000","17889.21070086436400000000000","18107.37180697246600000000000","17780.13014781031300000000000","1204780"
"BID","2019-07-08","17943.75097739138950000000000","17752.86000954680025000000000","17943.75097739138950000000000","17671.04959475626200000000000","564180"
"BID","2019-07-09","17671.04959475626200000000000","17780.13014781031300000000000","17834.67042433733850000000000","17671.04959475626200000000000","403680"
"BID","2019-07-10","17780.13014781031300000000000","17671.04959475626200000000000","17916.48083912787675000000000","17671.04959475626200000000000","699090"
"BID","2019-07-11","17780.13014781031300000000000","18243.72249829002975000000000","18270.99263655354250000000000","17671.04959475626200000000000","2461040"
"BID","2019-07-12","18270.99263655354250000000000","18216.45236002651700000000000","18434.61346613461900000000000","18161.91208349949150000000000","1417000"
