"stockcode","tradingdate","openindex","closeindex","lowestindex","highestindex","totalvol"
"VN30","2017-05-03","681.70","684.24","680.95","684.99","34064380.00"
"VN30","2017-05-04","684.80","686.29","683.44","688.75","72084620.00"
"VN30","2017-05-05","684.95","684.17","684.09","687.41","57666344.00"
"VN30","2017-05-08","683.15","681.11","681.06","684.17","72766965.00"
"VN30","2017-05-09","680.42","688.08","680.34","688.08","82028620.00"
"VN30","2017-05-10","689.07","690.53","689.07","695.66","64751520.00"
"VN30","2017-05-11","692.13","691.02","689.69","693.19","80984890.00"
"VN30","2017-05-12","691.46","690.84","690.29","693.85","53644285.00"
"VN30","2017-05-15","691.33","695.22","691.33","696.86","61190810.00"
"VN30","2017-05-16","695.86","692.91","692.91","698.67","77798890.00"
"VN30","2017-05-17","692.95","696.37","691.06","697.47","48557300.00"
"VN30","2017-05-18","693.93","695.30","693.92","701.28","65265946.00"
"VN30","2017-05-19","696.66","702.03","695.53","702.03","61716370.00"
"VN30","2017-05-22","707.27","710.86","706.84","715.28","96339780.00"
"VN30","2017-05-23","711.96","708.62","708.11","713.70","65612212.00"
"VN30","2017-05-24","710.81","718.28","710.27","719.59","81723210.00"
"VN30","2017-05-25","718.42","716.40","715.78","722.06","72834895.00"
"VN30","2017-05-26","716.24","718.87","716.07","719.36","54939635.00"
"VN30","2017-05-29","723.27","722.26","721.92","725.20","71976210.00"
"VN30","2017-05-30","722.82","711.48","711.48","723.54","77080410.00"
"VN30","2017-05-31","712.02","713.43","709.73","719.32","74944720.00"
"VN30","2017-06-01","713.63","719.76","713.63","719.76","46914190.00"
"VN30","2017-06-02","720.39","718.33","715.70","720.75","46609735.00"
"VN30","2017-06-05","719.05","721.74","719.05","724.35","100566031.00"
"VN30","2017-06-06","722.59","732.69","722.59","732.69","72367040.00"
"VN30","2017-06-07","736.17","737.18","734.95","739.51","71098340.00"
"VN30","2017-06-08","737.75","737.52","734.03","740.25","76643851.00"
"VN30","2017-06-09","738.47","740.20","738.47","743.90","57558985.00"
"VN30","2017-06-12","740.65","736.86","735.26","742.00","51307620.00"
"VN30","2017-06-13","737.03","741.39","734.53","741.39","71036088.00"
"VN30","2017-06-14","744.42","745.53","743.67","748.04","81100480.00"
"VN30","2017-06-15","746.87","746.59","744.58","750.71","72414940.00"
"VN30","2017-06-16","751.50","750.07","748.08","751.50","101900600.00"
"VN30","2017-06-19","754.03","757.50","753.36","757.50","71437510.00"
"VN30","2017-06-20","759.73","759.67","756.77","761.04","73819836.00"
"VN30","2017-06-21","758.49","759.84","749.47","759.84","96626750.00"
"VN30","2017-06-22","759.65","757.94","757.13","761.62","75886230.00"
"VN30","2017-06-23","757.44","758.24","752.69","758.98","77588340.00"
"VN30","2017-06-26","759.90","760.80","757.98","762.27","56880670.00"
"VN30","2017-06-27","761.96","755.07","754.23","761.96","71710620.00"
"VN30","2017-06-28","754.16","757.10","751.20","757.10","55477750.00"
"VN30","2017-06-29","759.13","761.21","758.94","763.14","54179800.00"
"VN30","2017-06-30","763.63","765.41","763.00","766.29","72270856.00"
"VN30","2017-07-03","765.52","765.80","765.52","770.56","69746950.00"
"VN30","2017-07-04","765.88","763.92","760.90","767.28","82944580.00"
"VN30","2017-07-05","764.91","765.87","761.28","765.87","52664140.00"
"VN30","2017-07-06","768.80","770.58","768.37","771.13","67410770.00"
"VN30","2017-07-07","771.89","761.61","761.61","771.98","83673170.00"
"VN30","2017-07-10","761.69","750.79","748.06","761.69","68295435.00"
"VN30","2017-07-11","750.40","752.75","743.13","753.20","66593330.00"
"VN30","2017-07-12","756.08","757.57","752.27","758.72","52806280.00"
"VN30","2017-07-13","759.80","761.36","755.81","761.36","51383180.00"
"VN30","2017-07-14","762.77","759.97","759.01","764.53","49885800.00"
"VN30","2017-07-17","758.53","745.59","741.66","758.74","83823370.00"
"VN30","2017-07-18","739.25","741.32","733.60","743.00","72732450.00"
"VN30","2017-07-19","745.44","737.77","737.77","745.73","61791560.00"
"VN30","2017-07-20","735.45","736.64","732.08","736.64","51008480.00"
"VN30","2017-07-21","737.37","728.47","728.47","739.48","47178617.00"
"VN30","2017-07-24","727.57","729.54","723.45","730.86","36933938.00"
"VN30","2017-07-25","727.79","737.93","727.79","737.93","40084624.00"
"VN30","2017-07-26","739.68","745.79","736.34","745.84","48498496.00"
"VN30","2017-07-27","744.50","743.70","741.96","747.08","36267820.00"
"VN30","2017-07-28","742.77","749.86","742.20","749.86","54910350.00"
"VN30","2017-07-31","748.88","756.24","747.61","756.24","71988890.00"
"VN30","2017-08-01","755.50","758.36","754.64","758.81","55288900.00"
"VN30","2017-08-02","753.85","756.04","750.75","759.52","63106700.00"
"VN30","2017-08-03","755.70","757.88","755.70","761.17","64675565.00"
"VN30","2017-08-04","757.79","761.44","757.79","761.44","50765038.00"
"VN30","2017-08-07","762.13","763.08","761.20","766.12","47426510.00"
"VN30","2017-08-08","764.70","758.42","757.47","764.70","49415730.00"
"VN30","2017-08-09","755.32","741.36","741.36","755.32","73871844.00"
"VN30","2017-08-10","737.72","743.42","737.72","745.34","42161540.00"
"VN30","2017-08-11","742.18","744.99","739.30","746.42","49086040.00"
"VN30","2017-08-14","744.72","751.39","744.45","751.39","43542992.00"
"VN30","2017-08-15","752.13","746.07","744.93","752.25","37240170.00"
"VN30","2017-08-16","746.07","749.37","741.57","749.37","46529548.00"
"VN30","2017-08-17","749.35","743.20","743.20","750.58","49411647.00"
"VN30","2017-08-18","739.31","744.30","738.33","745.91","36151825.00"
"VN30","2017-08-21","744.23","743.66","741.68","744.96","32651580.00"
"VN30","2017-08-22","743.86","738.20","736.88","743.86","33121000.00"
"VN30","2017-08-23","739.46","743.10","736.71","743.10","29879400.00"
"VN30","2017-08-24","743.23","747.72","742.34","749.82","36778910.00"
"VN30","2017-08-25","746.87","751.14","746.87","751.14","35046040.00"
"VN30","2017-08-28","751.59","758.02","749.20","758.02","52888505.00"
"VN30","2017-08-29","757.84","754.59","754.59","758.76","47014640.00"
"VN30","2017-08-30","756.49","764.57","755.32","764.57","36302490.00"
"VN30","2017-08-31","765.47","770.08","764.22","772.91","55318580.00"
"VN30","2017-09-01","770.97","774.06","770.39","774.76","38755420.00"
"VN30","2017-09-05","775.28","777.02","771.68","778.71","39811180.00"
"VN30","2017-09-06","776.87","776.97","772.63","777.99","40692560.00"
"VN30","2017-09-07","777.16","779.20","776.00","780.54","43800790.00"
"VN30","2017-09-08","780.62","784.74","780.18","786.85","38650890.00"
"VN30","2017-09-11","785.06","779.58","779.58","789.53","42957350.00"
"VN30","2017-09-12","777.55","782.54","775.81","783.58","44574497.00"
"VN30","2017-09-13","785.46","786.43","783.56","786.96","41147820.00"
"VN30","2017-09-14","786.82","789.41","786.82","793.16","50018990.00"
"VN30","2017-09-15","786.22","789.49","784.49","789.88","55159133.00"
"VN30","2017-09-18","792.16","793.70","789.83","795.32","47041020.00"
"VN30","2017-09-19","794.15","792.68","792.68","797.54","47163353.00"
"VN30","2017-09-20","793.93","790.48","789.43","793.98","37534090.00"
"VN30","2017-09-21","790.46","786.41","786.00","791.00","40684150.00"
"VN30","2017-09-22","786.51","789.70","785.99","791.65","41383824.00"
"VN30","2017-09-25","789.81","789.89","785.69","791.16","39702290.00"
"VN30","2017-09-26","791.03","791.05","785.24","791.05","52522540.00"
"VN30","2017-09-27","788.02","788.31","787.61","791.43","39535620.00"
"VN30","2017-09-28","788.15","790.75","788.15","795.95","64702439.00"
"VN30","2017-09-29","791.40","792.72","791.40","797.26","41792428.00"
"VN30","2017-10-02","793.64","790.70","790.37","796.03","40122249.00"
"VN30","2017-10-03","791.71","787.02","785.10","793.19","42148370.00"
"VN30","2017-10-04","786.17","795.76","786.12","795.76","33182630.00"
"VN30","2017-10-05","797.41","797.42","796.71","801.36","55222660.00"
"VN30","2017-10-06","797.82","800.42","796.23","800.73","39451130.00"
"VN30","2017-10-09","802.89","801.49","798.96","803.23","42859900.00"
"VN30","2017-10-10","800.23","805.30","798.63","805.30","41993820.00"
"VN30","2017-10-11","804.84","806.83","804.48","810.12","57085952.00"
"VN30","2017-10-12","807.63","809.60","806.65","813.21","46041720.00"
"VN30","2017-10-13","807.90","815.47","807.45","815.47","38306070.00"
"VN30","2017-10-16","815.27","811.85","811.39","817.72","49223495.00"
"VN30","2017-10-17","811.73","818.48","811.24","818.48","53015730.00"
"VN30","2017-10-18","819.36","816.84","815.06","821.29","65566265.00"
"VN30","2017-10-19","817.62","817.39","815.29","821.08","54302416.00"
"VN30","2017-10-20","816.99","813.99","813.38","821.54","61592236.00"
"VN30","2017-10-23","811.49","809.36","806.58","813.23","54567200.00"
"VN30","2017-10-24","807.60","815.24","804.43","815.24","64260560.00"
"VN30","2017-10-25","816.05","821.45","812.98","821.61","62323245.00"
"VN30","2017-10-26","820.01","822.53","815.16","825.90","48028979.00"
"VN30","2017-10-27","823.16","834.91","820.16","834.91","42785489.00"
"VN30","2017-10-30","835.33","837.52","835.33","841.32","66275970.00"
"VN30","2017-10-31","836.65","831.62","829.72","839.79","52491370.00"
"VN30","2017-11-01","832.10","835.38","831.63","835.44","58160353.00"
"VN30","2017-11-02","835.36","827.66","826.71","843.34","56179880.00"
"VN30","2017-11-03","828.44","840.04","826.59","840.04","60825770.00"
"VN30","2017-11-06","842.91","844.73","839.88","845.67","60286564.00"
"VN30","2017-11-07","846.17","846.03","842.67","850.69","54871660.00"
"VN30","2017-11-08","849.56","853.57","848.23","856.47","76966940.00"
"VN30","2017-11-09","857.26","853.05","852.06","858.93","60552320.00"
"VN30","2017-11-10","850.25","858.55","850.10","861.36","75226165.00"
"VN30","2017-11-13","861.00","868.11","861.00","868.58","113370755.00"
"VN30","2017-11-14","868.59","871.08","861.96","873.74","89955002.00"
"VN30","2017-11-15","870.85","877.58","868.75","880.72","70792443.00"
"VN30","2017-11-16","875.20","890.01","875.20","890.01","87076599.00"
"VN30","2017-11-17","890.49","887.41","882.81","897.39","64774085.00"
"VN30","2017-11-20","886.49","899.31","883.70","899.31","63405026.00"
"VN30","2017-11-21","902.76","910.54","902.76","923.57","85063390.00"
"VN30","2017-11-22","912.46","922.18","909.95","922.18","84234319.00"
"VN30","2017-11-23","926.83","922.92","916.61","933.45","76674340.00"
"VN30","2017-11-24","920.32","926.21","914.95","928.41","74620608.00"
"VN30","2017-11-27","923.80","930.90","923.00","939.36","69440549.00"
"VN30","2017-11-28","931.21","935.74","926.12","935.97","72454961.00"
"VN30","2017-11-29","938.18","946.55","934.64","946.55","74500240.00"
"VN30","2017-11-30","951.06","943.05","943.05","955.17","80723110.00"
"VN30","2017-12-01","943.08","952.46","943.08","953.22","56794710.00"
"VN30","2017-12-04","954.31","966.44","954.31","968.53","87100940.00"
"VN30","2017-12-05","968.58","944.07","944.07","970.35","89821400.00"
"VN30","2017-12-06","940.82","939.06","919.99","941.32","85471540.00"
"VN30","2017-12-07","942.07","928.74","923.23","945.52","54304335.00"
"VN30","2017-12-08","928.32","930.25","920.97","935.51","57160920.00"
"VN30","2017-12-11","928.39","908.29","908.29","928.39","54903330.00"
"VN30","2017-12-12","919.04","914.82","883.52","922.24","82584910.00"
"VN30","2017-12-13","919.58","913.33","911.01","920.38","56744834.00"
"VN30","2017-12-14","913.30","928.21","913.30","928.21","42145580.00"
"VN30","2017-12-15","925.65","926.70","925.20","933.09","65584840.00"
"VN30","2017-12-18","937.81","950.81","937.64","950.81","57612089.00"
"VN30","2017-12-19","955.99","947.62","947.24","959.33","59817234.00"
"VN30","2017-12-20","947.51","948.78","942.07","954.96","58636489.00"
"VN30","2017-12-21","944.90","936.53","936.53","953.26","56513640.00"
"VN30","2017-12-22","939.48","945.88","937.75","946.01","71258159.00"
"VN30","2017-12-25","947.06","949.28","944.77","950.64","42192577.00"
"VN30","2017-12-26","951.27","955.73","948.68","955.81","65423861.00"
"VN30","2017-12-27","957.76","958.02","955.14","962.33","81061154.00"
"VN30","2017-12-28","960.38","966.91","957.19","968.40","59508766.00"
"VN30","2017-12-29","968.28","975.52","967.20","980.47","78235322.00"
"VN30","2018-01-02","977.20","992.72","975.49","992.72","80769723.00"
"VN30","2018-01-03","996.23","1004.66","995.74","1011.84","90641315.00"
"VN30","2018-01-04","1007.60","1014.15","1006.96","1014.17","96945750.00"
"VN30","2018-01-05","1014.42","1007.73","1005.10","1014.42","91063856.00"
"VN30","2018-01-08","1006.25","1023.50","1000.29","1023.50","113036370.00"
"VN30","2018-01-09","1028.05","1039.64","1019.52","1040.58","127836250.00"
"VN30","2018-01-10","1040.61","1039.70","1033.54","1047.59","151724530.00"
"VN30","2018-01-11","1039.70","1047.20","1031.43","1050.23","99856550.00"
"VN30","2018-01-12","1050.08","1049.86","1044.85","1058.20","130914470.00"
"VN30","2018-01-15","1050.35","1063.11","1042.64","1063.11","112280230.00"
"VN30","2018-01-16","1056.95","1061.78","1047.90","1063.46","121773899.00"
"VN30","2018-01-17","1060.36","1030.00","1030.00","1061.49","118460910.00"
"VN30","2018-01-18","1028.39","1048.56","1013.11","1048.56","112401765.00"
"VN30","2018-01-19","1050.01","1053.47","1046.92","1062.13","119659150.00"
"VN30","2018-01-22","1059.20","1082.71","1059.19","1084.09","93620190.00"
"VN30","2018-01-25","1093.49","1095.52","1088.69","1109.98","188729608.00"
"VN30","2018-01-26","1096.09","1104.42","1088.00","1112.59","99329760.00"
"VN30","2018-01-29","1108.98","1096.78","1095.75","1118.08","113269603.00"
"VN30","2018-01-30","1087.57","1099.16","1078.98","1099.16","109844690.00"
"VN30","2018-01-31","1097.38","1095.90","1094.77","1113.37","109605210.00"
"VN30","2018-02-01","1098.30","1086.90","1076.09","1098.30","93377637.00"
"VN30","2018-02-02","1087.24","1090.40","1075.65","1090.40","71954146.00"
"VN30","2018-02-05","1081.70","1035.02","1035.02","1081.70","98880450.00"
"VN30","2018-02-06","1013.70","1007.72","969.01","1015.56","152314921.00"
"VN30","2018-02-07","1034.76","1030.91","1025.30","1040.23","74667600.00"
"VN30","2018-02-08","1024.13","1013.56","1013.56","1031.98","50850123.00"
"VN30","2018-02-09","983.60","996.77","966.78","996.77","67179660.00"
"VN30","2018-02-12","1001.70","1034.76","1001.70","1034.76","60024580.00"
"VN30","2018-02-13","1043.44","1054.09","1043.44","1055.86","57865140.00"
"VN30","2018-02-21","1064.55","1075.47","1063.73","1081.82","80659866.00"
"VN30","2018-02-22","1068.84","1064.28","1063.46","1078.48","91287650.00"
"VN30","2018-02-23","1073.56","1089.96","1068.75","1089.96","87886563.00"
"VN30","2018-02-26","1101.66","1099.71","1099.71","1113.01","100634850.00"
"VN30","2018-02-27","1108.87","1106.09","1094.17","1110.11","81120980.00"
"VN30","2018-02-28","1096.30","1108.23","1095.98","1113.59","107207260.00"
"VN30","2018-03-01","1106.03","1105.84","1098.51","1116.79","101808940.00"
"VN30","2018-03-02","1095.31","1106.92","1092.18","1109.51","78014690.00"
"VN30","2018-03-05","1113.71","1080.83","1080.83","1116.80","114822320.00"
"VN30","2018-03-06","1091.98","1103.31","1075.78","1103.31","78348153.00"
"VN30","2018-03-07","1102.85","1092.17","1084.53","1106.89","81045500.00"
"VN30","2018-03-08","1092.29","1105.03","1091.70","1109.29","49865100.00"
"VN30","2018-03-09","1107.83","1106.54","1102.07","1117.90","68902090.00"
"VN30","2018-03-12","1106.54","1106.97","1104.85","1116.38","80692625.00"
"VN30","2018-03-13","1106.97","1111.38","1098.58","1112.98","81516280.00"
"VN30","2018-03-14","1111.58","1115.00","1111.58","1121.74","89246020.00"
"VN30","2018-03-15","1114.89","1110.26","1105.26","1114.90","75727400.00"
"VN30","2018-03-16","1112.44","1112.93","1109.85","1118.36","112875080.00"
"VN30","2018-03-19","1117.13","1130.26","1117.13","1134.75","75283230.00"
"VN30","2018-03-20","1130.09","1134.19","1126.00","1139.23","73158990.00"
"VN30","2018-03-21","1134.79","1147.26","1134.79","1148.64","82803140.00"
"VN30","2018-03-22","1147.90","1144.58","1144.44","1159.37","75389184.00"
"VN30","2018-03-23","1144.18","1128.93","1113.70","1144.18","110407547.00"
"VN30","2018-03-26","1129.05","1146.73","1123.90","1151.32","78079962.00"
"VN30","2018-03-27","1146.86","1150.30","1146.86","1162.35","71954530.00"
"VN30","2018-03-28","1150.33","1151.09","1144.71","1158.75","60033155.00"
"VN30","2018-03-29","1151.65","1144.74","1141.65","1155.65","60671042.00"
"VN30","2018-03-30","1144.74","1153.08","1136.20","1154.59","59183150.00"
"VN30","2018-04-02","1153.11","1171.21","1153.11","1174.13","76272290.00"
"VN30","2018-04-03","1171.89","1160.97","1156.91","1173.18","84653045.00"
"VN30","2018-04-04","1161.24","1165.75","1161.24","1176.22","82360001.00"
"VN30","2018-04-05","1165.75","1169.12","1163.76","1175.64","70585920.00"
"VN30","2018-04-06","1169.12","1174.37","1170.11","1180.60","78477840.00"
"VN30","2018-04-09","1174.02","1177.68","1169.56","1181.58","87631004.00"
"VN30","2018-04-10","1177.68","1168.06","1161.71","1185.06","93783208.00"
"VN30","2018-04-11","1168.41","1137.20","1137.20","1172.44","105603961.00"
"VN30","2018-04-12","1136.76","1143.50","1121.47","1143.50","67367390.00"
"VN30","2018-04-13","1146.67","1134.21","1131.61","1153.95","83939240.00"
"VN30","2018-04-16","1133.00","1128.03","1122.26","1136.80","75375681.00"
"VN30","2018-04-17","1128.11","1130.32","1119.70","1136.17","57922200.00"
"VN30","2018-04-18","1131.56","1115.70","1115.18","1136.98","50727775.00"
"VN30","2018-04-19","1114.98","1066.09","1066.09","1115.00","80745853.00"
"VN30","2018-04-20","1066.33","1089.45","1047.71","1089.62","113030518.00"
"VN30","2018-04-23","1091.18","1055.37","1055.37","1098.58","75426619.00"
"VN30","2018-04-24","1055.24","1053.99","1027.74","1060.92","70634440.00"
"VN30","2018-04-26","1055.95","1018.97","1011.51","1057.20","86283515.00"
"VN30","2018-04-27","1018.06","1027.97","1007.39","1029.36","71146860.00"
"VN30","2018-05-02","1029.76","1012.84","1009.98","1033.20","68947860.00"
"VN30","2018-05-03","1011.83","1010.35","989.00","1012.12","91654760.00"
"VN30","2018-05-04","1012.44","1010.89","1006.99","1023.16","61735111.00"
"VN30","2018-05-07","1010.99","1048.03","1010.99","1048.03","65364660.00"
"VN30","2018-05-08","1047.88","1047.83","1042.59","1059.68","76278705.00"
"VN30","2018-05-09","1047.83","1046.39","1037.10","1058.09","59641244.00"
"VN30","2018-05-10","1046.90","1019.69","1009.79","1047.50","73418092.00"
"VN30","2018-05-11","1019.69","1030.79","1003.47","1031.77","62191228.00"
"VN30","2018-05-14","1031.18","1051.45","1029.92","1051.45","48249030.00"
"VN30","2018-05-15","1055.82","1055.49","1052.16","1067.61","53736189.00"
"VN30","2018-05-16","1055.31","1034.30","1031.33","1055.31","46169980.00"
"VN30","2018-05-17","1034.20","1007.09","1007.09","1035.45","55498350.00"
"VN30","2018-05-18","1007.05","1022.21","989.20","1023.23","57991500.00"
"VN30","2018-05-21","1023.28","997.21","997.21","1027.85","48603160.00"
"VN30","2018-05-22","996.19","958.95","947.70","996.19","76253270.00"
"VN30","2018-05-23","957.72","968.54","945.01","973.07","89251050.00"
"VN30","2018-05-24","968.93","960.55","951.17","974.17","56443699.00"
"VN30","2018-05-25","958.74","936.32","936.32","960.57","59061297.00"
"VN30","2018-05-28","932.00","898.00","894.31","932.00","84476050.00"
"VN30","2018-05-29","897.13","924.90","881.91","932.82","70930520.00"
"VN30","2018-05-30","924.90","918.64","902.00","925.18","60657082.00"
"VN30","2018-05-31","917.94","947.31","914.57","950.49","79032460.00"
"VN30","2018-06-01","949.13","969.15","948.69","970.81","82276440.00"
"VN30","2018-06-04","970.81","996.67","970.81","997.00","65618230.00"
"VN30","2018-06-05","996.67","1007.32","996.15","1008.83","91469171.00"
"VN30","2018-06-06","1007.51","1022.72","995.29","1023.38","68128057.00"
"VN30","2018-06-07","1023.95","1026.75","1020.77","1034.72","69554720.00"
"VN30","2018-06-08","1026.76","1025.87","1017.90","1028.42","55016853.00"
"VN30","2018-06-11","1025.71","1024.85","1016.22","1034.85","74450117.00"
"VN30","2018-06-12","1021.02","1008.76","989.53","1021.02","87641240.00"
"VN30","2018-06-13","1008.32","1018.59","1005.58","1019.32","40690990.00"
"VN30","2018-06-14","1018.07","1004.31","1004.31","1022.95","53686420.00"
"VN30","2018-06-15","1004.14","1005.04","994.38","1005.71","61140930.00"
"VN30","2018-06-18","1004.97","970.35","970.35","1006.58","58328070.00"
"VN30","2018-06-19","970.06","945.11","919.09","970.06","99043457.00"
"VN30","2018-06-20","945.30","966.86","936.83","966.86","45846740.00"
"VN30","2018-06-21","966.91","955.75","950.06","966.91","36517210.00"
"VN30","2018-06-22","954.70","973.05","945.59","974.42","43745708.00"
"VN30","2018-06-25","973.45","982.09","973.45","989.18","39986730.00"
"VN30","2018-06-26","981.97","973.90","959.29","981.97","35777042.00"
"VN30","2018-06-27","973.89","961.29","961.29","976.93","36064317.00"
"VN30","2018-06-28","962.93","947.03","943.12","967.28","52710210.00"
"VN30","2018-06-29","947.03","947.55","939.70","951.74","41820990.00"
"VN30","2018-07-02","945.94","930.12","917.80","945.94","62208134.00"
"VN30","2018-07-03","930.12","891.97","891.97","931.12","72745640.00"
"VN30","2018-07-04","892.01","900.89","880.37","901.64","47754238.00"
"VN30","2018-07-05","901.25","883.77","875.17","905.51","49733170.00"
"VN30","2018-07-06","880.17","905.62","870.34","910.14","64070200.00"
"VN30","2018-07-09","905.97","898.73","896.79","916.84","46150249.00"
"VN30","2018-07-10","898.09","897.96","897.96","906.25","41415851.00"
"VN30","2018-07-11","894.16","881.14","871.22","894.16","57534976.00"
"VN30","2018-07-12","877.68","883.87","870.53","893.15","38913430.00"
"VN30","2018-07-13","886.17","899.45","886.17","902.14","45049188.00"
"VN30","2018-07-16","901.68","904.18","897.03","910.82","49119390.00"
"VN30","2018-07-17","903.87","915.53","892.39","915.53","47015320.00"
"VN30","2018-07-18","915.69","935.42","915.23","935.42","60414000.00"
"VN30","2018-07-19","935.54","941.09","934.20","946.39","56923927.00"
"VN30","2018-07-20","941.09","926.50","926.50","941.41","61820210.00"
"VN30","2018-07-23","927.01","931.31","926.56","945.13","77024364.00"
"VN30","2018-07-24","931.20","923.53","916.19","932.83","59409570.00"
"VN30","2018-07-25","923.55","915.68","915.68","931.55","57450420.00"
"VN30","2018-07-26","915.70","921.33","907.60","921.33","48179640.00"
"VN30","2018-07-27","923.02","927.19","918.37","930.57","45385690.00"
"VN30","2018-07-30","927.36","939.60","927.36","940.25","52471445.00"
"VN30","2018-07-31","938.73","944.38","934.39","948.38","62664630.00"
"VN30","2018-08-01","944.31","939.31","935.63","947.08","57100880.00"
"VN30","2018-08-02","939.85","937.86","924.38","939.85","57091297.00"
"VN30","2018-08-03","938.51","941.12","938.51","949.93","47690740.00"
"VN30","2018-08-06","941.13","939.84","935.75","943.98","49401784.00"
"VN30","2018-08-07","939.81","936.92","933.77","941.63","55903110.00"
"VN30","2018-08-08","937.69","945.89","937.58","946.07","50322120.00"
"VN30","2018-08-09","945.78","943.91","942.83","954.38","64853314.00"
"VN30","2018-08-10","942.85","948.32","936.44","948.69","46496424.00"
"VN30","2018-08-13","946.75","960.02","941.95","960.02","84064360.00"
"VN30","2018-08-14","960.29","965.60","959.23","968.62","59711920.00"
"VN30","2018-08-15","965.61","947.82","947.78","969.80","68640151.00"
"VN30","2018-08-16","946.91","950.18","932.27","950.18","68203103.00"
"VN30","2018-08-17","950.18","949.23","949.23","959.39","48036580.00"
"VN30","2018-08-20","949.23","945.65","942.33","952.16","55717330.00"
"VN30","2018-08-21","946.55","955.27","944.88","955.27","54353650.00"
"VN30","2018-08-22","956.00","959.63","956.00","963.17","77679536.00"
"VN30","2018-08-23","960.09","960.94","957.98","963.91","45087300.00"
"VN30","2018-08-24","960.22","960.42","955.16","963.09","59841310.00"
"VN30","2018-08-27","960.43","966.55","960.43","969.97","68757375.00"
"VN30","2018-08-28","966.34","971.01","966.34","972.40","62336971.00"
"VN30","2018-08-29","971.12","964.99","964.00","972.32","48370687.00"
"VN30","2018-08-30","964.99","975.43","960.86","975.43","57460828.00"
"VN30","2018-08-31","975.48","969.23","969.23","979.11","63427230.00"
"VN30","2018-09-04","969.23","951.14","951.14","971.30","53570530.00"
"VN30","2018-09-05","951.09","941.00","938.53","953.37","56267317.00"
"VN30","2018-09-06","941.00","932.12","931.99","944.73","49465668.00"
"VN30","2018-09-07","932.10","945.59","931.19","945.59","49617900.00"
"VN30","2018-09-10","945.04","943.31","942.68","948.31","56360282.00"
"VN30","2018-09-11","943.67","958.91","940.78","959.09","53027220.00"
"VN30","2018-09-12","959.20","958.67","958.67","967.78","58276180.00"
"VN30","2018-09-13","958.63","957.17","955.64","963.72","53795570.00"
"VN30","2018-09-14","958.01","960.33","958.01","965.23","62160770.00"
"VN30","2018-09-17","960.33","953.79","951.38","960.94","46887520.00"
"VN30","2018-09-18","953.45","959.75","945.93","959.75","64686110.00"
"VN30","2018-09-19","960.01","962.70","960.01","969.34","73416030.00"
"VN30","2018-09-20","962.70","971.18","962.26","971.48","66127280.00"
"VN30","2018-09-21","971.12","974.43","968.73","978.77","124376450.00"
"VN30","2018-09-24","974.47","985.59","974.47","986.30","60873800.00"
"VN30","2018-09-25","985.57","985.11","980.44","988.23","62145490.00"
"VN30","2018-09-26","985.26","984.39","980.80","989.54","65871360.00"
"VN30","2018-09-27","985.28","989.45","984.15","992.10","57132290.00"
"VN30","2018-09-28","989.98","994.73","989.98","996.60","97268577.00"
"VN30","2018-10-01","994.76","990.41","990.00","1001.14","90297932.00"
"VN30","2018-10-02","990.26","987.88","984.54","992.77","183514902.00"
"VN30","2018-10-03","987.46","990.60","986.16","992.87","61983150.00"
"VN30","2018-10-04","990.49","993.61","989.06","993.78","75354623.00"
"VN30","2018-10-05","993.61","980.75","980.75","993.42","150640247.00"
"VN30","2018-10-08","979.27","970.28","968.61","979.27","78537590.00"
"VN30","2018-10-09","970.21","967.37","966.68","974.29","73934410.00"
"VN30","2018-10-10","967.37","966.27","961.70","970.51","71536710.00"
"VN30","2018-10-11","959.12","920.02","911.69","959.12","141171171.00"
"VN30","2018-10-12","918.83","943.49","908.74","943.73","87963432.00"
"VN30","2018-10-15","943.51","928.55","927.60","943.62","45780050.00"
"VN30","2018-10-16","928.46","939.41","926.96","939.41","51003599.00"
"VN30","2018-10-17","940.29","945.91","940.29","949.41","58212241.00"
"VN30","2018-10-18","945.92","937.54","936.22","945.92","49139180.00"
"VN30","2018-10-19","937.47","931.69","920.28","937.47","55480980.00"
"VN30","2018-10-22","931.66","922.75","922.75","938.02","46935080.00"
"VN30","2018-10-23","919.49","908.00","893.34","919.49","80748988.00"
"VN30","2018-10-24","908.00","896.50","896.50","909.40","55217126.00"
"VN30","2018-10-25","896.39","888.86","860.13","896.39","62083632.00"
"VN30","2018-10-26","890.71","881.06","881.06","897.48","47321361.00"
"VN30","2018-10-29","881.06","874.43","870.36","881.87","45400427.00"
"VN30","2018-10-30","872.69","874.06","868.29","881.83","45588080.00"
"VN30","2018-10-31","874.06","901.57","878.68","901.93","72929272.00"
"VN30","2018-11-01","901.57","887.72","885.58","901.17","77744659.00"
"VN30","2018-11-02","889.81","903.43","889.81","905.65","58388858.00"
"VN30","2018-11-05","903.24","904.83","894.88","904.83","39177650.00"
"VN30","2018-11-06","905.34","899.61","899.61","909.19","40142413.00"
"VN30","2018-11-07","900.47","899.25","892.79","903.15","53787050.00"
"VN30","2018-11-08","901.42","900.40","899.65","909.69","31805345.00"
"VN30","2018-11-09","900.40","885.65","885.65","900.14","42291570.00"
"VN30","2018-11-12","883.49","888.20","875.29","889.06","36296800.00"
"VN30","2018-11-13","888.20","873.87","873.87","884.98","44903928.00"
"VN30","2018-11-14","873.87","871.55","868.63","880.65","53297028.00"
