"stockcode","tradingdate","openindex","closeindex","lowestindex","highestindex","totalvol"
"VN30","2021-08-13","1477.72","1484.25","1463.48","1484.67","221635646.00"
"VN30","2021-08-16","1490.70","1500.77","1487.52","1504.03","268966625.00"
"VN30","2021-08-17","1508.41","1494.12","1488.74","1512.27","225891300.00"
"VN30","2024-08-09","1250.37","1264.84","1248.85","1265.94","178363296.00"
"VN30","2024-08-12","1267.05","1271.44","1259.60","1273.16","164092304.00"
"VN30","2021-08-20","1495.67","1450.45","1436.24","1497.03","362233528.00"
"VN30","2021-08-27","1403.99","1418.57","1391.88","1418.57","216158061.00"
"VN30","2024-08-13","1269.09","1268.72","1262.91","1272.21","165198800.00"
"VN30","2021-08-23","1443.67","1412.00","1412.00","1450.45","250637200.00"
"VN30","2024-08-14","1272.86","1270.38","1268.69","1275.26","145774096.00"
"VN30","2021-08-25","1420.74","1428.51","1411.07","1430.58","153263700.00"
"VN30","2014-09-09","678.83","664.65","659.97","678.89","110018302.00"
"VN30","2014-09-10","663.89","666.42","653.53","667.55","59546120.00"
"VN30","2014-09-11","668.19","665.09","663.84","670.39","55598660.00"
"VN30","2014-09-12","666.15","669.78","664.23","669.87","50735150.00"
"VN30","2014-09-15","670.67","668.42","668.42","674.09","100975760.00"
"VN30","2014-09-16","666.69","666.66","659.97","668.96","81080390.00"
"VN30","2014-09-17","667.79","665.66","664.33","671.30","81994170.00"
"VN30","2014-09-18","665.51","659.63","658.02","668.20","69883410.00"
"VN30","2014-09-19","658.86","654.54","654.54","662.48","146925190.00"
"VN30","2014-09-22","659.72","653.19","653.19","662.60","65923748.00"
"VN30","2014-09-23","652.88","658.31","652.76","663.41","53882256.00"
"VN30","2014-09-24","656.97","655.14","653.34","661.13","53660269.00"
"VN30","2014-09-25","653.53","653.39","642.83","653.72","56426240.00"
"VN30","2014-09-26","655.55","649.63","649.63","656.44","57387200.00"
"VN30","2014-09-29","650.08","642.98","642.98","650.08","55790948.00"
"VN30","2014-09-30","641.13","644.25","637.85","646.88","67827302.00"
"VN30","2014-10-01","648.98","655.06","648.87","655.85","72810585.00"
"VN30","2014-10-02","655.97","659.64","653.03","659.83","72089190.00"
"VN30","2014-10-03","659.05","659.25","658.04","663.54","77746089.00"
"VN30","2014-10-06","658.84","662.43","657.93","663.65","57512850.00"
"VN30","2014-10-07","661.84","659.16","658.14","662.16","61145750.00"
"VN30","2014-10-08","657.35","658.98","655.15","661.67","57090200.00"
"VN30","2014-10-09","660.90","657.11","657.11","662.75","49777310.00"
"VN30","2014-10-10","655.72","651.72","651.52","659.11","49988205.00"
"VN30","2014-10-13","650.76","651.07","646.51","653.69","44170646.00"
"VN30","2014-10-14","651.91","641.13","641.13","653.10","38194800.00"
"VN30","2014-10-15","640.12","641.63","634.34","642.63","43882610.00"
"VN30","2014-10-16","639.79","623.76","622.03","639.98","71592840.00"
"VN30","2014-10-17","623.36","624.77","613.76","627.42","63303150.00"
"VN30","2014-10-20","624.98","628.09","622.21","632.52","36053010.00"
"VN30","2014-10-21","627.96","633.81","627.11","635.36","32169210.00"
"VN30","2014-10-22","635.72","637.85","635.02","639.55","43680320.00"
"VN30","2014-10-23","636.33","630.84","630.84","638.56","66977948.00"
"VN30","2014-10-24","629.83","629.52","625.49","633.04","32082660.00"
"VN30","2014-10-27","626.19","615.15","615.15","628.64","42590092.00"
"VN30","2014-10-28","613.23","618.99","613.23","621.19","59107719.00"
"VN30","2014-10-29","620.18","628.10","620.18","628.60","45989216.00"
"VN30","2014-10-30","628.50","627.21","626.50","630.62","36336140.00"
"VN30","2014-10-31","628.53","638.78","626.64","638.78","53796420.00"
"VN30","2014-11-03","644.03","644.64","642.47","646.76","44335553.00"
"VN30","2014-11-04","641.73","639.91","639.91","644.75","35112410.00"
"VN30","2014-11-05","638.90","637.68","633.89","643.36","63197060.00"
"VN30","2014-11-06","638.17","637.56","636.17","641.39","26582600.00"
"VN30","2014-11-07","638.87","642.77","637.07","643.49","55030870.00"
"VN30","2014-11-10","644.05","642.90","642.90","647.01","56584730.00"
"VN30","2014-11-11","643.26","642.02","641.47","647.10","61305688.00"
"VN30","2014-11-12","643.07","641.89","640.58","644.76","46385010.00"
"VN30","2014-11-13","642.40","638.87","638.87","644.53","61162710.00"
"VN30","2014-11-14","638.24","637.90","632.28","638.71","66774648.00"
"VN30","2014-11-17","639.53","637.21","637.18","640.93","40445070.00"
"VN30","2014-11-18","637.12","627.84","627.84","637.61","56107291.00"
"VN30","2014-11-19","628.44","623.66","623.66","630.64","82821550.00"
"VN30","2014-11-20","627.65","628.80","624.87","630.57","79453310.00"
"VN30","2014-11-21","629.07","623.74","623.74","631.21","68964230.00"
"VN30","2014-11-24","620.57","616.39","615.45","622.24","50464120.00"
"VN30","2014-11-25","618.48","623.23","618.48","624.83","46883529.00"
"VN30","2014-11-26","624.68","616.48","615.22","625.92","72437324.00"
"VN30","2014-11-27","615.91","615.57","609.70","616.56","57185748.00"
"VN30","2014-11-28","615.19","611.15","611.15","616.98","53683770.00"
"VN30","2014-12-01","612.86","614.44","612.68","617.19","55425058.00"
"VN30","2014-12-02","615.32","613.57","613.57","616.16","47479621.00"
"VN30","2014-12-03","614.72","619.29","614.72","621.05","48781330.00"
"VN30","2014-12-04","619.43","624.31","619.43","626.10","45310750.00"
"VN30","2014-12-05","625.53","624.67","623.13","628.13","38461100.00"
"VN30","2014-12-08","622.90","619.87","617.10","623.85","46869143.00"
"VN30","2014-12-09","617.02","603.85","603.13","617.02","87421990.00"
"VN30","2014-12-10","601.92","610.81","597.97","611.51","50248789.00"
"VN30","2014-12-11","604.88","604.80","601.84","612.80","41755226.00"
"VN30","2014-12-12","603.35","609.33","603.35","609.66","32071210.00"
"VN30","2014-12-15","607.56","603.92","603.92","610.59","35623570.00"
"VN30","2014-12-16","601.75","591.78","591.28","602.00","59284638.00"
"VN30","2014-12-17","592.34","569.71","563.92","593.39","76587550.00"
"VN30","2014-12-18","573.93","578.88","571.19","579.73","55330530.00"
"VN30","2014-12-19","578.40","570.61","570.61","582.59","128797420.00"
"VN30","2014-12-22","577.08","587.56","576.98","587.64","52317617.00"
"VN30","2014-12-23","589.20","589.61","584.62","594.41","68422359.00"
"VN30","2014-12-24","591.61","591.19","588.17","593.55","32382730.00"
"VN30","2014-12-25","588.63","585.19","584.10","589.79","43533043.00"
"VN30","2014-12-26","585.45","582.45","577.98","587.46","49175756.00"
"VN30","2014-12-29","583.36","583.36","578.53","589.18","55739490.00"
"VN30","2014-12-30","582.65","591.18","578.33","591.18","39986549.00"
"VN30","2014-12-31","592.02","601.66","591.84","601.93","62140540.00"
"VN30","2015-01-05","600.48","599.69","599.69","604.99","52052371.00"
"VN30","2015-01-06","594.37","606.37","593.46","606.45","57176551.00"
"VN30","2015-01-07","606.49","607.65","606.49","611.78","53995280.00"
"VN30","2015-01-08","607.52","606.85","605.37","609.85","36922317.00"
"VN30","2015-01-09","608.26","618.41","608.26","619.52","56993397.00"
"VN30","2015-01-12","618.04","615.73","615.49","624.18","81434802.00"
"VN30","2015-01-13","614.22","619.39","614.06","619.58","48778150.00"
"VN30","2015-01-14","620.56","616.84","611.90","621.75","48366670.00"
"VN30","2015-01-15","617.12","617.62","613.80","619.05","56436489.00"
"VN30","2015-01-16","616.89","614.72","613.40","617.52","46384030.00"
"VN30","2015-01-19","616.91","611.64","609.77","618.29","37871790.00"
"VN30","2015-01-20","611.46","609.19","608.32","614.50","31179990.00"
"VN30","2015-01-21","611.50","606.53","606.53","611.63","33013220.00"
"VN30","2015-01-22","607.68","610.31","604.35","613.35","37376271.00"
"VN30","2015-01-23","611.79","615.16","611.79","618.90","104393833.00"
"VN30","2015-01-26","618.14","612.64","612.64","619.21","33649130.00"
"VN30","2015-01-27","613.03","609.98","606.75","616.69","56866870.00"
"VN30","2015-01-28","610.54","613.53","608.41","614.95","43404800.00"
"VN30","2015-01-29","613.87","613.90","610.57","615.63","40355329.00"
"VN30","2015-01-30","613.41","606.54","604.98","613.47","34096980.00"
"VN30","2015-02-02","606.02","598.46","598.46","609.79","44364758.00"
"VN30","2015-02-03","600.02","585.47","585.47","601.33","39455200.00"
"VN30","2015-02-04","585.32","588.83","581.24","588.83","46468730.00"
"VN30","2015-02-05","587.54","591.28","587.47","593.56","31945500.00"
"VN30","2015-02-06","592.40","595.69","592.40","597.06","24728420.00"
"VN30","2015-02-09","595.69","594.77","594.77","598.82","29376660.00"
"VN30","2015-02-10","594.79","595.53","594.72","599.43","26402935.00"
"VN30","2015-02-11","596.70","607.33","596.41","607.33","37316250.00"
"VN30","2015-02-12","608.89","613.36","608.89","614.69","38099420.00"
"VN30","2015-02-13","615.33","617.20","614.96","618.46","30585560.00"
"VN30","2015-02-24","619.48","624.17","618.73","624.17","28007509.00"
"VN30","2015-02-25","623.69","619.44","619.23","627.94","38759426.00"
"VN30","2015-02-26","621.00","623.84","618.09","623.99","46971800.00"
"VN30","2015-02-27","625.35","618.39","618.39","625.35","31762152.00"
"VN30","2015-03-02","619.20","617.05","615.39","621.04","42235614.00"
"VN30","2015-03-03","618.00","627.27","618.00","627.39","48260060.00"
"VN30","2015-03-04","628.77","629.69","625.66","630.52","39679750.00"
"VN30","2015-03-05","629.58","625.25","625.25","630.72","51035590.00"
"VN30","2015-03-06","625.15","622.75","622.75","629.71","39133200.00"
"VN30","2015-03-09","623.73","620.88","620.04","628.07","38691290.00"
"VN30","2015-03-10","619.37","621.10","618.96","622.95","54405220.00"
"VN30","2015-03-11","622.48","619.27","619.27","623.65","37286528.00"
"VN30","2015-03-12","619.00","620.24","616.52","621.81","37183790.00"
"VN30","2015-03-13","620.40","616.94","616.94","622.56","52540250.00"
"VN30","2015-03-16","613.99","610.63","609.78","616.42","52751850.00"
"VN30","2015-03-17","609.37","611.24","609.37","612.72","45739240.00"
"VN30","2015-03-18","610.31","607.18","607.08","611.20","43599400.00"
"VN30","2015-03-19","607.64","601.31","600.87","608.81","41174070.00"
"VN30","2015-03-20","600.19","603.76","599.91","604.67","107602830.00"
"VN30","2015-03-23","604.09","598.07","597.94","607.40","48070780.00"
"VN30","2015-03-24","596.65","593.80","590.18","596.65","36677020.00"
"VN30","2015-03-25","593.50","590.17","589.42","593.96","38819740.00"
"VN30","2015-03-26","587.99","586.70","585.81","590.94","32787940.00"
"VN30","2015-03-27","588.68","583.02","580.34","590.64","36945370.00"
"VN30","2015-03-30","583.22","576.60","576.41","584.99","53349877.00"
"VN30","2015-03-31","576.80","579.97","576.80","582.51","40452277.00"
"VN30","2015-04-01","580.27","569.48","568.45","580.61","58509230.00"
"VN30","2015-04-02","571.22","576.13","567.48","576.99","36448120.00"
"VN30","2015-04-03","577.36","577.66","574.43","580.11","30733150.00"
"VN30","2015-04-06","578.14","572.71","572.71","579.56","27748820.00"
"VN30","2015-04-07","572.72","577.69","570.09","578.21","42703600.00"
"VN30","2015-04-08","578.60","575.94","574.85","580.08","28399319.00"
"VN30","2015-04-09","575.50","578.35","575.36","581.25","31837030.00"
"VN30","2015-04-10","579.53","583.34","579.53","586.90","39868005.00"
"VN30","2015-04-13","586.09","589.77","585.86","589.77","27691921.00"
"VN30","2015-04-14","589.11","587.24","587.24","592.03","20617490.00"
"VN30","2015-04-15","588.32","590.78","587.21","592.45","34781940.00"
"VN30","2015-04-16","593.91","595.09","592.84","597.01","38170360.00"
"VN30","2015-04-17","595.43","599.12","595.43","602.83","46620450.00"
"VN30","2015-04-20","599.66","595.82","593.96","599.89","22263060.00"
"VN30","2015-04-21","595.10","593.67","593.67","598.24","32462890.00"
"VN30","2015-04-22","594.89","594.00","593.99","597.40","26928180.00"
"VN30","2015-04-23","594.13","592.71","589.61","596.85","28110475.00"
"VN30","2015-04-24","594.30","596.10","593.03","596.93","19396650.00"
"VN30","2015-04-27","599.99","593.15","593.15","600.36","21521860.00"
"VN30","2015-05-04","589.54","576.52","575.16","593.95","44662226.00"
"VN30","2015-05-05","576.34","585.45","571.07","585.45","53614028.00"
"VN30","2015-05-06","585.64","579.39","578.89","585.64","32496318.00"
"VN30","2015-05-07","578.84","582.40","577.62","584.45","22656850.00"
"VN30","2015-05-08","581.87","582.91","581.35","586.21","27553400.00"
"VN30","2015-05-11","582.99","579.41","579.41","585.88","61514344.00"
"VN30","2015-05-12","580.11","571.00","570.11","580.27","33445097.00"
"VN30","2015-05-13","572.33","569.28","565.11","573.24","38296050.00"
"VN30","2015-05-14","568.77","569.89","567.28","570.66","25416670.00"
"VN30","2015-05-15","569.39","561.87","561.87","570.58","27175310.00"
"VN30","2015-05-18","559.99","552.90","552.87","560.96","49470490.00"
"VN30","2015-05-19","552.46","556.44","552.46","556.92","35127225.00"
"VN30","2015-05-20","556.99","572.34","556.99","572.34","58433910.00"
"VN30","2015-05-21","574.50","578.64","570.49","578.64","58828556.00"
"VN30","2015-05-22","577.86","586.58","574.60","586.58","49160080.00"
"VN30","2015-05-25","585.08","588.36","582.45","589.18","45173740.00"
"VN30","2015-05-26","588.50","591.13","587.77","594.30","56984460.00"
"VN30","2015-05-27","589.31","589.82","587.96","592.28","48777660.00"
"VN30","2015-05-28","589.06","594.27","588.19","599.22","70051560.00"
"VN30","2015-05-29","594.34","589.32","588.15","597.08","60265880.00"
"VN30","2015-06-01","590.44","593.61","590.13","597.20","51516110.00"
"VN30","2015-06-02","593.34","588.63","588.63","596.96","53552304.00"
"VN30","2015-06-03","587.59","585.60","585.42","591.82","68417670.00"
"VN30","2015-06-04","586.82","587.48","586.18","590.42","45383228.00"
"VN30","2015-06-05","589.16","592.22","585.86","593.95","65705270.00"
"VN30","2015-06-08","592.22","594.51","592.22","599.19","88890014.00"
"VN30","2015-06-09","593.56","593.36","591.90","599.44","69897660.00"
"VN30","2015-06-10","593.60","595.06","590.69","597.30","57043775.00"
"VN30","2015-06-11","598.47","601.40","597.27","602.96","81156790.00"
"VN30","2015-06-12","602.30","604.29","600.03","604.63","67466970.00"
"VN30","2015-06-15","605.47","604.53","601.88","606.80","78597710.00"
"VN30","2015-06-16","605.80","600.92","600.92","607.60","80508135.00"
"VN30","2015-06-17","599.52","598.25","595.35","603.62","59232600.00"
"VN30","2015-06-18","598.58","600.45","598.58","602.55","48173010.00"
"VN30","2015-06-19","603.43","603.26","601.09","606.82","132321640.00"
"VN30","2015-06-22","608.00","615.10","607.64","615.19","94822531.00"
"VN30","2015-06-23","614.86","614.42","612.70","617.35","63822110.00"
"VN30","2015-06-24","612.66","610.73","610.11","615.34","65710616.00"
"VN30","2015-06-25","610.49","609.49","606.18","611.40","47466360.00"
"VN30","2015-06-26","606.76","608.92","606.76","617.82","85781415.00"
"VN30","2015-06-29","608.75","620.22","608.75","620.22","61655895.00"
"VN30","2015-06-30","616.19","622.43","616.19","626.86","69063047.00"
"VN30","2015-07-01","624.36","622.91","617.57","624.97","51768509.00"
"VN30","2015-07-02","622.57","633.28","621.79","633.28","54655390.00"
"VN30","2015-07-03","635.89","639.87","635.34","639.87","68857340.00"
"VN30","2015-07-06","643.19","649.54","642.35","649.54","70037880.00"
"VN30","2015-07-07","647.83","653.27","644.74","656.46","70769000.00"
"VN30","2015-07-08","652.98","645.67","640.61","655.90","95709811.00"
"VN30","2015-07-09","638.89","646.58","635.73","648.91","58274548.00"
"VN30","2015-07-10","651.00","648.73","647.20","652.29","75448701.00"
"VN30","2015-07-13","652.37","652.28","648.20","655.50","56491900.00"
"VN30","2015-07-14","653.67","658.28","648.89","658.51","61007600.00"
"VN30","2015-07-15","658.81","651.45","651.45","661.97","50253430.00"
"VN30","2015-07-16","647.99","649.06","644.13","652.55","53169440.00"
"VN30","2015-07-17","649.24","651.03","648.66","653.18","44063040.00"
"VN30","2015-07-20","646.69","644.19","639.90","646.81","42903940.00"
"VN30","2015-07-21","643.83","641.45","636.91","647.03","37899050.00"
"VN30","2015-07-22","640.42","655.06","639.66","655.11","47490826.00"
"VN30","2015-07-23","656.53","655.74","655.17","662.05","47847290.00"
"VN30","2015-07-24","657.47","657.97","653.95","661.15","45346655.00"
"VN30","2015-07-27","658.63","665.66","658.16","667.17","57498100.00"
"VN30","2015-07-28","666.01","659.60","659.60","668.80","74932280.00"
"VN30","2015-07-29","659.53","651.21","651.21","662.57","55447190.00"
"VN30","2015-07-30","651.35","651.70","648.12","652.74","40471490.00"
"VN30","2015-07-31","653.03","647.36","647.36","654.56","42971910.00"
"VN30","2015-08-03","642.46","636.92","632.93","642.61","66788720.00"
"VN30","2015-08-04","637.20","631.27","631.27","638.14","33725180.00"
"VN30","2015-08-05","632.89","639.33","632.89","639.33","40522756.00"
"VN30","2015-08-06","639.96","633.53","632.97","640.52","41397030.00"
"VN30","2015-08-07","635.00","638.40","631.97","638.75","39741280.00"
"VN30","2015-08-10","637.58","649.99","637.58","649.99","37035910.00"
"VN30","2015-08-11","646.63","643.42","642.28","648.87","58241957.00"
"VN30","2015-08-12","639.70","632.90","630.99","641.12","46752290.00"
"VN30","2015-08-13","632.10","622.83","619.10","632.10","57536164.00"
"VN30","2015-08-14","621.34","618.94","615.55","625.84","41633300.00"
"VN30","2015-08-17","618.99","607.44","604.67","621.01","52452880.00"
"VN30","2015-08-18","605.42","611.80","604.70","611.80","44606730.00"
"VN30","2015-08-19","610.00","608.91","600.69","611.63","43159660.00"
"VN30","2015-08-20","606.66","598.22","597.46","609.72","48728215.00"
"VN30","2015-08-21","589.51","587.83","572.16","591.32","93320490.00"
"VN30","2015-08-24","580.86","558.92","552.23","580.86","89493910.00"
"VN30","2015-08-25","544.10","561.00","544.10","567.56","75509417.00"
"VN30","2015-08-26","561.17","574.88","561.17","577.15","62902170.00"
"VN30","2015-08-27","579.74","581.51","577.88","583.70","57046610.00"
"VN30","2015-08-28","585.35","597.81","582.42","597.81","76084285.00"
"VN30","2015-08-31","596.58","586.23","586.23","596.58","57575427.00"
"VN30","2015-09-01","586.53","583.61","583.02","591.08","43397960.00"
"VN30","2015-09-03","581.30","575.58","572.64","581.89","36952720.00"
"VN30","2015-09-04","576.94","578.78","575.88","579.89","23483890.00"
"VN30","2015-09-07","577.17","574.09","573.25","580.47","30171233.00"
"VN30","2015-09-08","572.91","583.35","572.85","583.78","47957288.00"
"VN30","2015-09-09","585.24","587.69","585.24","589.74","31878200.00"
"VN30","2015-09-10","583.91","588.54","582.79","591.10","24364950.00"
"VN30","2015-09-11","588.89","583.27","582.80","590.04","36895690.00"
"VN30","2015-09-14","583.07","576.00","574.96","585.77","29095769.00"
"VN30","2015-09-15","574.39","571.53","570.59","574.93","27109430.00"
"VN30","2015-09-16","572.47","576.78","572.47","577.24","30145960.00"
"VN30","2015-09-17","577.52","576.68","576.68","580.29","21080930.00"
"VN30","2015-09-18","578.78","582.73","578.78","586.19","64225290.00"
"VN30","2015-09-21","583.37","590.46","582.81","590.46","31132790.00"
"VN30","2015-09-22","591.81","592.78","589.01","593.93","51837930.00"
"VN30","2015-09-23","590.58","591.23","588.24","593.13","30008230.00"
"VN30","2015-09-24","591.39","589.42","589.42","593.67","34469730.00"
"VN30","2015-09-25","588.91","588.11","584.87","591.12","29336460.00"
"VN30","2015-09-28","588.69","582.42","582.42","589.64","30483760.00"
"VN30","2015-09-29","577.85","578.98","575.06","579.66","33620640.00"
"VN30","2015-09-30","580.39","580.32","580.32","583.90","26497130.00"
"VN30","2015-10-01","581.67","582.33","581.20","584.43","21000840.00"
"VN30","2015-10-02","582.47","580.74","580.74","584.06","23615240.00"
"VN30","2015-10-05","582.94","588.73","582.16","588.73","30334902.00"
"VN30","2015-10-06","596.87","599.92","592.44","599.92","73704858.00"
"VN30","2015-10-07","602.12","598.42","598.36","605.22","60277129.00"
"VN30","2015-10-08","598.61","604.91","597.73","606.08","107633350.00"
"VN30","2015-10-09","609.08","605.60","605.60","611.15","74411260.00"
"VN30","2015-10-12","605.87","609.55","605.29","612.48","78250610.00"
"VN30","2015-10-13","608.06","607.03","605.38","608.94","51939585.00"
"VN30","2015-10-14","610.78","607.57","607.57","612.59","43559160.00"
"VN30","2015-10-15","609.72","607.95","606.71","610.87","40856190.00"
"VN30","2015-10-16","609.76","609.73","609.73","616.35","52760860.00"
"VN30","2015-10-19","610.96","611.37","608.01","615.13","39096260.00"
"VN30","2015-10-20","611.81","605.56","603.94","612.26","55339690.00"
"VN30","2015-10-21","605.86","604.34","603.98","609.32","38624260.00"
"VN30","2015-10-22","603.84","609.78","603.84","611.06","34926752.00"
"VN30","2015-10-23","613.49","616.07","613.12","617.16","37658680.00"
"VN30","2015-10-26","619.09","612.21","612.21","622.09","37748299.00"
"VN30","2015-10-27","611.09","611.57","608.89","614.47","32716430.00"
"VN30","2015-10-28","612.25","609.68","609.51","615.05","42883732.00"
"VN30","2015-10-29","610.56","618.01","610.56","618.01","37848470.00"
"VN30","2015-10-30","618.41","619.21","615.66","620.37","31273107.00"
"VN30","2015-11-02","619.89","613.19","613.19","621.94","43672723.00"
"VN30","2015-11-03","613.48","623.85","611.30","623.85","45042350.00"
"VN30","2015-11-04","626.75","621.35","621.35","630.60","43891547.00"
"VN30","2015-11-05","619.95","625.71","619.93","627.17","27804405.00"
"VN30","2015-11-06","626.15","622.67","620.02","630.36","41077990.00"
"VN30","2015-11-09","623.50","619.44","619.21","623.50","56864770.00"
"VN30","2015-11-10","619.26","614.56","614.10","619.95","47670830.00"
"VN30","2015-11-11","613.81","612.71","612.71","619.59","32172060.00"
"VN30","2015-11-12","612.12","614.39","603.06","614.39","59294954.00"
"VN30","2015-11-13","613.13","622.34","613.13","622.34","59113091.00"
"VN30","2015-11-16","620.95","619.14","615.42","622.51","49028700.00"
"VN30","2015-11-17","618.62","614.39","614.13","620.89","73767808.00"
"VN30","2015-11-18","613.24","612.25","611.21","617.19","45376100.00"
"VN30","2015-11-19","613.73","609.05","609.05","615.12","41438120.00"
"VN30","2015-11-20","608.86","611.16","608.12","614.03","48483760.00"
"VN30","2015-11-23","611.14","606.93","606.93","615.96","46797010.00"
"VN30","2015-11-24","607.48","600.21","597.01","607.48","64741401.00"
"VN30","2015-11-25","599.38","602.67","593.58","603.72","62676430.00"
"VN30","2015-11-26","601.97","598.04","598.04","603.46","45843010.00"
"VN30","2015-11-27","596.93","590.59","590.59","599.63","57965420.00"
"VN30","2015-11-30","589.57","581.94","580.53","589.76","58417500.00"
"VN30","2015-12-01","582.74","579.06","579.06","586.14","46327964.00"
"VN30","2015-12-02","579.54","583.94","579.54","586.15","44413500.00"
"VN30","2015-12-03","583.57","585.23","583.50","587.27","34558020.00"
"VN30","2015-12-04","585.13","582.96","578.88","585.14","27896550.00"
"VN30","2015-12-07","581.62","575.34","574.73","581.80","28689287.00"
"VN30","2015-12-08","574.21","584.85","568.51","584.85","47718910.00"
"VN30","2015-12-09","584.48","574.54","574.54","587.62","42398350.00"
"VN30","2015-12-10","575.37","572.50","572.50","578.10","44459250.00"
"VN30","2015-12-11","572.39","578.01","571.70","580.73","37105370.00"
"VN30","2015-12-14","581.57","579.42","577.68","582.93","57696150.00"
"VN30","2015-12-15","580.59","582.28","580.07","584.57","37033130.00"
"VN30","2015-12-16","584.14","583.97","582.58","588.21","28531720.00"
"VN30","2015-12-17","587.74","586.47","584.23","590.01","29672966.00"
"VN30","2015-12-18","585.89","578.85","578.85","587.76","124023990.00"
"VN30","2015-12-21","581.36","577.73","576.12","581.92","47393638.00"
"VN30","2015-12-22","578.18","576.80","575.71","580.64","26950004.00"
"VN30","2015-12-23","575.43","575.46","572.22","578.36","35422050.00"
"VN30","2015-12-24","575.86","576.71","575.11","578.10","20515830.00"
"VN30","2015-12-25","577.98","579.32","577.63","581.69","39965088.00"
"VN30","2015-12-28","583.14","583.16","582.58","586.52","57297610.00"
"VN30","2016-01-08","578.97","575.96","571.96","579.97","55543825.00"
"VN30","2015-12-29","582.71","589.43","579.18","589.43","51012530.00"
"VN30","2015-12-30","589.93","594.80","587.81","594.80","30984840.00"
"VN30","2015-12-31","594.21","595.57","590.37","595.57","47400008.00"
"VN30","2016-01-04","593.31","589.91","587.94","594.68","43431474.00"
"VN30","2016-01-05","586.93","583.62","583.06","589.65","39540580.00"
"VN30","2016-01-06","582.81","589.97","582.81","589.97","43397000.00"
"VN30","2016-01-07","589.12","582.30","577.19","589.12","54020210.00"
"VN30","2016-01-11","574.95","573.72","573.02","579.24","43517834.00"
"VN30","2016-01-12","574.23","582.39","574.23","582.39","44400861.00"
"VN30","2016-01-13","583.37","578.63","577.29","584.03","64259835.00"
"VN30","2016-01-14","571.02","569.17","565.79","573.73","81602374.00"
"VN30","2016-01-15","570.33","555.76","555.76","572.27","60819380.00"
"VN30","2016-01-18","543.44","541.18","531.92","543.44","74247710.00"
"VN30","2016-01-19","541.43","550.29","541.43","550.29","48612580.00"
"VN30","2016-01-20","546.69","544.24","543.59","551.88","63815940.00"
"VN30","2016-01-21","541.34","538.53","537.88","548.09","65114550.00"
"VN30","2016-01-22","541.84","539.37","531.53","542.40","77046870.00"
"VN30","2016-01-25","546.87","562.19","546.87","562.22","79316400.00"
"VN30","2016-01-26","553.09","554.52","549.32","560.05","62796949.00"
"VN30","2016-01-27","558.65","558.98","557.01","561.94","51897394.00"
"VN30","2016-01-28","558.65","556.86","555.73","562.45","47146372.00"
"VN30","2016-01-29","557.31","561.61","554.63","562.79","53673420.00"
"VN30","2016-02-01","562.40","557.98","557.98","565.79","38166650.00"
"VN30","2016-02-02","555.13","555.09","553.76","559.80","30894510.00"
"VN30","2016-02-03","552.09","556.53","549.01","556.53","36613040.00"
"VN30","2016-02-04","560.00","561.22","559.33","562.88","29655494.00"
"VN30","2016-02-05","560.01","563.97","560.01","565.97","23741664.00"
"VN30","2016-02-15","558.64","559.19","554.24","561.48","28647649.00"
"VN30","2016-02-16","560.98","562.32","560.95","564.21","43142610.00"
"VN30","2016-02-17","565.69","561.10","561.10","567.31","53117430.00"
"VN30","2016-02-18","564.27","566.85","563.16","569.38","49276330.00"
"VN30","2016-02-19","566.68","567.51","565.25","568.97","77386990.00"
"VN30","2016-02-22","567.87","574.37","567.87","576.63","73633710.00"
"VN30","2016-02-23","579.62","573.78","573.47","580.05","76277860.00"
"VN30","2016-02-24","571.54","578.87","570.14","581.76","66192570.00"
"VN30","2016-02-25","580.63","573.02","573.02","583.87","73168802.00"
"VN30","2016-02-26","574.12","577.71","572.17","577.73","34788584.00"
"VN30","2016-02-29","576.98","577.71","570.66","577.74","34788584.00"
"VN30","2016-03-01","570.88","572.99","570.88","576.30","45791030.00"
"VN30","2016-03-02","575.95","579.17","573.27","579.61","48621717.00"
"VN30","2016-03-03","582.26","579.11","578.55","582.43","48774050.00"
"VN30","2016-03-07","582.60","582.60","582.31","587.91","55768420.00"
"VN30","2016-03-08","583.29","582.54","582.08","585.67","53541240.00"
"VN30","2016-03-09","582.45","581.25","580.52","585.48","39949174.00"
"VN30","2016-03-10","582.95","583.77","580.19","583.79","39057337.00"
"VN30","2016-03-11","583.93","583.89","582.54","588.46","49269325.00"
"VN30","2016-03-14","586.63","587.09","584.06","587.93","90894235.00"
"VN30","2016-03-15","586.45","583.02","581.72","588.05","60899224.00"
"VN30","2016-03-16","582.95","583.79","581.40","585.31","52578363.00"
"VN30","2016-03-17","588.62","586.47","586.37","590.98","68950503.00"
"VN30","2016-03-18","587.13","581.95","581.95","587.92","116320691.00"
"VN30","2016-03-21","582.85","579.95","579.95","587.78","65259080.00"
"VN30","2016-03-22","580.01","577.97","575.68","580.67","38899605.00"
"VN30","2016-03-23","577.77","580.60","577.25","581.74","51277670.00"
"VN30","2016-03-24","579.84","577.31","577.31","584.36","57556460.00"
"VN30","2016-03-25","576.64","578.24","571.71","579.84","57545690.00"
"VN30","2016-03-28","578.45","582.37","577.46","582.82","37798290.00"
"VN30","2016-03-29","582.87","575.16","575.16","583.29","60286400.00"
