signal_date,fill_date,ticker,detector,fill_price,window_id,days_since_buy
2020-09-14,2020-09-15,BMP,C,34578.70280296277,12,15
2020-11-20,2020-11-23,BMP,C,36987.28830854836,13,2
2021-03-02,2021-03-03,BMP,C,42131.69838456004,14,1
2021-04-07,2021-04-08,BMP,C,40249.08012084319,15,15
2021-06-15,2021-06-16,BMP,C,40076.84903408515,16,20
2021-11-25,2021-11-26,BMP,C,40076.84903408515,18,1
2022-12-28,2022-12-29,BMP,C,43847.01444033888,19,18
2023-04-07,2023-04-10,BMP,C,47135.540523364296,20,18
2023-11-17,2023-11-20,BMP,C,74820.50142893456,21,3
2024-06-05,2024-06-06,BMP,C,99565.60581213525,23,15
2024-06-20,2024-06-21,BMP,C,96481.71536662664,24,7
2024-09-26,2024-09-27,BMP,C,111813.05643858375,25,2
2025-03-28,2025-03-31,BMP,C,113652.68613192222,26,16
2025-05-20,2025-05-21,BMP,C,140447.0450555881,27,1
2016-10-17,2016-10-18,BSI,A,5990.775231213033,5,15
2017-05-24,2017-05-25,BSI,A,6796.257615241677,7,3
2020-12-07,2020-12-08,BSI,A,7445.039641106026,13,13
2021-05-28,2021-05-31,BSI,A,13117.450796234425,16,8
2024-03-05,2024-03-06,BSI,A,48925.00050098072,22,1
2025-03-28,2025-03-31,BSI,A,53177.08565072306,26,16
2014-03-24,2014-03-25,BSI,C,4676.9029974019495,1,4
2014-07-03,2014-07-04,BSI,C,3857.239585486144,2,14
2015-01-23,2015-01-26,BSI,C,5544.781904136332,3,11
2015-10-20,2015-10-21,BSI,C,4917.980471494833,4,9
2016-09-30,2016-10-03,BSI,C,6041.117880214823,5,4
2017-03-28,2017-03-29,BSI,C,6091.460529216613,6,6
2017-05-22,2017-05-23,BSI,C,6494.201721230936,7,1
2018-04-06,2018-04-09,BSI,C,8244.849613974631,9,15
2020-09-04,2020-09-07,BSI,C,5870.945545557895,12,9
2020-12-02,2020-12-03,BSI,C,6962.884692920111,13,10
2021-03-11,2021-03-12,BSI,C,10990.296613061275,14,8
2021-04-01,2021-04-02,BSI,C,11132.106891939486,15,11
2021-05-20,2021-05-21,BSI,C,11770.253146891431,16,2
2021-10-05,2021-10-06,BSI,C,21834.055937246056,17,14
2023-03-27,2023-03-28,BSI,C,14924.236049108595,20,9
2023-11-20,2023-11-21,BSI,C,38016.047686572856,21,4
2024-03-05,2024-03-06,BSI,C,48925.00050098072,22,1
2024-05-22,2024-05-23,BSI,C,48842.35691905339,23,5
2024-10-01,2024-10-02,BSI,C,46814.015572858756,25,5
2025-03-28,2025-03-31,BSI,C,53177.08565072306,26,16
2016-09-27,2016-09-28,BVH,A,57553.27387883535,5,1
2024-06-05,2024-06-06,BVH,A,45297.27739726023,23,15
2024-07-02,2024-07-03,BVH,A,46016.28180039134,24,15
2014-06-19,2014-06-20,BVH,C,30951.54486810211,2,4
2015-01-28,2015-01-29,BVH,C,28037.53173802634,3,14
2015-10-08,2015-10-09,BVH,C,44670.860620392355,4,1
2016-10-05,2016-10-06,BVH,C,60842.032386197374,5,7
2017-05-26,2017-05-29,BVH,C,49578.034498482455,7,5
2017-09-15,2017-09-18,BVH,C,46859.615953318236,8,10
2018-03-21,2018-03-22,BVH,C,75606.82715872268,9,3
2019-07-10,2019-07-11,BVH,C,71021.60542924788,10,5
2020-05-12,2020-05-13,BVH,C,42583.36443098251,11,16
2020-08-24,2020-08-25,BVH,C,40698.38652860501,12,1
2020-11-19,2020-11-20,BVH,C,49504.47016344938,13,1
2021-04-01,2021-04-02,BVH,C,53225.96005335904,15,11
2021-06-07,2021-06-08,BVH,C,50629.57175807324,16,14
2021-09-22,2021-09-23,BVH,C,51495.034523168506,17,5
2022-12-05,2022-12-06,BVH,C,46989.48328815742,19,1
2023-03-17,2023-03-20,BVH,C,46802.27419139185,20,3
2024-03-07,2024-03-08,BVH,C,43427.86594911933,22,3
2024-05-20,2024-05-21,BVH,C,40647.71559034569,23,3
2024-06-27,2024-06-28,BVH,C,44770.007501630746,24,12
2024-10-10,2024-10-11,BVH,C,42181.59165035873,25,12
2025-05-20,2025-05-21,BVH,C,49249.78571428574,27,1
2019-07-04,2019-07-05,BWE,A,21331.810098800543,10,1
2020-11-24,2020-11-25,BWE,A,23175.135992847932,13,4
2021-06-09,2021-06-10,BWE,A,28122.748788571906,16,16
2024-06-06,2024-06-07,BWE,A,42761.90476190477,23,16
2019-07-04,2019-07-05,BWE,C,21331.810098800543,10,1
2020-04-24,2020-04-27,BWE,C,16724.324943292322,11,6
2020-08-24,2020-08-25,BWE,C,20825.766536528296,12,1
2020-11-19,2020-11-20,BWE,C,21184.144928170273,13,1
2021-03-03,2021-03-04,BWE,C,27293.169178289547,14,2
2021-04-12,2021-04-13,BWE,C,26173.236704408366,15,18
2021-06-01,2021-06-02,BWE,C,25634.009957724833,16,10
2021-09-23,2021-09-24,BWE,C,34510.51178774605,17,6
2021-12-07,2021-12-08,BWE,C,37538.47736527666,18,9
2022-12-09,2022-12-12,BWE,C,37510.76099580871,19,5
2024-03-05,2024-03-06,BWE,C,36658.24370044943,22,1
2024-05-23,2024-05-24,BWE,C,40915.36796536797,23,6
2024-06-26,2024-06-27,BWE,C,45628.896103896106,24,11
2025-05-21,2025-05-22,BWE,C,50439.610389610396,27,2
2017-03-21,2017-03-22,CII,A,28752.218108120167,6,1
2021-03-22,2021-03-23,CII,A,18974.135836532703,14,15
2021-12-16,2021-12-17,CII,A,27937.37791882116,18,16
2014-03-25,2014-03-26,CII,C,17030.159956348074,1,5
2015-01-14,2015-01-15,CII,C,11771.72460140551,3,4
2015-10-28,2015-10-29,CII,C,16150.908590180756,4,15
2016-09-27,2016-09-28,CII,C,20409.030607974433,5,1
2017-03-21,2017-03-22,CII,C,28752.218108120167,6,1
2020-08-24,2020-08-25,CII,C,13602.01087422608,12,1
2020-11-23,2020-11-24,CII,C,13541.867907873035,13,3
2021-03-08,2021-03-09,CII,C,17848.88033702463,14,5
2021-04-01,2021-04-02,CII,C,20565.014301354466,15,11
2021-10-01,2021-10-04,CII,C,14550.717666052687,17,12
2023-03-15,2023-03-16,CII,C,11019.743512423902,20,1
2024-03-05,2024-03-06,CII,C,15544.643611241545,22,1
2024-06-03,2024-06-04,CII,C,14543.844645150992,23,13
2024-09-25,2024-09-26,CII,C,12817.182575193272,25,1
2025-03-17,2025-03-18,CII,C,12451.143692815362,26,7
2025-05-21,2025-05-22,CII,C,13266.908279586023,27,2
2016-09-27,2016-09-28,CMG,A,5593.820551457906,5,1
2019-07-17,2019-07-18,CMG,A,15960.977662104911,10,10
2024-05-23,2024-05-24,CMG,A,51591.572557876956,23,6
2014-03-24,2014-03-25,CMG,C,2402.052354449571,1,4
2014-07-03,2014-07-04,CMG,C,2214.8794437132406,2,14
2015-01-16,2015-01-19,CMG,C,2901.180116413118,3,6
2015-10-16,2015-10-19,CMG,C,4585.73631304009,4,7
2016-09-27,2016-09-28,CMG,C,5593.820551457906,5,1
2017-03-22,2017-03-23,CMG,C,5034.438496312115,6,2
2017-05-25,2017-05-26,CMG,C,5166.057803405242,7,4
2017-09-06,2017-09-07,CMG,C,5953.636968900807,8,3
2018-03-20,2018-03-21,CMG,C,10211.179685033361,9,2
2019-07-17,2019-07-18,CMG,C,15960.977662104911,10,10
2020-05-13,2020-05-14,CMG,C,11938.042087511702,11,17
2020-08-27,2020-08-28,CMG,C,14984.72991192875,12,4
2020-12-04,2020-12-07,CMG,C,14208.902470280766,13,12
2021-03-10,2021-03-11,CMG,C,16238.745680320873,14,7
2021-05-24,2021-05-25,CMG,C,15982.34443273686,16,4
2021-12-01,2021-12-02,CMG,C,26708.463290001437,18,5
2022-12-30,2023-01-03,CMG,C,24995.822501378312,19,20
2023-03-15,2023-03-16,CMG,C,25957.200289892862,20,1
2023-11-21,2023-11-22,CMG,C,31725.467020980166,21,5
2024-03-05,2024-03-06,CMG,C,33780.19631765753,22,1
2024-06-03,2024-06-04,CMG,C,55276.68488343959,23,13
2024-10-10,2024-10-11,CMG,C,43975.67375171417,25,12
2025-06-11,2025-06-12,CMG,C,32722.826086956527,27,17
2017-03-27,2017-03-28,CTD,A,129635.74393339315,6,5
2017-06-14,2017-06-15,CTD,A,131746.0932532391,7,18
2021-12-09,2021-12-10,CTD,A,61202.39703097784,18,11
2023-11-21,2023-11-22,CTD,A,61202.397030977794,21,5
2024-03-13,2024-03-14,CTD,A,70197.29477643968,22,7
2014-03-24,2014-03-25,CTD,C,26680.84497233786,1,4
2014-06-17,2014-06-18,CTD,C,26276.58974548426,2,2
2015-02-05,2015-02-06,CTD,C,24666.420621575882,3,20
2015-10-08,2015-10-09,CTD,C,48675.07002657649,4,1
2017-03-24,2017-03-27,CTD,C,124812.08834517386,6,4
2017-05-25,2017-05-26,CTD,C,127163.62044443077,7,4
2017-09-13,2017-09-14,CTD,C,130115.36877881299,8,8
2019-07-12,2019-07-15,CTD,C,70858.40430558044,10,7
2020-04-17,2020-04-20,CTD,C,40584.48406269959,11,1
2020-08-24,2020-08-25,CTD,C,52621.69732602864,12,1
2020-11-25,2020-11-26,CTD,C,43714.378768237315,13,5
2021-03-09,2021-03-10,CTD,C,54266.125367467015,14,6
2021-10-04,2021-10-05,CTD,C,48961.91762478227,17,13
2021-11-30,2021-12-01,CTD,C,56264.47636143304,18,4
2023-03-22,2023-03-23,CTD,C,26776.048701052805,20,6
2023-11-24,2023-11-27,CTD,C,57956.81537024412,21,8
2024-03-13,2024-03-14,CTD,C,70197.29477643968,22,7
2024-05-17,2024-05-20,CTD,C,66488.05859274406,23,2
2024-06-19,2024-06-20,CTD,C,70753.68020399402,24,6
2024-10-14,2024-10-15,CTD,C,59811.43346209193,25,14
2025-03-31,2025-04-01,CTD,C,80571.30326839587,26,17
2015-01-26,2015-01-27,CTG,A,6966.099197441153,3,12
2017-05-29,2017-05-30,CTG,A,8666.886574594164,7,6
2020-11-19,2020-11-20,CTG,A,15184.27504801713,13,1
2021-03-17,2021-03-18,CTG,A,19252.026471359542,14,12
2021-04-06,2021-04-07,CTG,A,20093.134423991756,15,14
2021-05-24,2021-05-25,CTG,A,24065.033089199427,16,4
2024-09-27,2024-09-30,CTG,A,25306.64275210083,25,3
2025-03-07,2025-03-10,CTG,A,29284.38063725489,26,1
2014-03-24,2014-03-25,CTG,C,6718.080185767544,1,4
2014-06-18,2014-06-19,CTG,C,5988.401064466955,2,3
2015-01-09,2015-01-12,CTG,C,5947.663642259698,3,1
2015-10-08,2015-10-09,CTG,C,8719.605591568281,4,1
2016-09-28,2016-09-29,CTG,C,7443.565748899752,5,2
2017-03-21,2017-03-22,CTG,C,8290.065419177026,6,1
2017-05-22,2017-05-23,CTG,C,8511.724922363577,7,1
2017-09-18,2017-09-19,CTG,C,8445.227071407613,8,11
2018-03-23,2018-03-26,CTG,C,15844.46091967005,9,5
2019-07-11,2019-07-12,CTG,C,9834.49298462279,10,6
2020-08-26,2020-08-27,CTG,C,11200.394788042622,12,3
2020-12-04,2020-12-07,CTG,C,15935.52103989804,13,12
2021-03-03,2021-03-04,CTG,C,18224.005640364616,14,2
2021-04-01,2021-04-02,CTG,C,19392.211130131578,15,11
2021-05-24,2021-05-25,CTG,C,24065.033089199427,16,4
2023-03-15,2023-03-16,CTG,C,17798.34757795974,20,1
2023-11-15,2023-11-16,CTG,C,18381.396895168764,21,1
2024-09-26,2024-09-27,CTG,C,24998.025157563017,25,2
2025-03-07,2025-03-10,CTG,C,29284.38063725489,26,1
2025-05-20,2025-05-21,CTG,C,26952.60325630251,27,1
2019-07-05,2019-07-08,CTR,A,11672.929709683329,10,2
2020-11-19,2020-11-20,CTR,A,32463.29995110561,13,1
2021-10-04,2021-10-05,CTR,A,64183.34638695744,17,13
2023-11-16,2023-11-17,CTR,A,81476.61380096474,21,2
2024-03-11,2024-03-12,CTR,A,109912.32879626592,22,5
2024-06-14,2024-06-17,CTR,A,145562.15370148956,24,3
2018-03-21,2018-03-22,CTR,C,8350.49766141732,9,3
2019-07-04,2019-07-05,CTR,C,11553.002349652335,10,1
2020-09-01,2020-09-03,CTR,C,23517.60724360857,12,7
2020-11-19,2020-11-20,CTR,C,32463.29995110561,13,1
2021-03-02,2021-03-03,CTR,C,54011.72955469911,14,1
2021-05-28,2021-05-31,CTR,C,49510.75209180752,16,8
2021-09-20,2021-09-21,CTR,C,60111.73848467063,17,3
2021-12-13,2021-12-14,CTR,C,63220.96633732601,18,13
2023-03-30,2023-03-31,CTR,C,55353.16628696064,20,12
2023-11-16,2023-11-17,CTR,C,81476.61380096474,21,2
2024-03-11,2024-03-12,CTR,C,109912.32879626592,22,5
2024-06-13,2024-06-14,CTR,C,136291.28770736975,24,2
2024-10-04,2024-10-07,CTR,C,124925.13966480448,25,8
2025-06-11,2025-06-12,CTR,C,95157.82122905029,27,17
2017-03-27,2017-03-28,CTS,A,3420.6515883557913,6,5
2017-05-24,2017-05-25,CTS,A,4104.781906026949,7,3
2020-12-02,2020-12-03,CTS,A,4840.922130889491,13,10
2021-06-02,2021-06-03,CTS,A,11002.09575202157,16,11
2021-11-25,2021-11-26,CTS,A,23904.55349757414,18,1
2024-03-05,2024-03-06,CTS,A,24996.4,22,1
2014-03-24,2014-03-25,CTS,C,4032.768188377366,1,4
2014-07-03,2014-07-04,CTS,C,3040.5791896496016,2,14
2015-01-27,2015-01-28,CTS,C,2965.3148528005468,3,13
2015-10-08,2015-10-09,CTS,C,2734.020794377357,4,1
2016-10-14,2016-10-17,CTS,C,2470.4705915902937,5,14
2017-03-24,2017-03-27,CTS,C,3230.6153890026917,6,4
2017-05-24,2017-05-25,CTS,C,4104.781906026949,7,3
2017-09-07,2017-09-08,CTS,C,4920.937372722372,8,4
2018-03-23,2018-03-26,CTS,C,5782.101412948787,9,5
2020-09-04,2020-09-07,CTS,C,3730.710650458224,12,9
2020-12-01,2020-12-02,CTS,C,4300.819248517523,13,9
2021-03-11,2021-03-12,CTS,C,8451.60991859839,14,8
2021-04-01,2021-04-02,CTS,C,8801.676601617257,15,11
2021-05-24,2021-05-25,CTS,C,8351.590866307284,16,4
2022-12-09,2022-12-12,CTS,C,10557.92,19,5
2023-03-16,2023-03-17,CTS,C,9998.560000000001,20,2
2023-12-04,2023-12-05,CTS,C,19997.120000000003,21,14
2024-03-05,2024-03-06,CTS,C,24996.4,22,1
2024-07-09,2024-07-10,CTS,C,29366.4,24,20
2025-03-20,2025-03-21,CTS,C,28457.440000000002,26,10
2025-05-30,2025-06-02,CTS,C,25870.4,27,9
2020-04-28,2020-04-29,DBC,A,8392.42025229512,11,8
2021-09-17,2021-09-20,DBC,A,22378.869231997982,17,2
2024-03-11,2024-03-12,DBC,A,23003.85146416647,22,5
2024-05-17,2024-05-20,DBC,A,25584.771384536365,23,2
2014-04-08,2014-04-10,DBC,C,3733.8282587848844,1,15
2014-06-18,2014-06-19,DBC,C,3331.008612608922,2,3
2015-01-09,2015-01-12,DBC,C,4643.456992103473,3,1
2015-10-19,2015-10-20,DBC,C,4147.678966040749,4,8
2016-09-27,2016-09-28,DBC,C,8084.624727781206,5,1
2017-03-28,2017-03-29,DBC,C,7161.23815423936,6,6
2017-05-31,2017-06-01,DBC,C,6691.281900367402,7,8
2019-07-11,2019-07-12,DBC,C,6197.225325784056,10,6
2020-05-08,2020-05-11,DBC,C,9104.412584168533,11,14
2020-09-11,2020-09-14,DBC,C,15391.153386880582,12,14
2020-12-10,2020-12-11,DBC,C,13566.070528437143,13,16
2021-03-04,2021-03-05,DBC,C,17419.71181018719,14,3
2021-05-28,2021-05-31,DBC,C,18798.25015487826,16,8
2021-09-17,2021-09-20,DBC,C,22378.869231997982,17,2
2023-04-10,2023-04-11,DBC,C,11221.390958129985,20,19
2023-11-16,2023-11-17,DBC,C,17954.225533007975,21,2
2024-03-08,2024-03-11,DBC,C,22143.54482404317,22,4
2024-05-16,2024-05-17,DBC,C,23864.158104289767,23,1
2024-06-21,2024-06-24,DBC,C,27305.384664782963,24,8
2024-10-01,2024-10-02,DBC,C,25652.54730713245,25,5
2025-06-04,2025-06-05,DBC,C,26174.294032023277,27,12
2020-04-22,2020-04-23,DCM,A,5897.692379687144,11,4
2020-09-14,2020-09-15,DCM,A,7021.06235677041,12,15
2021-03-03,2021-03-04,DCM,A,12184.243597595423,14,2
2021-06-10,2021-06-11,DCM,A,14295.191576510131,16,17
2021-09-30,2021-10-01,DCM,A,20523.105350559654,17,11
2021-12-01,2021-12-02,DCM,A,31170.430682804887,18,5
2024-05-21,2024-05-22,DCM,A,34959.32754401619,23,4
2024-07-08,2024-07-09,DCM,A,38536.47711511789,24,19
2015-11-03,2015-11-04,DCM,C,6469.407457309887,4,19
2016-09-27,2016-09-28,DCM,C,6122.212066041025,5,1
2017-09-19,2017-09-20,DCM,C,8101.225796273554,8,12
2018-04-05,2018-04-06,DCM,C,7667.231557187471,9,14
2019-07-29,2019-07-30,DCM,C,5237.095281899577,10,18
2020-04-20,2020-04-21,DCM,C,5188.565081653333,11,2
2020-08-26,2020-08-27,DCM,C,6431.2931188016955,12,3
2020-11-24,2020-11-25,DCM,C,9147.441241963737,13,4
2021-03-02,2021-03-03,DCM,C,11332.457571015804,14,1
2021-03-31,2021-04-01,DCM,C,13184.16632444976,15,10
2021-05-24,2021-05-25,DCM,C,13036.029624175042,16,4
2021-09-30,2021-10-01,DCM,C,20523.105350559654,17,11
2021-12-21,2021-12-22,DCM,C,31170.430682804887,18,19
2023-11-22,2023-11-23,DCM,C,29222.412254741736,21,6
2024-03-13,2024-03-14,DCM,C,32628.70570774844,22,7
2024-05-16,2024-05-17,DCM,C,33121.72186542046,23,1
2024-07-03,2024-07-04,DCM,C,35514.008321775305,24,16
2024-09-25,2024-09-26,DCM,C,37072.468793342574,25,1
2025-05-22,2025-05-23,DCM,C,31783.14840499306,27,3
2015-10-19,2015-10-20,DGC,A,6345.7885351403365,4,8
2016-09-27,2016-09-28,DGC,A,12264.474736164162,5,1
2020-08-24,2020-08-25,DGC,A,12590.622507013653,12,1
2020-11-20,2020-11-23,DGC,A,15734.206134249922,13,2
2021-03-03,2021-03-04,DGC,A,23617.59719944352,14,2
2021-05-21,2021-05-24,DGC,A,27534.472925459624,16,3
2021-09-17,2021-09-20,DGC,A,58171.42167350625,17,2
2021-12-09,2021-12-10,DGC,A,68254.468096914,18,11
2024-03-07,2024-03-08,DGC,A,113785.03979828936,22,3
2024-06-18,2024-06-19,DGC,A,122645.35027438565,24,5
2015-01-09,2015-01-12,DGC,C,4760.574635494757,3,1
2015-10-19,2015-10-20,DGC,C,6345.7885351403365,4,8
2016-09-27,2016-09-28,DGC,C,12264.474736164162,5,1
2017-06-15,2017-06-16,DGC,C,7102.730586335071,7,19
2019-07-22,2019-07-23,DGC,C,8496.90565911013,10,13
2020-04-17,2020-04-20,DGC,C,6868.881471207594,11,1
2020-08-24,2020-08-25,DGC,C,12590.622507013653,12,1
2020-11-20,2020-11-23,DGC,C,15734.206134249922,13,2
2021-03-03,2021-03-04,DGC,C,23617.59719944352,14,2
2021-04-07,2021-04-08,DGC,C,24258.64626628556,15,15
2021-05-21,2021-05-24,DGC,C,27534.472925459624,16,3
2021-09-17,2021-09-20,DGC,C,58171.42167350625,17,2
2021-12-09,2021-12-10,DGC,C,68254.468096914,18,11
2023-04-05,2023-04-06,DGC,C,48098.95587086015,20,16
2023-11-22,2023-11-23,DGC,C,87484.70309745574,21,6
2024-03-07,2024-03-08,DGC,C,113785.03979828936,22,3
2024-06-18,2024-06-19,DGC,C,122645.35027438565,24,5
2024-10-01,2024-10-02,DGC,C,108282.32066050323,25,5
2025-06-10,2025-06-11,DGC,C,87474.5810055866,27,16
2018-04-10,2018-04-11,DGW,A,5117.476949005661,9,17
2020-08-24,2020-08-25,DGW,A,9892.655866792264,12,1
2020-11-20,2020-11-23,DGW,A,14363.569867939688,13,2
2021-03-12,2021-03-15,DGW,A,24276.45611482764,14,9
2021-09-30,2021-10-01,DGW,A,48312.796887235076,17,11
2024-03-12,2024-03-13,DGW,A,48312.76518375821,22,6
2015-10-16,2015-10-19,DGW,C,4852.256665951172,4,7
2016-09-28,2016-09-29,DGW,C,2572.495132967903,5,2
2017-04-05,2017-04-07,DGW,C,3035.3662295572935,6,12
2017-06-12,2017-06-13,DGW,C,2822.1380233487102,7,16
2017-09-15,2017-09-18,DGW,C,3104.351825683581,8,10
2018-04-02,2018-04-03,DGW,C,4760.006132714824,9,11
2019-07-05,2019-07-08,DGW,C,4321.209188439318,10,2
2020-05-04,2020-05-05,DGW,C,5015.9204409253025,11,10
2020-08-24,2020-08-25,DGW,C,9892.655866792264,12,1
2020-11-20,2020-11-23,DGW,C,14363.569867939688,13,2
2021-03-05,2021-03-08,DGW,C,22860.32950812936,14,4
2021-05-24,2021-05-25,DGW,C,28120.228333008683,16,4
2021-10-01,2021-10-04,DGW,C,48760.514465802546,17,12
2023-12-04,2023-12-05,DGW,C,40122.88741543839,21,14
2024-03-08,2024-03-11,DGW,C,45758.12441198872,22,4
2024-05-17,2024-05-20,DGW,C,48087.355703896195,23,2
2025-03-11,2025-03-12,DGW,C,41071.040723981896,26,3
2025-06-03,2025-06-04,DGW,C,34150.0,27,11
2017-05-29,2017-05-30,DIG,A,5716.28033956599,7,6
2020-12-02,2020-12-03,DIG,A,14154.598936068172,13,10
2021-05-31,2021-06-01,DIG,A,19568.9031565053,16,9
2024-03-18,2024-03-19,DIG,A,26763.06946908695,22,10
2014-03-24,2014-03-25,DIG,C,6113.244252035838,1,4
2014-06-25,2014-06-26,DIG,C,4990.4034710496635,2,8
2015-10-08,2015-10-09,DIG,C,4899.668862485133,4,1
2016-10-12,2016-10-13,DIG,C,3224.3393790364416,5,12
2017-04-11,2017-04-12,DIG,C,4099.644806032484,6,15
2017-05-29,2017-05-30,DIG,C,5716.28033956599,7,6
2017-09-12,2017-09-13,DIG,C,6922.058223693191,8,7
2019-07-17,2019-07-18,DIG,C,7291.376435116041,10,10
2020-05-15,2020-05-18,DIG,C,6607.322550234947,11,19
2020-08-26,2020-08-27,DIG,C,7298.465076410151,12,3
2020-11-25,2020-11-26,DIG,C,11694.131542884446,13,5
2021-03-12,2021-03-15,DIG,C,17693.248670085213,14,9
2021-04-08,2021-04-09,DIG,C,18898.317690083,15,16
2021-05-24,2021-05-25,DIG,C,18471.581484177903,16,4
2021-10-06,2021-10-07,DIG,C,23746.948335250574,17,15
2021-12-16,2021-12-17,DIG,C,64364.86295047022,18,16
2023-04-05,2023-04-06,DIG,C,13662.56858195715,20,16
2024-03-07,2024-03-08,DIG,C,23779.78708884947,22,3
2025-03-14,2025-03-17,DIG,C,18332.05404667668,26,6
2025-06-04,2025-06-05,DIG,C,16725.63805104408,27,12
2015-10-15,2015-10-16,DPM,A,7436.644807661619,4,6
2020-08-26,2020-08-27,DPM,A,5946.15299878952,12,3
2020-12-08,2020-12-09,DPM,A,6745.167308001862,13,14
2021-03-17,2021-03-18,DPM,A,7631.555274975668,14,12
2021-06-10,2021-06-11,DPM,A,8245.14765889331,16,17
2021-10-01,2021-10-04,DPM,A,15320.041802067395,17,12
2014-07-07,2014-07-08,DPM,C,6866.541574665987,2,16
2015-01-09,2015-01-12,DPM,C,7088.731600285641,3,1
2015-10-15,2015-10-16,DPM,C,7436.644807661619,4,6
2017-05-31,2017-06-01,DPM,C,6728.957715385492,7,8
2020-04-20,2020-04-21,DPM,C,5100.091335397935,11,2
2020-08-24,2020-08-25,DPM,C,5908.989542547086,12,1
2020-12-08,2020-12-09,DPM,C,6745.167308001862,13,14
2021-03-02,2021-03-03,DPM,C,7017.962891058026,14,1
2021-04-01,2021-04-02,DPM,C,7861.652418944784,15,11
2021-06-02,2021-06-03,DPM,C,7669.9047989705205,16,11
2021-09-17,2021-09-20,DPM,C,14430.490987753805,17,2
2021-12-21,2021-12-22,DPM,C,21744.575460998883,18,19
2022-12-20,2022-12-21,DPM,C,19580.16847126791,19,12
2023-04-06,2023-04-07,DPM,C,17507.036968284505,20,17
2024-03-07,2024-03-08,DPM,C,18613.84704519121,22,3
2024-05-16,2024-05-17,DPM,C,18351.680185399786,23,1
2024-07-08,2024-07-09,DPM,C,20501.448435689475,24,19
2024-09-25,2024-09-26,DPM,C,20140.208574739307,25,1
2025-03-07,2025-03-10,DPM,C,20472.19003476248,26,1
2025-05-26,2025-05-27,DPM,C,19005.93858632679,27,5
2024-10-01,2024-10-02,DSE,C,22516.168532922613,25,5
2025-06-03,2025-06-04,DSE,C,21384.39673469387,27,11
2015-10-23,2015-10-26,DXG,A,6138.070676267973,4,12
2017-04-03,2017-04-04,DXG,A,8577.092819577072,6,10
2020-12-04,2020-12-07,DXG,A,10027.541203804085,13,12
2021-05-24,2021-05-25,DXG,A,17860.5026828699,16,4
2021-11-25,2021-11-26,DXG,A,22675.0729712957,18,1
2025-05-26,2025-05-27,DXG,A,15000.731707317067,27,5
2014-06-18,2014-06-19,DXG,C,3848.955209540955,2,3
2015-01-15,2015-01-16,DXG,C,3720.6567025562563,3,5
2015-10-15,2015-10-16,DXG,C,5834.205791304212,4,6
2016-10-04,2016-10-05,DXG,C,4895.600924416138,5,6
2017-04-03,2017-04-04,DXG,C,8577.092819577072,6,10
2017-09-27,2017-09-28,DXG,C,9772.29470043453,8,18
2018-03-19,2018-03-20,DXG,C,18056.32671984655,9,1
2019-07-12,2019-07-15,DXG,C,10028.891714403906,10,7
2020-09-16,2020-09-17,DXG,C,6955.1295891705095,12,17
2020-12-01,2020-12-02,DXG,C,9554.862493860457,13,9
2021-03-26,2021-03-29,DXG,C,16003.550608091367,14,19
2021-04-08,2021-04-09,DXG,C,16881.382497986673,15,16
2021-05-21,2021-05-24,DXG,C,16543.75484802694,16,3
2021-09-23,2021-09-24,DXG,C,15375.563179166262,17,6
2021-11-25,2021-11-26,DXG,C,22675.0729712957,18,1
2023-04-03,2023-04-04,DXG,C,10483.338531249725,20,14
2023-11-22,2023-11-23,DXG,C,16618.032931018082,21,6
2024-03-18,2024-03-19,DXG,C,15742.071151157377,22,10
2024-09-25,2024-09-26,DXG,C,13364.362487701314,25,1
2025-03-11,2025-03-12,DXG,C,14359.674796747962,26,3
2025-05-26,2025-05-27,DXG,C,15000.731707317067,27,5
2025-06-06,2025-06-09,DXS,A,8990.0,27,14
2021-10-11,2021-10-12,DXS,C,19705.482831874815,17,18
2021-11-29,2021-11-30,DXS,C,19144.250725903697,18,3
2023-04-11,2023-04-12,DXS,C,5482.2488584474895,20,20
2023-12-06,2023-12-07,DXS,C,8150.0,21,16
2024-03-21,2024-03-22,DXS,C,7390.0,22,13
2024-05-20,2024-05-21,DXS,C,7820.0,23,3
2024-09-25,2024-09-26,DXS,C,6010.0,25,1
2025-03-07,2025-03-10,DXS,C,7270.0,26,1
2025-05-23,2025-05-26,DXS,C,6720.0,27,4
2021-04-06,2021-04-07,EIB,A,15031.762158283886,15,14
2021-05-26,2021-05-27,EIB,A,19901.663505460092,16,6
2024-09-27,2024-09-30,EIB,A,18550.0,25,3
2025-05-29,2025-05-30,EIB,A,23200.0,27,8
2014-03-24,2014-03-25,EIB,C,9384.624556098357,1,4
2014-06-19,2014-06-20,EIB,C,8700.890406954819,2,4
2015-01-09,2015-01-12,EIB,C,8635.95838899247,3,1
2017-03-21,2017-03-22,EIB,C,7661.978119557229,6,1
2017-05-22,2017-05-23,EIB,C,7337.318029745482,7,1
2017-09-14,2017-09-15,EIB,C,8019.10421835015,8,9
2019-07-08,2019-07-09,EIB,C,12044.889332015813,10,3
2020-05-18,2020-05-19,EIB,C,10259.258838051204,11,20
2020-08-28,2020-08-31,EIB,C,11363.103143411145,12,5
2021-03-18,2021-03-19,EIB,C,12466.947448771085,14,13
2021-03-30,2021-03-31,EIB,C,12759.141529601657,15,9
