rs_formula,rs_threshold,n_within_high,hard_stop,slots,entry_option,CAGR,Sharpe_rf3,MaxDD,MaxDD_duration_days,hit_rate,turnover,total_cost_drag_pct,num_trades,avg_hold_days,sanity,error
roc126,60.0,0.2,0.07,5,A,0.09340313430515668,0.6065467574479388,-0.08529783464697456,186.0,0.5,3.672784044824843,4.108506325477519,30.0,47.03333333333333,OK,
roc126,60.0,0.2,0.07,5,C,0.021530775171055172,-0.06745349790919893,-0.15923012605638281,229.0,0.41509433962264153,6.636920093291766,6.797143651245564,53.0,31.849056603773583,OK,
roc126,60.0,0.2,0.07,8,A,0.08080954309243582,0.3674381305123345,-0.10988325033949514,187.0,0.42857142857142855,5.14562188037621,5.650694059853441,42.0,42.23809523809524,OK,
roc126,60.0,0.2,0.07,8,C,0.12269923927983384,0.49044382984048557,-0.184033557967456,186.0,0.43548387096774194,8.097087719018358,9.535245896538667,62.0,37.854838709677416,OK,
roc126,70.0,0.15,0.07,5,A,0.10415904347970062,0.6354000944290022,-0.08453334794298727,186.0,0.52,3.0483665504631414,3.4607178661145963,25.0,56.56,OK,
roc126,70.0,0.15,0.07,5,C,0.08063626754895559,0.3841056167275418,-0.13642387280838927,187.0,0.43902439024390244,5.414430967575205,6.201954416083338,41.0,41.926829268292686,OK,
roc126,70.0,0.15,0.07,8,A,0.04726396397686172,0.13984274261596286,-0.11640819494322042,228.0,0.4166666666666667,4.585294015614368,4.971806433667535,36.0,46.19444444444444,OK,
roc126,70.0,0.15,0.07,8,C,0.106499896115964,0.4041878240096089,-0.19728121213827696,185.0,0.38,6.545214382423352,7.703119609737881,50.0,45.68,OK,
roc126,70.0,0.1,0.07,5,A,0.10415904347970062,0.6354000944290022,-0.08453334794298727,186.0,0.52,3.0483665504631414,3.4607178661145963,25.0,56.56,OK,
roc126,70.0,0.1,0.07,5,C,0.07832539886645629,0.3718365155240036,-0.12409850767255998,187.0,0.45454545454545453,4.2878175123313484,4.845556975196561,33.0,47.39393939393939,OK,
roc126,70.0,0.1,0.07,8,A,0.04726396397686172,0.13984274261596286,-0.11640819494322042,228.0,0.4166666666666667,4.585294015614368,4.971806433667535,36.0,46.19444444444444,OK,
roc126,70.0,0.1,0.07,8,C,0.11444662840704578,0.40538488154445823,-0.17212679943068213,185.0,0.4186046511627907,5.443375632336604,6.3707900904844,43.0,47.627906976744185,OK,
roc126,70.0,0.15,0.08,5,A,0.11348570849917095,0.7018705659704275,-0.08453333929811008,186.0,0.6086956521739131,2.8180094048219835,3.2510322280881163,23.0,62.30434782608695,OK,
roc126,70.0,0.15,0.08,5,C,0.09502451789622346,0.4160257948451196,-0.14636984995283464,187.0,0.4594594594594595,4.8812620301769885,5.6696969395636785,37.0,48.7027027027027,OK,
roc126,70.0,0.15,0.08,8,A,0.05707697488806507,0.21427760045431274,-0.11618978179830267,228.0,0.47058823529411764,4.3329703708856,4.771577722234943,34.0,50.76470588235294,OK,
roc126,70.0,0.15,0.08,8,C,0.06418590625518461,0.18222456941277446,-0.2132007808639134,185.0,0.37254901960784315,6.634691619765698,7.530113515676264,51.0,45.07843137254902,OK,
roc126,70.0,0.1,0.06,5,A,0.10150501344693219,0.6127543027044485,-0.08406012752307075,186.0,0.5,3.1571995286170154,3.56928309643798,26.0,54.38461538461539,OK,
roc126,70.0,0.1,0.06,5,C,0.07056980424391557,0.31139819557845894,-0.14226099329828482,187.0,0.4444444444444444,4.687245244177925,5.265931733726209,36.0,44.888888888888886,OK,
roc126,70.0,0.1,0.06,8,A,0.04860370953534621,0.15160728821938277,-0.10456294164251251,185.0,0.40540540540540543,4.69210254491991,5.078732387347375,37.0,44.4054054054054,OK,
roc126,70.0,0.1,0.06,8,C,0.11823307576709463,0.42260564896926545,-0.17462874561930167,187.0,0.4318181818181818,5.590826302391869,6.585798977832518,44.0,46.20454545454545,OK,
roc126,70.0,0.1,0.08,5,A,0.11348570849917095,0.7018705659704275,-0.08453333929811008,186.0,0.6086956521739131,2.8180094048219835,3.2510322280881163,23.0,62.30434782608695,OK,
roc126,70.0,0.1,0.08,5,C,0.09341964526015123,0.4123074119398915,-0.12839023766574456,187.0,0.4838709677419355,4.0121447326073625,4.602669498865055,31.0,54.29032258064516,OK,
roc126,70.0,0.1,0.08,8,A,0.05707697488806507,0.21427760045431274,-0.11618978179830267,228.0,0.47058823529411764,4.3329703708856,4.771577722234943,34.0,50.76470588235294,OK,
roc126,70.0,0.1,0.08,8,C,0.07793731998508657,0.24758334733911194,-0.1733888158486111,185.0,0.38095238095238093,5.381839970396656,6.083108282074402,42.0,50.45238095238095,OK,
roc126,70.0,0.15,0.06,5,A,0.10150501344693219,0.6127543027044485,-0.08406012752307075,186.0,0.5,3.1571995286170154,3.56928309643798,26.0,54.38461538461539,OK,
roc126,70.0,0.15,0.06,5,C,0.07858308528914026,0.36778265759933787,-0.1522947450300731,187.0,0.4772727272727273,5.82019988720384,6.679313459194183,44.0,39.84090909090909,OK,
roc126,70.0,0.15,0.06,8,A,0.04860370953534621,0.15160728821938277,-0.10456294164251251,185.0,0.40540540540540543,4.69210254491991,5.078732387347375,37.0,44.4054054054054,OK,
roc126,70.0,0.15,0.06,8,C,0.11613920651783616,0.45641206699451176,-0.18548872768681032,187.0,0.4230769230769231,6.832732957949396,8.119337728176705,52.0,43.71153846153846,OK,
roc126,70.0,0.2,0.07,5,A,0.10415904347970062,0.6354000944290022,-0.08453334794298727,186.0,0.52,3.0483665504631414,3.4607178661145963,25.0,56.56,OK,
roc126,70.0,0.2,0.07,5,C,0.0931727240281437,0.4721911081297674,-0.13485491647614004,187.0,0.4666666666666667,5.991539556801779,6.897204483597038,45.0,41.82222222222222,OK,
roc126,70.0,0.2,0.07,8,A,0.04726396397686172,0.13984274261596286,-0.11640819494322042,228.0,0.4166666666666667,4.585294015614368,4.971806433667535,36.0,46.19444444444444,OK,
roc126,70.0,0.2,0.07,8,C,0.1297300487575861,0.5229987169768082,-0.17756573180045263,185.0,0.43636363636363634,7.303715154640582,8.683445458353653,55.0,44.67272727272727,OK,
roc126,70.0,0.2,0.08,5,A,0.11348570849917095,0.7018705659704275,-0.08453333929811008,186.0,0.6086956521739131,2.8180094048219835,3.2510322280881163,23.0,62.30434782608695,OK,
roc126,70.0,0.2,0.08,5,C,0.10788144972014635,0.4928352993991089,-0.1416570892735836,187.0,0.4878048780487805,5.459607243276111,6.3740673790478075,41.0,47.926829268292686,OK,
roc126,70.0,0.2,0.08,8,A,0.060345639940305285,0.24150495851655174,-0.11724910947006105,228.0,0.47058823529411764,4.34120113102695,4.802464688080872,34.0,49.73529411764706,OK,
roc126,70.0,0.2,0.08,8,C,0.09199339637457671,0.3245197674950521,-0.20211756030313033,185.0,0.41509433962264153,6.921996415725778,7.954618501017244,53.0,46.905660377358494,OK,
roc126,70.0,0.2,0.06,5,A,0.10150501344693219,0.6127543027044485,-0.08406012752307075,186.0,0.5,3.1571995286170154,3.56928309643798,26.0,54.38461538461539,OK,
roc126,70.0,0.2,0.06,5,C,0.0995727176880854,0.5176443404100058,-0.1530036317753236,187.0,0.5,6.116336332074253,7.070703241382327,46.0,40.97826086956522,OK,
roc126,70.0,0.2,0.06,8,A,0.04860370953534621,0.15160728821938277,-0.10456294164251251,185.0,0.40540540540540543,4.69210254491991,5.078732387347375,37.0,44.4054054054054,OK,
roc126,70.0,0.2,0.06,8,C,0.14902368669398625,0.6218550362032128,-0.18048374598834652,187.0,0.5,7.453499944607672,9.004729851918066,56.0,44.642857142857146,OK,
roc126,80.0,0.1,0.06,5,A,0.07156731172555841,0.43707482282594956,-0.06485922469304832,186.0,0.4,3.120850965763264,3.4331070321708017,25.0,53.04,OK,
roc126,80.0,0.1,0.06,5,C,-0.008689820407219107,-0.32535232422288873,-0.15369553992251986,229.0,0.2857142857142857,4.366009050735848,4.364766740183271,35.0,37.48571428571429,OK,
roc126,80.0,0.1,0.06,8,A,0.009065261390520662,-0.21207389878573055,-0.1453169108584015,228.0,0.3333333333333333,4.618742596567993,4.8069805929738365,36.0,40.69444444444444,OK,
roc126,80.0,0.1,0.06,8,C,0.04950826978545342,0.11803169863381463,-0.1434588188354107,187.0,0.36585365853658536,5.164153926641559,5.50792934166612,41.0,41.24390243902439,OK,
roc126,80.0,0.1,0.07,5,A,0.06891552845548299,0.4078092697870885,-0.0648631012903892,186.0,0.4,3.1236721109160026,3.4307717010171923,25.0,53.2,OK,
roc126,80.0,0.1,0.07,5,C,-0.0034871585980273956,-0.2751006626153898,-0.13713350941376262,229.0,0.3333333333333333,4.092723275980887,4.103193335617474,33.0,43.27272727272727,OK,
roc126,80.0,0.1,0.07,8,A,0.01374151980042071,-0.1651403497838687,-0.13908381322907518,228.0,0.34285714285714286,4.470403613529211,4.674143778642855,35.0,41.97142857142857,OK,
roc126,80.0,0.1,0.07,8,C,0.052965424801315164,0.13561934306855686,-0.14704520082058692,185.0,0.358974358974359,4.8556310353862635,5.170230392401345,39.0,45.56410256410256,OK,
roc126,80.0,0.15,0.06,5,A,0.07156731172555841,0.43707482282594956,-0.06485922469304832,186.0,0.4,3.120850965763264,3.4331070321708017,25.0,53.04,OK,
roc126,80.0,0.15,0.06,5,C,0.001482499171196805,-0.24314311465100305,-0.15510826358237306,230.0,0.3333333333333333,5.278766372163997,5.416941993704824,42.0,37.73809523809524,OK,
roc126,80.0,0.15,0.06,8,A,0.009065261390520662,-0.21207389878573055,-0.1453169108584015,228.0,0.3333333333333333,4.618742596567993,4.8069805929738365,36.0,40.69444444444444,OK,
roc126,80.0,0.15,0.06,8,C,0.04194224262977042,0.07172508620226038,-0.16168464481308303,187.0,0.36,6.324850226166576,6.731975202853384,50.0,34.8,OK,
roc126,80.0,0.1,0.08,5,A,0.07641949259664393,0.4777690148967932,-0.07359018192234215,186.0,0.4583333333333333,3.012914045541223,3.3482256888459094,24.0,54.833333333333336,OK,
roc126,80.0,0.1,0.08,5,C,0.004671239245567893,-0.1733714917406267,-0.1512202666844248,228.0,0.41935483870967744,3.8696033637734684,3.9533861368356162,31.0,47.87096774193548,OK,
roc126,80.0,0.1,0.08,8,A,0.05667693209610647,0.25215702451940464,-0.1034060604465459,187.0,0.3939393939393939,4.158392986716838,4.530597202277487,33.0,47.75757575757576,OK,
roc126,80.0,0.1,0.08,8,C,0.011105654782624708,-0.10681342858105648,-0.1819242595526635,228.0,0.35135135135135137,4.626008345386785,4.7866500072904365,37.0,51.270270270270274,OK,
roc126,80.0,0.15,0.07,5,A,0.06891552845548299,0.4078092697870885,-0.0648631012903892,186.0,0.4,3.1236721109160026,3.4307717010171923,25.0,53.2,OK,
roc126,80.0,0.15,0.07,5,C,-0.002591712700691251,-0.27832296968186615,-0.15203306079363726,230.0,0.325,5.001750057454233,5.102724340999013,40.0,40.575,OK,
roc126,80.0,0.15,0.07,8,A,0.01374151980042071,-0.1651403497838687,-0.13908381322907518,228.0,0.34285714285714286,4.470403613529211,4.674143778642855,35.0,41.97142857142857,OK,
roc126,80.0,0.15,0.07,8,C,0.040272993863800455,0.05910669086688248,-0.1733472398118267,185.0,0.3125,6.031026909009841,6.402809579196828,48.0,40.979166666666664,OK,
roc126,80.0,0.15,0.08,5,A,0.07641949259664393,0.4777690148967932,-0.07359018192234215,186.0,0.4583333333333333,3.012914045541223,3.3482256888459094,24.0,54.833333333333336,OK,
roc126,80.0,0.15,0.08,5,C,0.021584144897969004,-0.059070891249896416,-0.15751700582784164,185.0,0.37142857142857144,4.424295483565635,4.65237114871899,35.0,48.857142857142854,OK,
roc126,80.0,0.15,0.08,8,A,0.05667693209610647,0.25215702451940464,-0.1034060604465459,187.0,0.3939393939393939,4.158392986716838,4.530597202277487,33.0,47.75757575757576,OK,
roc126,80.0,0.15,0.08,8,C,-0.015304491841888312,-0.29476601306577443,-0.2008420099032856,185.0,0.32653061224489793,6.088960283578395,6.199325365220303,49.0,41.16326530612245,OK,
roc126,80.0,0.2,0.06,5,A,0.07156731172555841,0.43707482282594956,-0.06485922469304832,186.0,0.4,3.120850965763264,3.4331070321708017,25.0,53.04,OK,
roc126,80.0,0.2,0.06,5,C,0.025280512503888852,-0.038777866494777165,-0.14940328920429471,230.0,0.4222222222222222,5.6565480879568275,5.849362433818167,45.0,39.266666666666666,OK,
roc126,80.0,0.2,0.06,8,A,0.009065261390520662,-0.21207389878573055,-0.1453169108584015,228.0,0.3333333333333333,4.618742596567993,4.8069805929738365,36.0,40.69444444444444,OK,
roc126,80.0,0.2,0.06,8,C,0.06746922355397778,0.21710532279113479,-0.15068016760802774,187.0,0.3888888888888889,6.857224776226152,7.363175987816478,54.0,38.25925925925926,OK,
roc126,80.0,0.2,0.07,5,A,0.06891552845548299,0.4078092697870885,-0.0648631012903892,186.0,0.4,3.1236721109160026,3.4307717010171923,25.0,53.2,OK,
roc126,80.0,0.2,0.07,5,C,0.010392322693591138,-0.16261330161845403,-0.1466114137253647,230.0,0.3488372093023256,5.3673144634047345,5.502158605978367,43.0,41.2093023255814,OK,
roc126,80.0,0.2,0.07,8,A,0.01374151980042071,-0.1651403497838687,-0.13908381322907518,228.0,0.34285714285714286,4.470403613529211,4.674143778642855,35.0,41.97142857142857,OK,
roc126,80.0,0.2,0.07,8,C,0.0597366780295816,0.1672595421011721,-0.16196258895144663,185.0,0.36538461538461536,6.575940781330132,7.0287041684372,52.0,42.03846153846154,OK,
roc126,80.0,0.2,0.08,5,A,0.07641949259664393,0.4777690148967932,-0.07359018192234215,186.0,0.4583333333333333,3.012914045541223,3.3482256888459094,24.0,54.833333333333336,OK,
roc126,80.0,0.2,0.08,5,C,0.03849140859615807,0.05827094315194053,-0.1521292840377203,185.0,0.40540540540540543,4.679401361485214,4.943006488991852,37.0,50.567567567567565,OK,
roc126,80.0,0.2,0.08,8,A,0.05667693209610647,0.25215702451940464,-0.1034060604465459,187.0,0.3939393939393939,4.158392986716838,4.530597202277487,33.0,47.75757575757576,OK,
roc126,80.0,0.2,0.08,8,C,0.0036083085429279294,-0.16577620953792035,-0.18118140367925228,185.0,0.34615384615384615,6.451094271930984,6.607318935202179,52.0,43.0,OK,
