c_yoy,a_cagr,n_proximity,hard_stop,slots,entry_option,CAGR,Sharpe_rf3,MaxDD,MaxDD_duration_days,hit_rate,turnover,total_cost_drag_pct,num_trades,avg_hold_days,sanity_flag,error
0.1,0.1,0.1,0.1,5,C,0.0280828262437689,-0.012222342749483443,-0.19791324563140117,382,0.43478260869565216,5.767697494929819,5.904170159641491,46,33.608695652173914,OK,
0.1,0.1,0.1,0.08,5,A,0.02413331846268818,-0.04788713775530902,-0.15852217164260282,383,0.53125,3.94140985469376,4.064243565811349,32,40.46875,OK,
0.1,0.1,0.1,0.08,5,C,0.026976799785501493,-0.019252773186217646,-0.19823456669851472,382,0.425531914893617,5.9294947516589085,6.080813809776434,47,32.8936170212766,OK,
0.1,0.1,0.1,0.08,8,A,0.022309124520873302,-0.057313421093729486,-0.16879763658557279,383,0.5263157894736842,4.702462559246456,4.836658034287715,38,38.05263157894737,OK,
0.1,0.1,0.1,0.08,8,C,0.03122427705548958,0.006701470731734451,-0.23055314380166653,382,0.4375,8.04033670243044,8.269006036443736,64,32.609375,OK,
0.1,0.1,0.15,0.07,8,A,0.022399912779199616,-0.0566774867953934,-0.16879763658557279,383,0.5263157894736842,4.702186843289607,4.836660274281451,38,37.973684210526315,OK,
0.1,0.1,0.15,0.07,8,C,0.01918746948619998,-0.06905029855690327,-0.19698138102689422,393,0.3698630136986301,9.190804165368341,9.30685631745307,73,29.958904109589042,OK,
0.1,0.1,0.15,0.07,10,A,0.022399912779199616,-0.0566774867953934,-0.16879763658557279,383,0.5263157894736842,4.702186843289607,4.836660274281451,38,37.973684210526315,OK,
0.1,0.1,0.15,0.07,10,C,0.01918746948619998,-0.06905029855690327,-0.19698138102689422,393,0.3698630136986301,9.190804165368341,9.30685631745307,73,29.958904109589042,OK,
0.1,0.1,0.15,0.06,5,A,0.025624420873459286,-0.0355384878083914,-0.15920105486210587,383,0.5454545454545454,4.069631809895159,4.208303823523576,33,38.81818181818182,OK,
0.1,0.1,0.15,0.06,5,C,0.023150882066408807,-0.05270388847778498,-0.163073583816658,393,0.38596491228070173,7.286032185249186,7.47931207078051,57,28.333333333333332,OK,
0.1,0.1,0.15,0.06,8,A,0.023140367321171196,-0.05141702562633012,-0.16826413277298313,383,0.5263157894736842,4.710630403532994,4.853902194312038,38,36.71052631578947,OK,
0.1,0.1,0.15,0.06,8,C,0.02129605685191205,-0.05575276179621498,-0.1968825512835986,393,0.3684210526315789,9.584699684195135,9.758953699338045,76,28.17105263157895,OK,
0.1,0.1,0.1,0.07,8,A,0.022399912779199616,-0.0566774867953934,-0.16879763658557279,383,0.5263157894736842,4.702186843289607,4.836660274281451,38,37.973684210526315,OK,
0.1,0.1,0.1,0.07,8,C,0.029718670694660165,-0.0017952758179836858,-0.1976710858967136,382,0.4153846153846154,8.186516897764532,8.41416961153375,65,31.523076923076925,OK,
0.1,0.1,0.1,0.07,10,A,0.022399912779199616,-0.0566774867953934,-0.16879763658557279,383,0.5263157894736842,4.702186843289607,4.836660274281451,38,37.973684210526315,OK,
0.1,0.1,0.1,0.07,10,C,0.029718670694660165,-0.0017952758179836858,-0.1976710858967136,382,0.4153846153846154,8.186516897764532,8.41416961153375,65,31.523076923076925,OK,
0.1,0.1,0.05,0.1,8,A,0.017224827456301606,-0.09476982980436155,-0.168310663634147,383,0.5263157894736842,4.697784239192121,4.7970006988752,38,38.578947368421055,OK,
0.1,0.1,0.05,0.1,8,C,0.01103035937670338,-0.1284128023486435,-0.18262717481324678,382,0.43137254901960786,6.166159505870794,6.123976930825175,51,33.78431372549019,OK,
0.1,0.1,0.05,0.1,10,A,0.017224827456301606,-0.09476982980436155,-0.168310663634147,383,0.5263157894736842,4.697784239192121,4.7970006988752,38,38.578947368421055,OK,
0.1,0.1,0.05,0.1,10,C,0.01103035937670338,-0.1284128023486435,-0.18262717481324678,382,0.43137254901960786,6.166159505870794,6.123976930825175,51,33.78431372549019,OK,
0.1,0.1,0.15,0.06,10,A,0.023140367321171196,-0.05141702562633012,-0.16826413277298313,383,0.5263157894736842,4.710630403532994,4.853902194312038,38,36.71052631578947,OK,
0.1,0.1,0.15,0.06,10,C,0.023438686518018725,-0.04193475741590786,-0.1973498005951543,393,0.3815789473684211,9.599520603589628,9.811512395930542,76,28.236842105263158,OK,
0.1,0.1,0.15,0.07,5,A,0.02422346228815564,-0.047191880897945765,-0.15852217164260282,383,0.53125,3.94117934247938,4.064245805805085,32,40.375,OK,
0.1,0.1,0.15,0.07,5,C,0.02053384735527297,-0.07259327317402026,-0.16364973902466654,393,0.38181818181818183,7.0154230925789305,7.170729322977183,55,29.563636363636363,OK,
0.1,0.1,0.15,0.08,5,A,0.02413331846268818,-0.04788713775530902,-0.15852217164260282,383,0.53125,3.94140985469376,4.064243565811349,32,40.46875,OK,
0.1,0.1,0.15,0.08,5,C,0.022320565984292218,-0.04875674357642442,-0.19850062577574995,393,0.4074074074074074,6.862246450936666,7.021051409378789,54,30.814814814814813,OK,
0.1,0.1,0.15,0.08,8,A,0.022309124520873302,-0.057313421093729486,-0.16879763658557279,383,0.5263157894736842,4.702462559246456,4.836658034287715,38,38.05263157894737,OK,
0.1,0.1,0.15,0.08,8,C,0.021699368463926838,-0.045350894027561206,-0.23067037068255802,393,0.39436619718309857,8.939033989472527,9.072199109993921,71,31.225352112676056,OK,
0.1,0.1,0.2,0.06,5,A,0.025624420873459286,-0.0355384878083914,-0.15920105486210587,383,0.5454545454545454,4.069631809895159,4.208303823523576,33,38.81818181818182,OK,
0.1,0.1,0.2,0.06,5,C,0.03232221425020132,0.01759366120224596,-0.1638632018244095,383,0.4307692307692308,8.355042571689857,8.637368045392819,65,28.446153846153845,OK,
0.1,0.1,0.2,0.06,8,A,0.023140367321171196,-0.05141702562633012,-0.16826413277298313,383,0.5263157894736842,4.710630403532994,4.853902194312038,38,36.71052631578947,OK,
0.1,0.1,0.2,0.06,8,C,0.027594026033107122,-0.015135048179681752,-0.19744098245596564,383,0.3953488372093023,10.939578701649019,11.209455512269173,86,28.08139534883721,OK,
0.1,0.1,0.15,0.08,10,A,0.022309124520873302,-0.057313421093729486,-0.16879763658557279,383,0.5263157894736842,4.702462559246456,4.836658034287715,38,38.05263157894737,OK,
0.1,0.1,0.15,0.08,10,C,0.021699368463926838,-0.045350894027561206,-0.23067037068255802,393,0.39436619718309857,8.939033989472527,9.072199109993921,71,31.225352112676056,OK,
0.1,0.1,0.15,0.1,5,A,0.019326198412582096,-0.08605226431672043,-0.159327491468858,383,0.53125,3.9395662168243493,4.034289079681264,32,41.09375,OK,
0.1,0.1,0.15,0.1,5,C,0.023385754117646318,-0.04205843398355912,-0.19810186743588826,393,0.41509433962264153,6.702414713531222,6.84404028526539,53,31.39622641509434,OK,
0.1,0.1,0.2,0.07,8,A,0.022399912779199616,-0.0566774867953934,-0.16879763658557279,383,0.5263157894736842,4.702186843289607,4.836660274281451,38,37.973684210526315,OK,
0.1,0.1,0.2,0.07,8,C,0.023736088048055493,-0.039304979797054045,-0.19737122685119757,383,0.39285714285714285,10.64599458432275,10.80522484578933,84,29.404761904761905,OK,
