date,nav,cash,deployed_pct,open_slots
2019-04-10,1000000000.0,1000000000.0,0.0,0
2019-04-11,1000000000.0,1000000000.0,0.0,0
2019-04-12,1000000000.0,1000000000.0,0.0,0
2019-04-16,1000000000.0,1000000000.0,0.0,0
2019-04-17,1000000000.0,1000000000.0,0.0,0
2019-04-18,1000000000.0,1000000000.0,0.0,0
2019-04-19,1000000000.0,1000000000.0,0.0,0
2019-04-22,1000000000.0,1000000000.0,0.0,0
2019-04-23,1000000000.0,1000000000.0,0.0,0
2019-04-24,1000000000.0,1000000000.0,0.0,0
2019-04-25,1000000000.0,1000000000.0,0.0,0
2019-04-26,1000000000.0,1000000000.0,0.0,0
2019-05-02,1000000000.0,1000000000.0,0.0,0
2019-05-03,1000000000.0,1000000000.0,0.0,0
2019-05-06,1000000000.0,1000000000.0,0.0,0
2019-05-07,1000000000.0,1000000000.0,0.0,0
2019-05-08,1000000000.0,1000000000.0,0.0,0
2019-05-09,1000000000.0,1000000000.0,0.0,0
2019-05-10,1000000000.0,1000000000.0,0.0,0
2019-05-13,1000000000.0,1000000000.0,0.0,0
2019-05-14,1000000000.0,1000000000.0,0.0,0
2019-05-15,1000000000.0,1000000000.0,0.0,0
2019-05-16,1000000000.0,1000000000.0,0.0,0
2019-05-17,1000000000.0,1000000000.0,0.0,0
2019-05-20,1000000000.0,1000000000.0,0.0,0
2019-05-21,1000000000.0,1000000000.0,0.0,0
2019-05-22,1000000000.0,1000000000.0,0.0,0
2019-05-23,1000000000.0,1000000000.0,0.0,0
2019-05-24,1000000000.0,1000000000.0,0.0,0
2019-05-27,1000000000.0,1000000000.0,0.0,0
2019-05-28,1000000000.0,1000000000.0,0.0,0
2019-05-29,1000000000.0,1000000000.0,0.0,0
2019-05-30,1000000000.0,1000000000.0,0.0,0
2019-05-31,1000000000.0,1000000000.0,0.0,0
2019-06-03,1000000000.0,1000000000.0,0.0,0
2019-06-04,1000000000.0,1000000000.0,0.0,0
2019-06-05,1000000000.0,1000000000.0,0.0,0
2019-06-06,1000000000.0,1000000000.0,0.0,0
2019-06-07,1000000000.0,1000000000.0,0.0,0
2019-06-10,1000000000.0,1000000000.0,0.0,0
2019-06-11,1000000000.0,1000000000.0,0.0,0
2019-06-12,1000000000.0,1000000000.0,0.0,0
2019-06-13,1000000000.0,1000000000.0,0.0,0
2019-06-14,1000000000.0,1000000000.0,0.0,0
2019-06-17,1000000000.0,1000000000.0,0.0,0
2019-06-18,1000000000.0,1000000000.0,0.0,0
2019-06-19,1000000000.0,1000000000.0,0.0,0
2019-06-20,1000000000.0,1000000000.0,0.0,0
2019-06-21,1000000000.0,1000000000.0,0.0,0
2019-06-24,1000000000.0,1000000000.0,0.0,0
2019-06-25,1000000000.0,1000000000.0,0.0,0
2019-06-26,1000000000.0,1000000000.0,0.0,0
2019-06-27,1000000000.0,1000000000.0,0.0,0
2019-06-28,1000000000.0,1000000000.0,0.0,0
2019-07-01,1000000000.0,1000000000.0,0.0,0
2019-07-02,1000000000.0,1000000000.0,0.0,0
2019-07-03,1000000000.0,1000000000.0,0.0,0
2019-07-04,1000000000.0,1000000000.0,0.0,0
2019-07-05,1000000000.0,1000000000.0,0.0,0
2019-07-08,1000000000.0,1000000000.0,0.0,0
2019-07-09,1000000000.0,1000000000.0,0.0,0
2019-07-10,1000000000.0,1000000000.0,0.0,0
2019-07-11,1000000000.0,1000000000.0,0.0,0
2019-07-12,1000000000.0,1000000000.0,0.0,0
2019-07-15,1000000000.0,1000000000.0,0.0,0
2019-07-16,1000000000.0,1000000000.0,0.0,0
2019-07-17,1000000000.0,1000000000.0,0.0,0
2019-07-18,1000000000.0,1000000000.0,0.0,0
2019-07-19,1000000000.0,1000000000.0,0.0,0
2019-07-22,1000000000.0,1000000000.0,0.0,0
2019-07-23,1000000000.0,1000000000.0,0.0,0
2019-07-24,1000000000.0,1000000000.0,0.0,0
2019-07-25,1000000000.0,1000000000.0,0.0,0
2019-07-26,1000000000.0,1000000000.0,0.0,0
2019-07-29,1000000000.0,1000000000.0,0.0,0
2019-07-30,1000000000.0,1000000000.0,0.0,0
2019-07-31,1000000000.0,1000000000.0,0.0,0
2019-08-01,1000000000.0,1000000000.0,0.0,0
2019-08-02,1000000000.0,1000000000.0,0.0,0
2019-08-05,1000000000.0,1000000000.0,0.0,0
2019-08-06,1000000000.0,1000000000.0,0.0,0
2019-08-07,1000000000.0,1000000000.0,0.0,0
2019-08-08,1000000000.0,1000000000.0,0.0,0
2019-08-09,1000000000.0,1000000000.0,0.0,0
2019-08-12,1000000000.0,1000000000.0,0.0,0
2019-08-13,1000000000.0,1000000000.0,0.0,0
2019-08-14,1000000000.0,1000000000.0,0.0,0
2019-08-15,1000000000.0,1000000000.0,0.0,0
2019-08-16,1000000000.0,1000000000.0,0.0,0
2019-08-19,1000000000.0,1000000000.0,0.0,0
2019-08-20,1000000000.0,1000000000.0,0.0,0
2019-08-21,1000000000.0,1000000000.0,0.0,0
2019-08-22,1000000000.0,1000000000.0,0.0,0
2019-08-23,1000000000.0,1000000000.0,0.0,0
2019-08-26,1000000000.0,1000000000.0,0.0,0
2019-08-27,1000000000.0,1000000000.0,0.0,0
2019-08-28,1000000000.0,1000000000.0,0.0,0
2019-08-29,1000000000.0,1000000000.0,0.0,0
2019-08-30,1000000000.0,1000000000.0,0.0,0
2019-09-03,1000000000.0,1000000000.0,0.0,0
2019-09-04,1000000000.0,1000000000.0,0.0,0
2019-09-05,1000000000.0,1000000000.0,0.0,0
2019-09-06,1000000000.0,1000000000.0,0.0,0
2019-09-09,1000000000.0,1000000000.0,0.0,0
2019-09-10,1000000000.0,1000000000.0,0.0,0
2019-09-11,1000000000.0,1000000000.0,0.0,0
2019-09-12,1000000000.0,1000000000.0,0.0,0
2019-09-13,1000000000.0,1000000000.0,0.0,0
2019-09-16,1000000000.0,1000000000.0,0.0,0
2019-09-17,1000000000.0,1000000000.0,0.0,0
2019-09-18,1000000000.0,1000000000.0,0.0,0
2019-09-19,1000000000.0,1000000000.0,0.0,0
2019-09-20,1000000000.0,1000000000.0,0.0,0
2019-09-23,1000000000.0,1000000000.0,0.0,0
2019-09-24,1000000000.0,1000000000.0,0.0,0
2019-09-25,1000000000.0,1000000000.0,0.0,0
2019-09-26,1000000000.0,1000000000.0,0.0,0
2019-09-27,1000000000.0,1000000000.0,0.0,0
2019-09-30,1000000000.0,1000000000.0,0.0,0
2019-10-01,1000000000.0,1000000000.0,0.0,0
2019-10-02,1000000000.0,1000000000.0,0.0,0
2019-10-03,1000000000.0,1000000000.0,0.0,0
2019-10-04,1000000000.0,1000000000.0,0.0,0
2019-10-07,1000000000.0,1000000000.0,0.0,0
2019-10-08,1000000000.0,1000000000.0,0.0,0
2019-10-09,1000000000.0,1000000000.0,0.0,0
2019-10-10,1000000000.0,1000000000.0,0.0,0
2019-10-11,1000000000.0,1000000000.0,0.0,0
2019-10-14,1000000000.0,1000000000.0,0.0,0
2019-10-15,1000000000.0,1000000000.0,0.0,0
2019-10-16,1000000000.0,1000000000.0,0.0,0
2019-10-17,1000000000.0,1000000000.0,0.0,0
2019-10-18,1000000000.0,1000000000.0,0.0,0
2019-10-21,1000000000.0,1000000000.0,0.0,0
2019-10-22,1000000000.0,1000000000.0,0.0,0
2019-10-23,1000000000.0,1000000000.0,0.0,0
2019-10-24,1000000000.0,1000000000.0,0.0,0
2019-10-25,1000000000.0,1000000000.0,0.0,0
2019-10-28,1000000000.0,1000000000.0,0.0,0
2019-10-29,1000000000.0,1000000000.0,0.0,0
2019-10-30,1000000000.0,1000000000.0,0.0,0
2019-10-31,1000000000.0,1000000000.0,0.0,0
2019-11-01,1000000000.0,1000000000.0,0.0,0
2019-11-04,1000000000.0,1000000000.0,0.0,0
2019-11-05,1000000000.0,1000000000.0,0.0,0
2019-11-06,1000000000.0,1000000000.0,0.0,0
2019-11-07,1000000000.0,1000000000.0,0.0,0
2019-11-08,1000000000.0,1000000000.0,0.0,0
2019-11-11,1000000000.0,1000000000.0,0.0,0
2019-11-12,1000000000.0,1000000000.0,0.0,0
2019-11-13,1000000000.0,1000000000.0,0.0,0
2019-11-14,1000000000.0,1000000000.0,0.0,0
2019-11-15,1000000000.0,1000000000.0,0.0,0
2019-11-18,1000000000.0,1000000000.0,0.0,0
2019-11-19,1000000000.0,1000000000.0,0.0,0
2019-11-20,1000000000.0,1000000000.0,0.0,0
2019-11-21,1000000000.0,1000000000.0,0.0,0
2019-11-22,1000000000.0,1000000000.0,0.0,0
2019-11-25,1000000000.0,1000000000.0,0.0,0
2019-11-26,1000000000.0,1000000000.0,0.0,0
2019-11-27,1000000000.0,1000000000.0,0.0,0
2019-11-28,1000000000.0,1000000000.0,0.0,0
2019-11-29,1000000000.0,1000000000.0,0.0,0
2019-12-02,1000000000.0,1000000000.0,0.0,0
2019-12-03,1000000000.0,1000000000.0,0.0,0
2019-12-04,1000000000.0,1000000000.0,0.0,0
2019-12-05,1000000000.0,1000000000.0,0.0,0
2019-12-06,1000000000.0,1000000000.0,0.0,0
2019-12-09,1000000000.0,1000000000.0,0.0,0
2019-12-10,1000000000.0,1000000000.0,0.0,0
2019-12-11,1000000000.0,1000000000.0,0.0,0
2019-12-12,1000000000.0,1000000000.0,0.0,0
2019-12-13,1000000000.0,1000000000.0,0.0,0
2019-12-16,1000000000.0,1000000000.0,0.0,0
2019-12-17,1000000000.0,1000000000.0,0.0,0
2019-12-18,1000000000.0,1000000000.0,0.0,0
2019-12-19,1000000000.0,1000000000.0,0.0,0
2019-12-20,1000000000.0,1000000000.0,0.0,0
2019-12-23,1000000000.0,1000000000.0,0.0,0
2019-12-24,1000000000.0,1000000000.0,0.0,0
2019-12-25,1000000000.0,1000000000.0,0.0,0
2019-12-26,1000000000.0,1000000000.0,0.0,0
2019-12-27,1000000000.0,1000000000.0,0.0,0
2019-12-30,1000000000.0,1000000000.0,0.0,0
2019-12-31,1000000000.0,1000000000.0,0.0,0
2020-01-02,1000000000.0,1000000000.0,0.0,0
2020-01-03,1000000000.0,1000000000.0,0.0,0
2020-01-06,1000000000.0,1000000000.0,0.0,0
2020-01-07,1000000000.0,1000000000.0,0.0,0
2020-01-08,1000000000.0,1000000000.0,0.0,0
2020-01-09,1000000000.0,1000000000.0,0.0,0
2020-01-10,1000000000.0,1000000000.0,0.0,0
2020-01-13,1000000000.0,1000000000.0,0.0,0
2020-01-14,1000000000.0,1000000000.0,0.0,0
2020-01-15,1000000000.0,1000000000.0,0.0,0
2020-01-16,1000000000.0,1000000000.0,0.0,0
2020-01-17,1000000000.0,1000000000.0,0.0,0
2020-01-20,1000000000.0,1000000000.0,0.0,0
2020-01-21,1000000000.0,1000000000.0,0.0,0
2020-01-22,1000000000.0,1000000000.0,0.0,0
2020-01-30,1000000000.0,1000000000.0,0.0,0
2020-01-31,1000000000.0,1000000000.0,0.0,0
2020-02-03,1000000000.0,1000000000.0,0.0,0
2020-02-04,1000000000.0,1000000000.0,0.0,0
2020-02-05,1000000000.0,1000000000.0,0.0,0
2020-02-06,1000000000.0,1000000000.0,0.0,0
2020-02-07,1000000000.0,1000000000.0,0.0,0
2020-02-10,1000000000.0,1000000000.0,0.0,0
2020-02-11,1000502291.8938617,874576915.3223946,0.1258621570302468,1
2020-02-12,1001911904.3181691,874576915.3223946,0.1270920012497803,1
2020-02-13,1003086581.3384253,874576915.3223946,0.1281142310213734,1
2020-02-14,1005905806.1870402,874576915.3223946,0.13055784155621628,1
2020-02-17,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-18,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-19,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-20,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-21,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-24,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-25,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-26,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-27,1005548704.3728824,1005548704.3728824,0.0,0
2020-02-28,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-02,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-03,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-04,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-05,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-06,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-09,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-10,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-11,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-12,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-13,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-16,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-17,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-18,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-19,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-20,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-23,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-24,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-25,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-26,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-27,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-30,1005548704.3728824,1005548704.3728824,0.0,0
2020-03-31,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-01,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-03,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-06,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-07,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-08,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-09,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-10,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-13,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-14,1005548704.3728824,1005548704.3728824,0.0,0
2020-04-15,1009350554.0654237,879449825.4310724,0.1286973372245571,1
2020-04-16,1018364074.0114808,879449825.4310724,0.13640921957626165,1
2020-04-17,1027907801.0131882,879449825.4310724,0.14442732649346937,1
2020-04-20,1017568763.4280051,879449825.4310724,0.1357342549820761,1
2020-04-21,1008025036.4262977,879449825.4310724,0.12755160472110572,1
2020-04-22,1016773452.8445295,879449825.4310724,0.13505823448604015,1
2020-04-23,1012001589.3436759,879449825.4310724,0.13097979816273678,1
2020-04-24,1010941175.2323749,879449825.4310724,0.13006825028279015,1
2020-04-27,1011932927.5299691,1011932927.5299691,0.0,0
2020-04-28,1011932927.5299691,1011932927.5299691,0.0,0
2020-04-29,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-04,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-05,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-06,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-07,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-08,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-11,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-12,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-13,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-14,1011932927.5299691,1011932927.5299691,0.0,0
2020-05-15,1003811367.3392463,885454003.7450553,0.11790797299687394,1
2020-05-18,1012082597.4073927,885454003.7450553,0.12511685704972725,1
2020-05-19,1014647919.5002677,761444117.7256858,0.24954843636725665,2
2020-05-20,1012386778.8537999,761444117.7256858,0.24787232149774355,2
2020-05-21,1020803908.9989724,761444117.7256858,0.254074057697939,2
2020-05-22,1022087581.238853,761444117.7256858,0.25501088976861075,2
2020-05-25,1031102715.3713709,761444117.7256858,0.2615244762967795,2
2020-05-26,1033276191.7526491,761444117.7256858,0.26307784520407856,2
2020-05-27,1026886637.9117289,761444117.7256858,0.2584925252565809,2
2020-05-28,1038097475.0392574,761444117.7256858,0.26650036626195384,2
2020-05-29,1046406691.8632771,883739167.1897302,0.1554534445721998,1
2020-06-01,1057631932.6700473,883739167.1897302,0.16441709077496905,1
2020-06-02,1060585943.408671,883739167.1897302,0.1667444088977495,1
2020-06-03,1072795854.4616492,883739167.1897302,0.17622801811327982,1
2020-06-04,1085793501.7115936,883739167.1897302,0.1860890990813212,1
2020-06-05,1096427940.370639,883739167.1897302,0.19398335754651702,1
2020-06-08,1106668510.9312012,883739167.1897302,0.20144184237598678,1
2020-06-09,1101154357.552437,883739167.1897302,0.19744297325032706,1
2020-06-10,1086187369.8100767,883739167.1897302,0.18638423558151412,1
2020-06-11,1072205052.3139244,883739167.1897302,0.17577410656428663,1
2020-06-12,1059207405.06398,883739167.1897302,0.1656599425526589,1
2020-06-15,1051133109.045075,883739167.1897302,0.159250945874417,1
2020-06-16,1062752217.9503285,883739167.1897302,0.16844288606223837,1
2020-06-17,1064918492.4919858,883739167.1897302,0.17013445308690525,1
2020-06-18,1066887832.9844017,883739167.1897302,0.17166628030835293,1
2020-06-19,1079688546.1851044,883739167.1897302,0.1814869479608059,1
2020-06-22,1093276995.5827737,883739167.1897302,0.19166032875442415,1
2020-06-23,1078703875.9388967,883739167.1897302,0.18073978697765455,1
2020-06-24,1070826513.9692333,883739167.1897302,0.17471303179263495,1
2020-06-25,1076734535.4464808,883739167.1897302,0.17924136535355278,1
2020-06-26,1076537601.3972392,883739167.1897302,0.1790912216696154,1
2020-06-29,1068857173.4768175,883739167.1897302,0.17319246282918113,1
2020-06-30,1071553003.6768855,1071553003.6768855,0.0,0
2020-07-01,1071553003.6768855,1071553003.6768855,0.0,0
2020-07-02,1070081052.637714,937729434.0461531,0.12368373242879,1
2020-07-03,1074436928.6926262,937729434.0461531,0.12723640727131252,1
2020-07-06,1074436928.6926262,937729434.0461531,0.12723640727131252,1
2020-07-07,1072761591.7484292,937729434.0461531,0.12587340816536446,1
2020-07-08,1072761591.7484292,937729434.0461531,0.12587340816536446,1
2020-07-09,1072091456.9707503,937729434.0461531,0.1253270157606181,1
2020-07-10,1076638499.0070243,803586299.5582316,0.25361548904356174,2
2020-07-13,1070422163.5426847,803586299.5582316,0.24928095948735707,2
2020-07-14,1070338859.7971271,803586299.5582316,0.24922253153497204,2
2020-07-15,1068620944.7768469,803586299.5582316,0.24801558168407484,2
2020-07-16,1070477699.3730564,803586299.5582316,0.24931990640359378,2
2020-07-17,1069555800.9520959,803586299.5582316,0.2486728613477706,2
2020-07-20,1065507185.8244188,803586299.5582316,0.24581803834906113,2
2020-07-21,1074443956.2316897,803586299.5582316,0.2520910049356276,2
2020-07-22,1072719316.3285322,803586299.5582316,0.2508885713845724,2
2020-07-23,1069454964.9554693,936098144.1973901,0.1246960602624646,1
2020-07-24,1069454964.9554693,936098144.1973901,0.1246960602624646,1
2020-07-27,1069454964.9554693,936098144.1973901,0.1246960602624646,1
2020-07-28,1061850107.9646759,1061850107.9646759,0.0,0
2020-07-29,1061850107.9646759,1061850107.9646759,0.0,0
2020-07-30,1061850107.9646759,1061850107.9646759,0.0,0
2020-07-31,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-03,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-04,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-05,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-06,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-07,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-10,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-11,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-12,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-13,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-14,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-17,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-18,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-19,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-20,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-21,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-24,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-25,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-26,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-27,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-28,1061850107.9646759,1061850107.9646759,0.0,0
2020-08-31,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-01,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-03,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-04,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-07,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-08,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-09,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-10,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-11,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-14,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-15,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-16,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-17,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-18,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-21,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-22,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-23,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-24,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-25,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-28,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-29,1061850107.9646759,1061850107.9646759,0.0,0
2020-09-30,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-01,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-02,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-05,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-06,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-07,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-08,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-09,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-12,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-13,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-14,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-15,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-16,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-19,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-20,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-21,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-22,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-23,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-26,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-27,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-28,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-29,1061850107.9646759,1061850107.9646759,0.0,0
2020-10-30,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-02,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-03,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-04,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-05,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-06,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-09,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-10,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-11,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-12,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-13,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-16,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-17,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-18,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-19,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-20,1061850107.9646759,1061850107.9646759,0.0,0
2020-11-23,1070798726.0086278,401551671.99796903,0.6249979923913977,5
2020-11-24,1062872857.7598101,401551671.99796903,0.6222015934772206,5
2020-11-25,1054161945.9104612,401551671.99796903,0.6190797120349892,5
2020-11-26,1054634697.6588078,401551671.99796903,0.6192504637962539,5
