date,ticker,shares,mark_price,mark_value
2020-12-02,KDH,7900,16689.767293946086,131849161.62217408
2020-12-03,DGC,8400,15962.238107210065,134082800.10056455
2020-12-03,DGW,9200,15294.167352341414,140706339.641541
2020-12-03,KDH,7900,16814.08585851924,132831278.28230199
2020-12-04,DGC,8400,15848.222120729994,133125065.81413195
2020-12-04,DGW,9200,15010.942031001758,138100666.68521616
2020-12-04,KDH,7900,16751.92657623266,132340219.95223802
2020-12-07,DGC,8400,15831.934122661412,132988246.63035586
2020-12-07,DGW,9200,15294.167352341414,140706339.641541
2020-12-07,KDH,7900,16907.324781949108,133567865.77739796
2020-12-08,DGC,8400,16108.830089827301,135314172.75454932
2020-12-08,DGW,9200,15698.774954255208,144428729.5791479
2020-12-08,KDH,7900,16938.404423092397,133813394.94242994
2020-12-09,DGC,8400,16108.830089827301,135314172.75454932
2020-12-09,DGW,9200,15536.93191348969,142939773.60410514
2020-12-09,KDH,7900,17155.96191109542,135532099.0976538
2020-12-10,DGC,8400,15864.510118798575,133261884.99790803
2020-12-10,DGW,9200,15415.549632915552,141823056.6228231
2020-12-10,KDH,7900,17404.599040241726,137496332.41790965
2020-12-11,DGC,8400,15962.238107210065,134082800.10056455
2020-12-11,DGW,9200,15597.623053776759,143498132.09474617
2020-12-11,KDH,7900,17373.51939909844,137250803.25287768
2020-12-14,DGC,8400,16211.793506189446,136179065.45199135
2020-12-14,DGW,9200,16002.230655690553,147220522.0323531
2020-12-14,KDH,7900,17591.076887101462,138969507.40810156
2020-12-15,DGC,8400,16211.793506189446,136179065.45199135
2020-12-15,DGW,9200,15982.000275594864,147034402.53547275
2020-12-15,KDH,7900,17218.121193381994,136023157.42771775
2020-12-16,DGC,8400,16346.75120447198,137312710.11756465
2020-12-16,DGW,9200,16002.230655690553,147220522.0323531
2020-12-16,KDH,7900,17528.917604814884,138478449.0780376
2020-12-17,DGC,8400,16194.923793904129,136037359.86879468
2020-12-17,DGW,9200,15961.769895499174,146848283.0385924
2020-12-17,KDH,7900,17093.80262880884,135041040.76758984
2020-12-18,DGC,8400,16178.054081618813,135895654.28559804
2020-12-18,DGW,9200,15840.387614925035,145731566.0573103
2020-12-18,KDH,7900,17218.121193381994,136023157.42771775
2020-12-21,DGC,8400,16127.444944762861,135470537.53600803
2020-12-21,DGW,9200,15719.005334350897,144614849.07602826
2020-12-21,KDH,7900,17466.758322528305,137987390.74797362
2020-12-22,DGC,8400,16178.054081618813,135895654.28559804
2020-12-22,DGW,9200,15799.926854733656,145359327.06354964
2020-12-22,KDH,7900,17901.87329853435,141424799.05842134
2020-12-23,DGC,8400,16363.620916757298,137454415.7007613
2020-12-23,DGW,9200,15799.926854733656,145359327.06354964
2020-12-23,KDH,7900,17901.87329853435,141424799.05842134
2020-12-24,DGC,8400,16127.444944762861,135470537.53600803
2020-12-24,DGW,9200,15435.780013011243,142009176.11970344
2020-12-24,KDH,7900,17591.076887101462,138969507.40810156
2020-12-25,DGC,8400,16329.881492186663,137171004.53436798
2020-12-25,DGW,9200,15557.162293585381,143125893.1009855
2020-12-25,KDH,7900,17684.315810531327,139706094.90319747
2020-12-28,DGC,8400,16211.793506189446,136179065.45199135
2020-12-28,DGW,9200,15658.314194063829,144056490.58538723
2020-12-28,KDH,7900,17684.315810531327,139706094.90319747
2020-12-29,DGC,8400,17342.064229305674,145673339.52616766
2020-12-29,DGW,9200,15617.85343387245,143684251.59162652
2020-12-29,KDH,7900,17932.952939677638,141670328.22345334
2020-12-30,DGC,8400,17308.32480473504,145389928.35977432
2020-12-30,DGW,9200,16710.293959039693,153734704.42316517
2020-12-30,KDH,7900,18026.191863107502,142406915.71854928
2020-12-31,DGC,8400,17240.84595559377,144823106.02698767
2020-12-31,DGW,9200,17337.435742006073,159504408.82645586
2020-12-31,KDH,7900,18212.66970996724,143880090.7087412
2021-01-04,DGC,8400,17207.10653102314,144539694.86059436
2021-01-04,DGW,9200,17256.514221623314,158759930.83893448
2021-01-04,KDH,7900,18243.749351110524,144125619.87377313
2021-01-05,DGC,8400,17409.54307844694,146240161.85895428
2021-01-05,DGW,9200,16770.98509932676,154293062.9138062
2021-01-05,KDH,7900,18274.828992253813,144371149.03880513
2021-01-06,DGC,8400,17308.32480473504,145389928.35977432
2021-01-06,DGW,9200,16690.063578944002,153548584.92628482
2021-01-06,KDH,7900,18647.784685973278,147317499.0191889
2021-01-07,DGC,8400,17645.719050441374,148224040.02370754
2021-01-07,DGW,9200,16690.063578944002,153548584.92628482
2021-01-07,KDH,7900,18834.262532833014,148790674.00938082
2021-01-08,DGC,8400,17645.719050441374,148224040.02370754
2021-01-08,DGW,9200,16568.681298369866,152431867.94500276
2021-01-08,KDH,7900,18958.581097406168,149772790.66950873
2021-01-11,DGC,8400,17679.45847501201,148507451.19010088
2021-01-11,DGW,9200,17135.131941049178,157643213.85765243
2021-01-11,KDH,7900,20232.84638428101,159839486.43581998
2021-01-12,DGC,8400,17949.373871577078,150774740.52124745
2021-01-12,DGW,9200,16953.05852018797,155968138.3857293
2021-01-12,KDH,7900,20699.04100143034,163522423.9112997
2021-01-13,DGC,8400,17713.197899582643,148790862.3564942
2021-01-13,DGW,9200,16932.82814009228,155782018.88884896
2021-01-13,KDH,7900,20388.244589997452,161067132.26097986
2021-01-14,DGC,8400,17780.67674872391,149357684.68928084
2021-01-14,DGW,9200,16487.759777987107,151687389.95748138
2021-01-14,KDH,7900,20512.56315457061,162049248.9211078
2021-01-15,DGC,8400,17814.416173294543,149641095.85567415
2021-01-15,DGW,9200,16588.911678465556,152617987.44188312
2021-01-15,KDH,7900,21134.155977436385,166959832.22174743
2021-01-18,DGC,8400,18151.810419000878,152475207.51960737
2021-01-18,DGW,9200,16002.230655690553,147220522.0323531
2021-01-18,KDH,7900,20916.598489433363,165241128.06652358
2021-01-19,DGC,8400,17139.62768188187,143972872.5278077
2021-01-19,DGW,9200,14889.55975042762,136983949.7039341
2021-01-19,KDH,7900,19828.811049418255,156647607.2904042
2021-01-20,DGC,8400,17207.10653102314,144539694.86059436
2021-01-20,KDH,7900,20388.244589997452,161067132.26097986
2021-01-21,DGC,8400,17881.89502243581,150207918.1884608
2021-01-21,KDH,7900,20512.56315457061,162049248.9211078
2021-01-22,DGC,8400,18455.465240136582,155025908.0171473
2021-01-22,KDH,7900,21103.076336293096,166714303.05671546
2021-01-25,DGC,8400,18455.465240136582,155025908.0171473
2021-01-25,KDH,7900,22066.545211735047,174325707.17270687
2021-01-26,DGC,8400,17679.45847501201,148507451.19010088
2021-01-26,KDH,7900,21631.430235729003,170888298.86225912
2021-01-27,DGC,8400,17645.719050441374,148224040.02370754
2021-01-27,KDH,7900,21289.554183152828,168187478.04690734
2021-01-28,DGC,8400,16414.230053613246,137879532.45035127
2021-01-28,KDH,7900,19828.811049418255,156647607.2904042
2021-02-04,PDR,4500,29327.984676228665,131975931.043029
2021-02-04,VHM,1800,72510.56671306423,130519020.0835156
2021-02-05,PDR,4500,30023.902956681548,135107563.30506697
2021-02-05,VHM,1800,73173.77311592762,131712791.60866971
2021-02-08,PDR,4500,30471.278994115546,137120755.47351995
2021-02-08,VHM,1800,69784.0515012925,125611292.7023265
2021-02-08,DGC,7300,18387.986390995313,134232300.6542658
2021-02-08,DGW,7900,16062.921795977623,126897082.18822323
2021-02-09,PDR,4500,31216.905723172207,140476075.75427493
2021-02-09,VHM,1800,71331.53310797375,128396759.59435275
2021-02-09,DGC,7300,18455.465240136582,134724896.25299704
2021-02-09,DGW,7900,17175.592701240555,135687182.3398004
2021-02-17,PDR,4500,32111.6577980402,144502460.0911809
2021-02-17,VHM,1800,74426.49632133625,133967693.37840524
2021-02-17,DGC,7300,19737.563373820656,144084212.62889078
2021-02-17,DGW,7900,18369.18512688625,145116562.50240135
2021-02-18,PDR,4500,32360.200041059088,145620900.1847659
2021-02-18,VHM,1800,76047.66752833565,136885801.55100417
2021-02-18,DGC,7300,20142.43646866826,147039786.2212783
2021-02-18,DGW,7900,18834.48386908711,148792422.56578818
2021-02-19,PDR,4500,32260.78314385153,145173524.1473319
2021-02-19,VHM,1800,75973.9779280175,136753160.2704315
2021-02-19,DGC,7300,20041.21819495636,146300892.82318142
2021-02-19,DGW,7900,18591.719307938834,146874582.53271678
2021-02-22,PDR,4500,32061.94934943642,144278772.0724639
2021-02-22,VHM,1800,77963.59713660767,140334474.8458938
2021-02-22,DGC,7300,19838.78164753256,144823106.0269877
2021-02-22,DGW,7900,18854.7142491828,148952242.56854412
2021-02-23,PDR,4500,31813.407106417537,143160331.97887892
2021-02-23,VHM,1800,77595.1491350169,139671268.44303042
2021-02-23,DGC,7300,20074.957619526995,146547190.62254706
2021-02-23,DGW,7900,19218.861090905215,151829002.6181512
2021-02-24,PDR,4500,31366.03106898354,141147139.81042594
2021-02-24,VHM,1800,75752.90912706303,136355236.42871344
2021-02-24,DGC,7300,20850.96438465157,152212040.00795645
2021-02-24,DGW,7900,18632.180068130216,147194222.5382287
2021-02-25,PDR,4500,30918.655031549544,139133947.64197296
2021-02-25,VHM,1800,75752.90912706303,136355236.42871344
2021-02-25,DGC,7300,22099.32309376501,161325058.58448458
2021-02-25,DGW,7900,19097.47881033108,150870082.60161552
2021-02-26,PDR,4500,31316.32262037976,140923451.79170892
2021-02-26,VHM,1800,74868.63392324517,134763541.0618413
2021-02-26,DGC,7300,21930.625970911842,160093569.58765644
2021-02-26,DGW,7900,19137.939570522456,151189722.6071274
2021-03-01,PDR,4500,31962.53245222887,143831396.03502992
2021-03-01,VHM,1800,75900.28832769934,136620518.9898588
2021-03-01,DGC,7300,21998.104820053108,160586165.1863877
2021-03-01,DGW,7900,20270.84085588108,160139642.76146054
2021-03-01,DIG,7700,18107.93418579034,139431093.2305856
2021-03-02,PDR,4500,32061.94934943642,144278772.0724639
2021-03-02,VHM,1800,75752.90912706303,136355236.42871344
2021-03-02,DGC,7300,21761.928848058673,158862080.5908283
2021-03-02,DGW,7900,21140.747199995738,167011902.87996632
2021-03-02,DIG,7700,17914.41427846128,137940989.94415188
2021-03-03,PDR,4500,31962.53245222887,143831396.03502992
2021-03-03,VHM,1800,74794.94432292703,134630899.78126866
2021-03-03,DGC,7300,23280.202953737185,169945481.56228146
2021-03-03,DGW,7900,20877.75225875177,164934242.84413898
2021-03-03,DIG,7700,17803.831474273247,137089502.351904
2021-03-04,PDR,4500,31216.905723172207,140476075.75427493
2021-03-04,VHM,1800,73689.6003181547,132641280.57267846
2021-03-04,DGC,7300,23887.51259600859,174378841.9508627
2021-03-04,DGW,7900,21039.59529951729,166212802.8661866
2021-03-04,DIG,7700,17085.043247051035,131554833.00229298
2021-03-05,PDR,4500,31117.488825964654,140028699.71684095
2021-03-05,VHM,1800,72510.56671306423,130519020.0835156
2021-03-05,DGC,7300,24089.949143432394,175856628.74705648
2021-03-05,DGW,7900,22496.18266640695,177719843.0646149
2021-03-08,PDR,4500,30968.36348015332,139357635.66068995
2021-03-08,VHM,1800,71626.29150924637,128927324.71664345
2021-03-08,DGC,7300,23651.336624014155,172654757.35530332
2021-03-08,DGW,7900,22738.947227555225,179637683.0976863
2021-03-09,PDR,4500,31664.281760606205,142489267.9227279
2021-03-09,VHM,1800,72363.18751242792,130253737.52237025
2021-03-09,DGC,7300,23887.51259600859,174378841.9508627
2021-03-09,DGW,7900,22860.32950812936,180596603.11422196
2021-03-10,PDR,4500,31962.53245222887,143831396.03502992
2021-03-10,VHM,1800,73615.91071783655,132508639.2921058
2021-03-10,DGC,7300,23988.73086972049,175117735.34895957
2021-03-10,DGW,7900,22860.32950812936,180596603.11422196
2021-03-11,PDR,4500,33205.2436673233,149423596.50295487
2021-03-11,VHM,1800,73689.6003181547,132641280.57267846
2021-03-11,DGC,7300,24292.385690856194,177334415.5432502
2021-03-11,DGW,7900,22556.873806694017,178199303.07288274
2021-03-12,PDR,4500,33404.077461738416,150318348.57782286
2021-03-12,VHM,1800,73615.91071783655,132508639.2921058
2021-03-12,DGC,7300,24562.301087421263,179304797.93817523
2021-03-12,DGW,7900,23548.16243138281,186030483.20792422
2021-03-15,PDR,4500,33304.66056453086,149870972.54038885
2021-03-15,VHM,1800,73542.22111751839,132375998.01153311
2021-03-15,DGC,7300,25439.526126257737,185708540.72168148
2021-03-15,DGW,7900,25186.82321913368,198975903.43115607
2021-03-16,PDR,4500,33354.36901313464,150094660.55910587
2021-03-16,VHM,1800,73321.15231656392,131978074.16981506
2021-03-16,DGC,7300,25169.610729692668,183738158.32675648
2021-03-16,DGW,7900,26602.949825831958,210163303.62407246
2021-03-17,PDR,4500,33404.077461738416,150318348.57782286
2021-03-17,VHM,1800,73173.77311592762,131712791.60866971
2021-03-17,DGC,7300,25304.568427975202,184723349.52421898
2021-03-17,DGW,7900,25692.58272152592,202971403.50005478
2021-03-18,PDR,4500,33801.74505056863,152107852.72755882
2021-03-18,VHM,1800,73468.53151720024,132243356.73096044
2021-03-18,DGC,7300,24967.174182268867,182260371.53056273
2021-03-18,DGW,7900,24964.28903808109,197217883.4008406
2021-03-19,PDR,4500,34050.28729358752,153226292.82114384
2021-03-19,VHM,1800,72068.4291111553,129723172.40007955
2021-03-19,DGC,7300,24191.167417144294,176595522.14515334
2021-03-19,DGW,7900,24478.75991578454,193382203.33469787
2021-03-22,PDR,4500,33553.202807549744,150989412.63397384
2021-03-22,VHM,1800,73173.77311592762,131712791.60866971
2021-03-22,DGC,7300,23415.16065201972,170930672.75974396
2021-03-22,DGW,7900,25368.896639994884,200414283.4559596
2021-03-23,PDR,4500,34906.377241763774,157078697.58793697
2021-03-23,VHM,1800,72731.6355140187,130916943.92523365
2021-03-23,DGC,7300,23617.59719944352,172408459.5559377
2021-03-23,DGW,7900,24276.45611482764,191784003.30713835
2021-03-23,CTR,2600,55136.97392042201,143356132.19309723
2021-03-24,PDR,4500,34630.21919396501,155835986.37284252
2021-03-24,VHM,1800,71626.29150924637,128927324.71664345
2021-03-24,DGC,7300,22639.153886895147,165265823.37433457
2021-03-24,DGW,7900,24276.45611482764,191784003.30713835
2021-03-24,CTR,2600,55305.760575280445,143794977.49572915
2021-03-25,PDR,4500,34354.06114616624,154593275.15774807
2021-03-25,VHM,1800,71257.84350765559,128264118.31378007
2021-03-25,DGC,7300,22706.632736036416,165758418.97306582
2021-03-25,DGW,7900,23851.61813281816,188427783.24926347
2021-03-25,CTR,2600,55136.97392042201,143356132.19309723
2021-03-26,PDR,4500,33967.43987924798,152853479.4566159
2021-03-26,VHM,1800,70520.94750447405,126937705.5080533
2021-03-26,DGC,7300,22571.67503775388,164773227.77560332
2021-03-26,DGW,7900,23264.937110043156,183793003.16934094
2021-03-26,CTR,2600,54293.04064612983,141161905.67993757
2021-03-29,PDR,4500,34243.597927046736,154096190.6717103
2021-03-29,VHM,1800,70889.39550606483,127600911.91091669
2021-03-29,DGC,7300,23752.554897726055,173393650.7534002
2021-03-29,DGW,7900,24579.911816262986,194181303.34847757
2021-03-30,PDR,4500,34133.13470792723,153599106.18567255
2021-03-30,VHM,1800,70963.08510638298,127733553.19148935
2021-03-30,DGC,7300,23077.766406313385,168467694.7660877
2021-03-30,DGW,7900,24276.45611482764,191784003.30713835
2021-03-31,PDR,4500,34243.597927046736,154096190.6717103
2021-03-31,DGC,7300,22774.11158517768,166251014.57179707
2021-03-31,DGW,7900,23851.61813281816,188427783.24926347
2021-04-01,PDR,4500,34906.377241763774,157078697.58793697
2021-04-01,DGC,7300,23313.94237830782,170191779.3616471
2021-04-01,DGW,7900,24377.60801530609,192583103.3209181
2021-04-02,PDR,4500,35679.61977560031,160558288.99020138
2021-04-02,DGC,7300,23212.72410459592,169452885.9635502
2021-04-02,DGW,7900,24478.75991578454,193382203.33469787
2021-04-05,PDR,4500,37557.4945006319,169008725.25284356
2021-04-05,DGC,7300,23212.72410459592,169452885.9635502
2021-04-05,DGW,7900,24377.60801530609,192583103.3209181
2021-04-06,PDR,4500,37447.0312815124,168511640.7668058
2021-04-06,DGC,7300,23516.37892573162,171669566.15784082
2021-04-06,DGW,7900,25227.283979325057,199295543.43666795
2021-04-07,PDR,4500,37944.115767550174,170748520.9539758
2021-04-07,DGC,7300,23921.252020579224,174625139.75022835
2021-04-07,DGW,7900,25287.975119612125,199775003.4449358
2021-04-08,PDR,4500,37944.115767550174,170748520.9539758
2021-04-08,DGC,7300,23718.815473155424,173147352.9540346
2021-04-08,DGW,7900,24600.142196358676,194341123.35123354
2021-04-09,PDR,4500,37888.884157990426,170499978.7109569
2021-04-09,DGC,7300,23685.07604858479,172901055.15466896
2021-04-09,DGW,7900,24478.75991578454,193382203.33469787
2021-04-12,PDR,4500,37723.189329311164,169754351.98190024
2021-04-12,DGC,7300,23415.16065201972,170930672.75974396
2021-04-12,DGW,7900,24013.461173583677,189706343.27131104
2021-04-13,PDR,4500,37447.0312815124,168511640.7668058
2021-04-13,DGC,7300,22976.548132601485,167728801.36799085
2021-04-13,DGW,7900,23750.46623233971,187628683.2354837
2021-04-14,PDR,4500,37336.56806239289,168014556.280768
2021-04-14,DGC,7300,23246.46352916655,169699183.76291582
2021-04-14,DGW,7900,24155.073834253504,190825083.29060268
2021-04-15,PDR,4500,37336.56806239289,168014556.280768
2021-04-15,DGC,7300,23280.202953737185,169945481.56228146
2021-04-15,DGW,7900,23851.61813281816,188427783.24926347
2021-04-16,PDR,4500,39214.442787424494,176464992.5434102
2021-04-16,DGC,7300,23212.72410459592,169452885.9635502
2021-04-16,DGW,7900,23366.089010521606,184592103.1831207
2021-04-16,HPG,6500,22850.850345550338,148530527.2460772
2021-04-16,HSG,6600,21914.210865863213,144633791.7146972
2021-04-19,PDR,4500,41920.79165585238,188643562.4513357
2021-04-19,DGC,7300,24191.167417144294,176595522.14515334
2021-04-19,DGW,7900,24276.45611482764,191784003.30713835
2021-04-19,HPG,6500,24190.09432184633,157235613.09200114
2021-04-19,HSG,6600,22680.685649724885,149692525.28818423
2021-04-20,PDR,4500,43853.89799044373,197342540.95699677
2021-04-20,DGC,7300,23583.85777487289,172162161.7565721
2021-04-20,DGW,7900,24215.764974540572,191304543.29887053
2021-04-20,HPG,6500,23938.98607629083,155603409.49589038
2021-04-20,HSG,6600,21983.89039166882,145093676.58501422
2021-04-22,PDR,4500,42196.94970365114,189886273.66643012
2021-04-22,DGC,7300,22942.80870803085,167482503.5686252
2021-04-22,DGW,7900,23467.24091100005,185391203.1969004
2021-04-22,HPG,6500,23018.255842587336,149618662.9768177
2021-04-22,HSG,6600,20450.94082394548,134976209.43804017
2021-04-23,PDR,4500,43356.81350440595,195105660.7698268
2021-04-23,DGC,7300,23280.202953737185,169945481.56228146
2021-04-23,DGW,7900,23062.63330908626,182194803.14178145
2021-04-23,HPG,6500,23604.175082216832,153427138.0344094
2021-04-26,PDR,4500,45535.39365926287,204909271.4666829
2021-04-26,DGC,7300,23111.505830884016,168713992.56545332
2021-04-26,DGW,7900,22435.49152611988,177240383.05634704
2021-04-26,HPG,6500,23060.107216846587,149890696.9095028
2021-04-27,PDR,4500,44308.02455793502,199386110.51070762
2021-04-27,DGC,7300,23178.984680025285,169206588.16418457
2021-04-27,DGW,7900,21484.663661622464,169728842.92681748
2021-04-27,HPG,6500,23562.32370795758,153155104.10172427
2021-04-28,PDR,4500,43878.44537247028,197453004.1761163
2021-04-28,DGC,7300,23617.59719944352,172408459.5559377
2021-04-28,DGW,7900,21929.732023727636,173244882.98744833
2021-04-28,HPG,6500,23436.769585179834,152339002.30366892
2021-04-29,PDR,4500,43080.655456607186,193862949.55473235
2021-04-29,DGC,7300,23550.118350302255,171915863.95720646
2021-04-29,DGW,7900,22556.873806694017,178199303.07288274
2021-04-29,HPG,6500,24315.648444624076,158051714.8900565
2021-05-04,PDR,4500,44798.97219846616,201595374.89309773
2021-05-04,DGC,7300,25169.610729692668,183738158.32675648
2021-05-04,DGW,7900,24074.152313870745,190185803.2795789
2021-05-04,HPG,6500,25027.121807031323,162676291.7457036
2021-05-05,PDR,4500,44369.39301300142,199662268.5585064
2021-05-05,DGC,7300,25304.568427975202,184723349.52421898
2021-05-05,DGW,7900,23710.00547214833,187309043.2299718
2021-05-05,HPG,6500,24817.864935735073,161316122.08227798
2021-05-06,PDR,4500,44062.55073766946,198281478.31951258
2021-05-06,DGC,7300,25540.744399969637,186447434.11977836
2021-05-06,DGW,7900,23750.46623233971,187628683.2354837
2021-05-06,HPG,6500,24859.716309994325,161588156.01496312
2021-05-07,PDR,4500,43510.23464207193,195796055.8893237
2021-05-07,DGC,7300,26526.16828311885,193641028.46676758
2021-05-07,DGW,7900,24074.152313870745,190185803.2795789
2021-05-07,HPG,6500,25445.635549623817,165396631.07255483
2021-05-10,PDR,4500,42896.55009140801,193034475.41133606
2021-05-10,DGC,7300,27069.101552071574,197604441.3301225
2021-05-10,DGW,7900,23871.848512913846,188587603.25201938
2021-05-10,HPG,6500,26366.365783327314,171381377.59162754
2021-05-11,PDR,4500,42651.07627114244,191929843.22014096
2021-05-11,DGC,7300,26487.387335336512,193357927.54795653
2021-05-11,DGW,7900,25085.67131865523,198176803.4173763
2021-05-11,HPG,6500,25947.852040734815,168661038.2647763
2021-05-12,PDR,4500,44553.498378200595,200490742.7019027
2021-05-12,DGC,7300,27107.882499853913,197887542.24893355
2021-05-12,DGW,7900,25429.587780281956,200893743.46422744
2021-05-12,HPG,6500,26240.811660549563,170565275.79357216
2021-05-13,PDR,4500,43632.97155220471,196348371.98492122
2021-05-13,DGC,7300,26332.263544207162,192225523.87271228
2021-05-13,DGW,7900,24883.367517698334,196578603.38981685
2021-05-13,HPG,6500,25738.595169438566,167300868.60135067
2021-05-14,PDR,4500,44185.287647802244,198833794.4151101
2021-05-14,DGC,7300,25905.67311860145,189111413.76579058
2021-05-14,DGW,7900,26501.79792535351,209364203.61029273
2021-05-14,HPG,6500,25696.743795179318,167028834.66866556
2021-05-17,PDR,4500,43080.655456607186,193862949.55473235
2021-05-17,DGC,7300,25983.235014166123,189677615.6034127
2021-05-17,DGW,7900,26056.729563248336,205848163.54966184
2021-05-17,HPG,6500,25906.000666475564,168389004.33209115
2021-05-18,PDR,4500,43019.2870015408,193586791.5069336
2021-05-18,DGC,7300,25828.111223036776,188545211.92816848
2021-05-18,DGW,7900,27128.93970831989,214318623.6957271
2021-05-18,HPG,6500,26533.77128036431,172469513.32236803
2021-05-19,PDR,4500,43080.655456607186,193862949.55473235
2021-05-19,DGC,7300,26177.139753077812,191093120.19746804
2021-05-19,DGW,7900,27412.165029659544,216556103.7343104
2021-05-19,HPG,6500,27663.758385364054,179814429.50486636
2021-05-20,PDR,4500,44798.97219846616,201595374.89309773
2021-05-20,DGC,7300,25944.454066383787,189394514.68460163
2021-05-20,DGW,7900,28019.076432530237,221350703.8169889
2021-05-20,HPG,6500,27873.015256660303,181174599.16829196
2021-05-20,SJS,7300,21466.43478260869,156704973.91304344
2021-05-21,PDR,4500,46640.025850457925,209880116.32706067
2021-05-21,DGC,7300,27301.7872387656,199303046.84298888
2021-05-21,DGW,7900,27027.78780784144,213519523.68194738
2021-05-21,HPG,6500,27454.501514067804,178454259.84144074
2021-05-21,SJS,7300,21620.869565217385,157832347.8260869
2021-05-24,PDR,4500,46885.49967072349,210984748.5182557
2021-05-24,DGC,7300,27456.91102989495,200435450.51823312
2021-05-24,DGW,7900,28099.997952912996,221989983.82801268
2021-05-24,HPG,6500,27370.798765549305,177910191.9760705
2021-05-24,SJS,7300,20848.69565217391,152195478.26086953
2021-05-25,PDR,4500,46517.28894032514,209327800.23146313
2021-05-25,DGC,7300,27805.93955993599,202983358.78753272
2021-05-25,DGW,7900,28120.228333008683,222149803.8307686
2021-05-25,HPG,6500,28207.8262507343,183350870.62977293
2021-05-25,SJS,7300,21118.956521739125,154168382.6086956
2021-05-26,PDR,4500,45903.60438966122,206566219.7534755
2021-05-26,DGC,7300,27883.501455500664,203549560.62515485
2021-05-26,DGW,7900,27897.694151956097,220391783.80045316
2021-05-26,HPG,6500,28375.231747771297,184439006.36051342
2021-05-26,SJS,7300,21234.782608695645,155013913.04347822
2021-05-27,PDR,4500,47560.5526764538,214022487.0440421
2021-05-27,DGC,7300,27728.377664371314,202417156.94991058
2021-05-27,DGW,7900,26906.405527267303,212560603.66541168
2021-05-27,HPG,6500,27956.718005178802,181718667.0336622
2021-05-27,SJS,7300,20771.47826086956,151631791.30434778
2021-05-28,PDR,4500,47744.658041652976,214850961.1874384
2021-05-28,DGC,7300,27612.0348210243,201567854.1934774
2021-05-28,DGW,7900,25692.58272152592,202971403.50005478
2021-05-28,HPG,6500,28082.27212795655,182534768.83171755
2021-05-31,PDR,4500,47253.71040112184,212641696.8050483
2021-05-31,DGC,7300,27805.93955993599,202983358.78753272
2021-05-31,DGW,7900,24478.75991578454,193382203.33469787
2021-05-31,HPG,6500,30213.25237619809,196386140.4452876
2021-06-01,PDR,4500,46517.28894032514,209327800.23146313
2021-06-01,DGC,7300,27534.472925459624,201001652.35585526
2021-06-01,DGW,7900,25287.975119612125,199775003.4449358
2021-06-01,HPG,6500,31818.510566963832,206820318.68526492
2021-06-02,PDR,4500,47315.07885618824,212917854.85284707
2021-06-02,DGC,7300,27805.93955993599,202983358.78753272
2021-06-02,DGW,7900,24984.51941817678,197377703.40359655
2021-06-02,HPG,6500,30958.550821910754,201230580.3424199
2021-06-03,PDR,4500,48051.50031698494,216231751.42643222
2021-06-03,DGC,7300,29008.14894118845,211759487.2706757
2021-06-03,DGW,7900,24681.063716741435,194980403.36225733
2021-06-03,HPG,6500,31130.54277092137,202348528.0109889
2021-06-03,NKG,9200,17781.224638701184,163587266.6760509
2021-06-04,PDR,4500,50199.39624430866,225897283.09938896
2021-06-04,DGC,7300,28853.0251500591,210627083.59543142
2021-06-04,DGW,7900,24094.382693966436,190345623.28233483
2021-06-04,HPG,6500,31245.20407026178,203093826.45670158
2021-06-04,NKG,9200,18251.212955142626,167911159.18731216
2021-06-07,PDR,4500,51119.92307030454,230039653.81637043
2021-06-07,DGC,7300,28310.091881106375,206663670.73207653
2021-06-07,DGW,7900,23649.31433186126,186829583.22170395
2021-06-07,HPG,6500,30213.25237619809,196386140.4452876
2021-06-07,NKG,9200,17650.672328578563,162386185.4229228
2021-06-08,PDR,4500,50506.23851964062,227278073.33838278
2021-06-08,DGC,7300,27534.472925459624,201001652.35585526
2021-06-08,DGW,7900,23022.17254889488,181875163.13626954
2021-06-08,HPG,6500,28665.32483510255,186324611.42816657
2021-06-08,NKG,9200,16423.48061342591,151096021.64351836
2021-06-09,PDR,4500,50444.87006457423,227001915.29058403
2021-06-09,DGC,7300,27534.472925459624,201001652.35585526
2021-06-09,DGW,7900,23082.863689181948,182354623.1445374
2021-06-09,HPG,6500,28837.316784113165,187442559.09673557
2021-06-10,PDR,4500,51058.55461523814,229763495.76857165
2021-06-10,DGC,7300,28232.5299855417,206097468.89445442
2021-06-10,DGW,7900,24276.45611482764,191784003.30713835
2021-06-10,HPG,6500,29582.61522982583,192286998.9938679
2021-06-11,PDR,4500,53636.02972802661,241362133.77611974
2021-06-11,DGC,7300,28154.968089977025,205531267.05683228
2021-06-11,HPG,6500,30442.57497487891,197876737.3367129
2021-06-14,PDR,4500,56090.76793068229,252408455.6880703
2021-06-14,DGC,7300,28891.806097841436,210910184.51424247
2021-06-14,HPG,6500,30729.228223229937,199739983.45099458
2021-06-15,PDR,4500,56765.8209364126,255446194.2138567
2021-06-15,DGC,7300,30869.63443474065,225348331.37360674
2021-06-15,HPG,6500,30499.905624549116,198249386.55956924
2021-06-16,PDR,4500,56458.97866108064,254065403.97486287
2021-06-16,DGC,7300,31412.567703693374,229311744.23696163
2021-06-16,HPG,6500,29697.276529166244,193032297.4395806
2021-06-17,PDR,4500,56274.873295881465,253236929.8314666
2021-06-17,DGC,7300,31722.815285952074,231576551.58745015
